"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"TC-PMW22-MO12G/I0040","TC-PMW22-MO12G/I0040","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2023-05-24","2023-05-27","MO/230028387"
"TC-PMW22-MO12G/I0041","TC-PMW22-MO12G/I0041","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2023-05-25","2023-06-03","MO/230028388"
"TC-PMW32-MO/I0018","TC-PMW32-MO/I0018","[TC-PMW32-MO] MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","P","2023-05-23","2023-05-27","MO/230028389"
"TC-PMW33-MO12G/I0034","TC-PMW33-MO12G/I0034","[TC-PMW33-MO12G] MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","P","2023-05-23","2023-05-27","MO/230028390"
"TC-PMW41-MO12G/I0021","TC-PMW41-MO12G/I0021","[TC-PMW41-MO12G] MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","P","2023-05-22","2023-05-27","MO/230028391"
"TC-PMW42-MO12G/I0012","TC-PMW42-MO12G/I0012","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2023-05-22","2023-05-27","MO/230028392"
"TC-PC01-MO12G/I0021","TC-PC01-MO12G/I0021","[TC-PC01-MO12G] MAKE OVER Perfect Cover TWC 01 Lace 12 g (pc(s))","P","2023-05-22","2023-05-27","MO/230028393"
"TC-PC02-MO12G/I0025","TC-PC02-MO12G/I0025","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2023-05-22","2023-05-27","MO/230028394"
"TC-PC03-MO12G/I0012","TC-PC03-MO12G/I0012","[TC-PC03-MO12G] MAKE OVER Perfect Cover TWC 03 Maple 12 g (pc(s))","P","2023-05-22","2023-05-27","MO/230028395"
"TC-PC04-MO12G/I0015","TC-PC04-MO12G/I0015","[TC-PC04-MO12G] MAKE OVER Perfect Cover TWC 04 Desert 12 g (pc(s))","P","2023-05-22","2023-05-27","MO/230028396"
"TC-PC08-MO12G/I0030","TC-PC08-MO12G/I0030","[TC-PC08-MO12G] MAKE OVER Perfect Cover TWC 08 Honey 12 g (pc(s))","P","2023-05-23","2023-05-27","MO/230028397"
"TC-R2E01-W/I0012","TC-R2E01-W/I0012","[TC-R2E01-W] Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2023-05-22","2023-05-27","MO/230028398"
"TC-R2E02-W/I0025","TC-R2E02-W/I0025","[TC-R2E02-W] Wardah Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-23","2023-05-27","MO/230028399"
"TC-R2E02-W/I0026","TC-R2E02-W/I0026","[TC-R2E02-W] Wardah Exclusive Two Way Cake 02 Light Beige 12 g","P","2023-05-24","2023-05-27","MO/230028400"
"TC-R2E04-W/I0016","TC-R2E04-W/I0016","[TC-R2E04-W] Wardah Exclusive Two Way Cake 04 Natural 12 g","P","2023-05-24","2023-05-27","MO/230028401"
"TC-R2RE03-W/I0026","TC-R2RE03-W/I0026","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2023-05-23","2023-05-27","MO/230028404"
"TC-R2RE04-W/I0033","TC-R2RE04-W/I0033","[TC-R2RE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2023-05-23","2023-05-27","MO/230028405"
"B-DMCP01-EM/I0016","B-DMCP01-EM/I0016","[B-DMCP01-EM] Emina Daily Matte Compact Powder 01 Light 11 g","P","2023-05-22","2023-05-27","MO/230028406"
"TC-R3LEC01-W/I0020","TC-R3LEC01-W/I0020","[TC-R3LEC01-W] Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","P","2023-05-23","2023-05-27","MO/230028410"
"TC-R3LEC03-W/I0011","TC-R3LEC03-W/I0011","[TC-R3LEC03-W] Wardah Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","P","2023-05-22","2023-05-27","MO/230028411"
"TC-R3LEC04-W/I0011","TC-R3LEC04-W/I0011","[TC-R3LEC04-W] Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","P","2023-05-22","2023-05-27","MO/230028412"
"TC-RR3LEC01-W/I0011","TC-RR3LEC01-W/I0011","[TC-RR3LEC01-W] Wardah Refill Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","P","2023-05-22","2023-05-27","MO/230028413"
"TC-RR3LEC03-W/I0014","TC-RR3LEC03-W/I0014","[TC-RR3LEC03-W] Wardah Refill Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","P","2023-05-23","2023-05-27","MO/230028414"
"TC-RR3LEC04-W/I0015","TC-RR3LEC04-W/I0015","[TC-RR3LEC04-W] Wardah Refill Lightening Powder Foundation Extra Cover 04 Natural 10 g","P","2023-05-23","2023-05-27","MO/230028415"
"TC-W3ELB2-W12G/I0014","TC-W3ELB2-W12G/I0014","[TC-W3ELB2-W12G] Wardah Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","P","2023-05-22","2023-05-27","MO/230028416"
"TC-W3ELLB1-W12G/I0013","TC-W3ELLB1-W12G/I0013","[TC-W3ELLB1-W12G] Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","P","2023-05-22","2023-05-27","MO/230028419"
"TWC-CLFTA-W/I0022","TWC-CLFTA-W/I0022","[TWC-CLFTA-W] Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","P","2023-05-22","2023-05-27","MO/230028422"
"TWC-CLFTB-W/I0023","TWC-CLFTB-W/I0023","[TWC-CLFTB-W] Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g","P","2023-05-22","2023-05-27","MO/230028423"
"TWC-CLFTC-W/I0025","TWC-CLFTC-W/I0025","[TWC-CLFTC-W] Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","P","2023-05-23","2023-05-27","MO/230028424"
"TWC-CLFTD-W/I0028","TWC-CLFTD-W/I0028","[TWC-CLFTD-W] Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","P","2023-05-22","2023-05-27","MO/230028425"
"TWC-CLFTG-W/I0017","TWC-CLFTG-W/I0017","[TWC-CLFTG-W] Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","P","2023-05-22","2023-05-27","MO/230028427"
"TWC-CLFTG-W/I0018","TWC-CLFTG-W/I0018","[TWC-CLFTG-W] Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","P","2023-05-23","2023-05-27","MO/230028428"
"TWC-CLFTH-W/I0017","TWC-CLFTH-W/I0017","[TWC-CLFTH-W] Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","P","2023-05-23","2023-05-27","MO/230028429"
"TWC-CLFTH-W/I0018","TWC-CLFTH-W/I0018","[TWC-CLFTH-W] Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","P","2023-05-24","2023-05-27","MO/230028430"
"TWC-CLFTRA-W/I0016","TWC-CLFTRA-W/I0016","[TWC-CLFTRA-W] Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","P","2023-05-23","2023-05-27","MO/230028431"
"TWC-CLFTRC-W/I0024","TWC-CLFTRC-W/I0024","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-05-22","2023-05-27","MO/230028432"
"TWC-CLFTRC-W/I0025","TWC-CLFTRC-W/I0025","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-05-23","2023-05-27","MO/230028433"
"TWC-CLFTRD-W/I0016","TWC-CLFTRD-W/I0016","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-05-22","2023-05-27","MO/230028434"
"TWC-CLFTRD-W/I0017","TWC-CLFTRD-W/I0017","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-05-23","2023-05-27","MO/230028435"
"TWC-CLFTRF-W/I0014","TWC-CLFTRF-W/I0014","[TWC-CLFTRF-W] Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","P","2023-05-22","2023-05-27","MO/230028436"
"TC-IPPF02-W/I0013","TC-IPPF02-W/I0013","[TC-IPPF02-W] Instaperfect Matte Fit Powder Foundation 22 Light Ivory 13 g","P","2023-05-22","2023-05-27","MO/230028437"
"TC-RIPPF01-W/I0007","TC-RIPPF01-W/I0007","[TC-RIPPF01-W] Instaperfect Refill Matte Fit Powder Foundation 11 Fair Pink 13 g","P","2023-05-22","2023-05-27","MO/230028439"
"TC-RIPPF03-W/I0011","TC-RIPPF03-W/I0011","[TC-RIPPF03-W] Instaperfect Refill Matte Fit Powder Foundation 32 True Beige 13 g","P","2023-05-22","2023-05-27","MO/230028440"
"TC-PC08-MO12G/I0031","TC-PC08-MO12G/I0031","[TC-PC08-MO12G] MAKE OVER Perfect Cover TWC 08 Honey 12 g (pc(s))","P","2023-05-26","2023-05-27","MO/230031118"
"ES-EP02-W/I0010","ES-EP02-W/I0010","[ES-EP02-W] Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","P","2023-05-22","2023-06-03","MO/230028446"
"B-SPC-MO13GR/I0008","B-SPC-MO13GR/I0008","[B-SPC-MO13GR] MAKE OVER Shimmering Powder Chrystalist 13 gr","P","2023-05-29","2023-05-29","MO/230028447"
"B-SPG-MO13GR/I0008","B-SPG-MO13GR/I0008","[B-SPG-MO13GR] MAKE OVER Shimmering Powder Goldinx 13 gr","P","2023-05-30","2023-05-31","MO/230028448"
"BO-CLPPPML-EM3.5GR/I0019","BO-CLPPPML-EM3.5GR/I0019","[BO-CLPPPML-EM3.5GR] Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))","P","2023-05-29","2023-05-30","MO/230028454"
"BO-CLPPPML-EM3.5GR/I0020","BO-CLPPPML-EM3.5GR/I0020","[BO-CLPPPML-EM3.5GR] Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))","P","2023-05-29","2023-05-30","MO/230028455"
"BO-CLPPTVB-EM3.5GR/I0008","BO-CLPPTVB-EM3.5GR/I0008","[BO-CLPPTVB-EM3.5GR] Emina Cheek Lit Pressed Blush Violet Berry 3.5 gr (Pc(s))","P","2023-05-29","2023-05-30","MO/230028456"
"BO-E01-W/I0019","BO-E01-W/I0019","[BO-E01-W] Wardah Exclusive Blush On 01 Rosy Pink 6.5 g","P","2023-05-29","2023-05-30","MO/230028457"
"BO-E02-W/I0018","BO-E02-W/I0018","[BO-E02-W] Wardah Exclusive Blush On 02 Coral Peach 6.5 g","P","2023-05-29","2023-05-30","MO/230028458"
"FA-RGH-MO13G/I0013","FA-RGH-MO13G/I0013","[FA-RGH-MO13G] MAKE OVER Riche Glow Face Highlighter 13 g","P","2023-05-30","2023-05-31","MO/230028460"
"ES-W1G-W3,3GR/I0009","ES-W1G-W3,3GR/I0009","[ES-W1G-W3,3GR] Wardah Eye Shadow G 3,3 gr (pc(s))","P","2023-05-30","2023-05-30","MO/230028466"
"ES-CLPNB-W/I0012","ES-CLPNB-W/I0012","[ES-CLPNB-W] Wardah COLORFIT QUAD EYE PALETTE 01 BRUNETTE DAWN 6 g","P","2023-05-30","2023-05-31","MO/230028468"
"ES-CLPWP-W/I0010","ES-CLPWP-W/I0010","[ES-CLPWP-W] Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","P","2023-05-29","2023-05-30","MO/230028470"
"BO-CM-MO20G/I0002","BO-CM-MO20G/I0002","[BO-CM-MO20G] MAKE OVER Cheek Marbles 20 g (Pc(s))","P","2023-07-05","2023-07-07","MO/230028471"
"B-BSLP-EM/I0137","B-BSLP-EM/I0137","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-22","2023-05-27","MO/230028473"
"B-BSLP-EM/I0139","B-BSLP-EM/I0139","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-23","2023-05-27","MO/230028475"
"B-BSLP-EM/I0140","B-BSLP-EM/I0140","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-23","2023-05-27","MO/230028476"
"B-BSLP-EM/I0141","B-BSLP-EM/I0141","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-24","2023-05-27","MO/230028477"
"B-BSLP-EM/I0142","B-BSLP-EM/I0142","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-24","2023-05-27","MO/230028478"
"B-BSLP-EM/I0143","B-BSLP-EM/I0143","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-24","2023-05-27","MO/230028479"
"B-PT01-MO35G/I0049","B-PT01-MO35G/I0049","[B-PT01-MO35G] MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","P","2023-05-22","2023-05-27","MO/230028480"
"B-PT02-MO35G/I0040","B-PT02-MO35G/I0040","[B-PT02-MO35G] MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","P","2023-05-23","2023-05-27","MO/230028481"
"B-PT06-MO35G/I0034","B-PT06-MO35G/I0034","[B-PT06-MO35G] MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","P","2023-05-23","2023-05-27","MO/230028482"
"B-PT07-MO35G/I0028","B-PT07-MO35G/I0028","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2023-05-23","2023-05-27","MO/230028483"
"B-W3ELFP01-W30G/I0041","B-W3ELFP01-W30G/I0041","[B-W3ELFP01-W30G] Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","P","2023-05-23","2023-05-27","MO/230028484"
"B-W3ELFP02-W30G/I0045","B-W3ELFP02-W30G/I0045","[B-W3ELFP02-W30G] Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))","P","2023-05-23","2023-05-27","MO/230028485"
"B-W3ELFP03-W30G/I0024","B-W3ELFP03-W30G/I0024","[B-W3ELFP03-W30G] Wardah Evd Lum Face Powder 03 Ivory 30 g (Pc(s))","P","2023-05-23","2023-05-27","MO/230028486"
"B-W3ELFP04-W30G/I0026","B-W3ELFP04-W30G/I0026","[B-W3ELFP04-W30G] Wardah Evd Lum Face Powder 04 Natural 30 g (Pc(s))","P","2023-05-23","2023-05-27","MO/230028487"
"A-FP-W20G/I0016","A-FP-W20G/I0016","[A-FP-W20G] Wardah Acnederm Face Powder 20 g (Pc(s))","P","2023-05-22","2023-05-27","MO/230028488"
"B-HRFP-MO/I0014","B-HRFP-MO/I0014","[B-HRFP-MO] MAKE OVER Hydrastay Radiant Finishing Powder 8 gr","P","2023-05-23","2023-05-27","MO/230028489"
"B-SFLP-EM8G/I0013","B-SFLP-EM8G/I0013","[B-SFLP-EM8G] Emina Sebum Fighter Loose Powder 8 g","P","2023-05-22","2023-05-27","MO/230028492"
"TWC-CLFTE-W/I0020","TWC-CLFTE-W/I0020","[TWC-CLFTE-W] Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g","P","2023-05-23","2023-05-27","MO/230028553"
"MY-RBOA-W/I0014","MY-RBOA-W/I0014","[MY-RBOA-W] Malaysia Wardah Blush On A 4 g","J6","2023-05-26","2023-05-29","MO/230028560"
"MY-RESA-W/I0007","MY-RESA-W/I0007","[MY-RESA-W] Malaysia Wardah Eye Shadow A 3.3 g","J6","2023-05-26","2023-05-29","MO/230028561"
"MY-RELEOHB-W/I0008","MY-RELEOHB-W/I0008","[MY-RELEOHB-W] Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g","J6","2023-05-22","2023-05-23","MO/230028564"
"MY-RBBCLLN2-W/I0005","MY-RBBCLLN2-W/I0005","[MY-RBBCLLN2-W] Malaysia Wardah Lightening BB Cream Light 15 ml","J6","2023-05-26","2023-05-29","MO/230028566"
"MY-RBBCLNN2-W/I0006","MY-RBBCLNN2-W/I0006","[MY-RBBCLNN2-W] Malaysia Wardah Lightening BB Cream Natural 15 ml","J6","2023-05-26","2023-05-29","MO/230028567"
"MY-RLBEVFSG-W/I0008","MY-RLBEVFSG-W/I0008","[MY-RLBEVFSG-W] Malaysia Wardah Everyday Fruity Sheer Lip Balm Grape 4 g","J6","2023-05-26","2023-05-29","MO/230028569"
"MY-RMASKEEVE-W/I0007","MY-RMASKEEVE-W/I0007","[MY-RMASKEEVE-W] Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g","J6","2023-05-26","2023-05-29","MO/230028570"
"MY-LCUM01-W/I0009","MY-LCUM01-W/I0009","[MY-LCUM01-W] Malaysia Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g","J6","2023-05-26","2023-05-29","MO/230028578"
"MY-LCUM05-W/I0010","MY-LCUM05-W/I0010","[MY-LCUM05-W] Malaysia Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","J6","2023-05-26","2023-05-29","MO/230028581"
"MY-LCVM12-W/I0011","MY-LCVM12-W/I0011","[MY-LCVM12-W] Malaysia Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g","J6","2023-05-26","2023-05-29","MO/230028585"
"MY-BOCLPPTVB-EM/I0001","MY-BOCLPPTVB-EM/I0001","[MY-BOCLPPTVB-EM] Malaysia Emina Cheek Lit Pressed Blush Violet Berry 3.5 gr (Pc(s))","J6","2023-05-26","2023-05-29","MO/230028587"
"MY-EBABBL-EM/I0001","MY-EBABBL-EM/I0001","[MY-EBABBL-EM] Malaysia Emina Agent of Brow Black 1.2 gr (Pc(s))","J6","2023-05-24","2023-05-24","MO/230028590"
"MY-EBABBR-EM/I0001","MY-EBABBR-EM/I0001","[MY-EBABBR-EM] Malaysia Emina Agent of Brow Brown 1.2 gr (Pc(s))","J6","2023-05-24","2023-05-25","MO/230028591"
"MY-BRUSEBS-EM/I0008","MY-BRUSEBS-EM/I0008","[MY-BRUSEBS-EM] Malaysia Emina Brush Set (Set)","J6","2023-05-25","2023-05-26","MO/230028593"
"MY-BRBMLP03-EM/I0003","MY-BRBMLP03-EM/I0003","[MY-BRBMLP03-EM] Malaysia Emina Bare With Me Mineral Loose Powder 03 Amber 8 g","J6","2023-05-26","2023-05-29","MO/230028596"
"MY-MBSTUC-EM/I0015","MY-MBSTUC-EM/I0015","[MY-MBSTUC-EM] Malaysia Emina Bright Stuff Tone Up Cream 20 ml","J6","2023-05-24","2023-05-26","MO/230028597"
"MY-LGS04-EM/I0003","MY-LGS04-EM/I0003","[MY-LGS04-EM] Malaysia Emina Glossy Stain 04 Peach Sprinkles 3 g","J6","2023-05-26","2023-05-29","MO/230028604"
"MY-TWCCLFTG-W/I0014","MY-TWCCLFTG-W/I0014","[MY-TWCCLFTG-W] Malaysia Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","J6","2023-05-26","2023-05-29","MO/230028611"
"MY-TWCCLFTH-W/I0010","MY-TWCCLFTH-W/I0010","[MY-TWCCLFTH-W] Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","J6","2023-05-26","2023-05-29","MO/230028612"
"MY-FMCMSS-EM/I0001","MY-FMCMSS-EM/I0001","[MY-FMCMSS-EM] Malaysia Emina Clay Mask Soothe & Smooth 60 ml","J6","2023-05-26","2023-05-29","MO/230028617"
"MY-MBSACNE-EM/I0002","MY-MBSACNE-EM/I0002","[MY-MBSACNE-EM] Malaysia Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","J6","2023-05-26","2023-05-29","MO/230028618"
"MY-MCDMM-W/I0012","MY-MCDMM-W/I0012","[MY-MCDMM-W] Malaysia Wardah C-Defense Mousse Moisturizer 30 g","J6","2023-05-26","2023-05-26","MO/230028624"
"MY-CUSCLCG-W/I0010","MY-CUSCLCG-W/I0010","[MY-CUSCLCG-W] Malaysia Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand","J6","2023-05-26","2023-05-26","MO/230028633"
"MY-ESCLPWP-W/I0007","MY-ESCLPWP-W/I0007","[MY-ESCLPWP-W] Malaysia Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","J6","2023-05-26","2023-05-29","MO/230028634"
"MY-LSLWCA-W/I0010","MY-LSLWCA-W/I0010","[MY-LSLWCA-W] Malaysia Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","J6","2023-05-26","2023-05-29","MO/230028635"
"MY-LSLWCF-W/I0008","MY-LSLWCF-W/I0008","[MY-LSLWCF-W] Malaysia Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g","J6","2023-05-26","2023-05-26","MO/230028638"
"MY-LSLWCG-W/I0009","MY-LSLWCG-W/I0009","[MY-LSLWCG-W] Malaysia Wardah Colorfit Last All Day Lip Paint 01 Peach Till Drop 4.2 g","J6","2023-05-26","2023-05-26","MO/230028639"
"MY-LSLWCH-W/I0014","MY-LSLWCH-W/I0014","[MY-LSLWCH-W] Malaysia Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g","J6","2023-05-26","2023-05-26","MO/230028640"
"MY-LSLWCI-W/I0005","MY-LSLWCI-W/I0005","[MY-LSLWCI-W] Malaysia Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose 4.2 g","J6","2023-05-26","2023-05-29","MO/230028641"
"MY-LSLWCJ-W/I0004","MY-LSLWCJ-W/I0004","[MY-LSLWCJ-W] Malaysia Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g","J6","2023-05-26","2023-05-29","MO/230028642"
"MY-MASKSMU-EM/I0006","MY-MASKSMU-EM/I0006","[MY-MASKSMU-EM] Malaysia Emina Squeeze Me Up Mascara 8 g","J6","2023-05-26","2023-05-29","MO/230028645"
"MY-CONSMULCA-EM/I0004","MY-CONSMULCA-EM/I0004","[MY-CONSMULCA-EM] Malaysia Emina Squeeze Me Up Liquid Concealer Light 8 g","J6","2023-05-26","2023-05-29","MO/230028647"
"MY-SRMRWSPTEN4-W/I0009","MY-SRMRWSPTEN4-W/I0009","[MY-SRMRWSPTEN4-W] Malaysia Wardah Crystal Secret Pure Treatment Essence 30 ml","J6","2023-05-26","2023-05-29","MO/230028649"
"MY-EBIPEM01-W/I0002","MY-EBIPEM01-W/I0002","[MY-EBIPEM01-W] Malaysia Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g","J6","2023-05-26","2023-05-26","MO/230028650"
"MY-EBIPEM02-W/I0002","MY-EBIPEM02-W/I0002","[MY-EBIPEM02-W] Malaysia Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g","J6","2023-05-26","2023-05-26","MO/230028651"
"MY-LEMC03DP-W/I0007","MY-LEMC03DP-W/I0007","[MY-LEMC03DP-W] Malaysia Wardah Exclusive Matte Lip Cream 03 See You Latte 4g","J6","2023-05-26","2023-05-29","MO/230028655"
"MY-TCPMW22-MO/I0004","MY-TCPMW22-MO/I0004","[MY-TCPMW22-MO] Malaysia MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","J6","2023-05-26","2023-05-29","MO/230028662"
"MY-FRVLPWC21-MO/I0005","MY-FRVLPWC21-MO/I0005","[MY-FRVLPWC21-MO] Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C21 Pink Ivory 40 ml","J6","2023-05-26","2023-05-29","MO/230028664"
"MY-FRVLPWW33-MO/I0004","MY-FRVLPWW33-MO/I0004","[MY-FRVLPWW33-MO] Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation W33 Honey Beige 40 ml","J6","2023-05-26","2023-05-29","MO/230028665"
"MY-BPT03-MO/I0006","MY-BPT03-MO/I0006","[MY-BPT03-MO] Malaysia MAKE OVER Silky Smooth Translucent Powder 03 Champagne 35 g (Pc(s)","J6","2023-05-26","2023-05-29","MO/230028668"
"MY-BPT04-MO/I0005","MY-BPT04-MO/I0005","[MY-BPT04-MO] Malaysia MAKE OVER Silky Smooth Translucent Powder 04 Toffee 35 g (Pc(s))","J6","2023-05-26","2023-05-29","MO/230028669"
"MY-BPT05-MO/I0005","MY-BPT05-MO/I0005","[MY-BPT05-MO] Malaysia MAKE OVER Silky Smooth Translucent Powder 05 Snow 35 g (Pc(s))","J6","2023-05-26","2023-05-29","MO/230028670"
"MY-BDMCP03-EM/I0002","MY-BDMCP03-EM/I0002","[MY-BDMCP03-EM] Malaysia Emina Daily Matte Compact Powder 03 Caramel 11 g","J6","2023-05-26","2023-05-29","MO/230028671"
"MY-LRIPEI07-W/I0006","MY-LRIPEI07-W/I0006","[MY-LRIPEI07-W] Malaysia Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","J6","2023-05-26","2023-05-29","MO/230028675"
"MY-MAMSCD-W/I0001","MY-MAMSCD-W/I0001","[MY-MAMSCD-W] Malaysia Wardah C-defense SuperSerum Mask 20 ml","J6","2023-05-26","2023-05-29","MO/230028676"
"MY-MAMSND-W/I0001","MY-MAMSND-W/I0001","[MY-MAMSND-W] Malaysia Wardah Nature Daily SuperSerum Mask 20 ml","J6","2023-05-26","2023-05-29","MO/230028677"
"MY-MAMTRWS-W/I0001","MY-MAMTRWS-W/I0001","[MY-MAMTRWS-W] Malaysia Wardah Crystal Secret Radiance Serum Mask 20 ml","J6","2023-05-26","2023-05-29","MO/230028678"
"DUSS-PMFW22R0-MO/I0040","DUSS-PMFW22R0-MO/I0040","[DUSS-PMFW22R0-MO] Dus Sticker Powerstay Matte Powder Foundation W22 MO","J6","2023-05-24","2023-05-27","MO/230028696"
"DUSS-PMFW22R0-MO/I0041","DUSS-PMFW22R0-MO/I0041","[DUSS-PMFW22R0-MO] Dus Sticker Powerstay Matte Powder Foundation W22 MO","J6","2023-05-25","2023-06-03","MO/230028697"
"BOTO-SBSLPR4-E/I0141","BOTO-SBSLPR4-E/I0141","[BOTO-SBSLPR4-E] Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","J6","2023-05-23","2023-05-27","MO/230028718"
"BOTO-SBSLPR4-E/I0142","BOTO-SBSLPR4-E/I0142","[BOTO-SBSLPR4-E] Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","J6","2023-05-24","2023-05-27","MO/230028719"
"BOTO-SBSLPR4-E/I0143","BOTO-SBSLPR4-E/I0143","[BOTO-SBSLPR4-E] Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","J6","2023-05-24","2023-05-27","MO/230028720"
"BOTO-SBSLPR4-E/I0144","BOTO-SBSLPR4-E/I0144","[BOTO-SBSLPR4-E] Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","J6","2023-05-24","2023-05-27","MO/230028721"
"CM-LCC-W/I0031","CM-LCC-W/I0031","[CM-LCC-W] Wardah Lightening Cleansing Milk 100 ml","L","2023-05-23","2023-06-07","MO/230028727"
"CM-LCC-W/I0032","CM-LCC-W/I0032","[CM-LCC-W] Wardah Lightening Cleansing Milk 100 ml","L","2023-05-23","2023-06-07","MO/230028728"
"F-CLCMA-W/I0004","F-CLCMA-W/I0004","[F-CLCMA-W] Wardah Colorfit Matte Foundation 11C Pink Fair 25 ml","L","2023-05-29","2023-05-30","MO/230028730"
"F-CLCME-W/I0006","F-CLCME-W/I0006","[F-CLCME-W] Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml","L","2023-05-27","2023-05-29","MO/230028731"
