"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"BP-RHEDT-KA/I0016","BP-RHEDT-KA/I0016","[BP-RHEDT-KA] Kahf Revered Oud Eau de Toilette 35 ml","L","2023-05-22","2023-06-07","MO/230028921"
"BP-RHEDT-KA/I0017","BP-RHEDT-KA/I0017","[BP-RHEDT-KA] Kahf Revered Oud Eau de Toilette 35 ml","L","2023-05-22","2023-06-07","MO/230028922"
"BP-SPCE-W35ML/I0003","BP-SPCE-W35ML/I0003","[BP-SPCE-W35ML] Wardah Scentsation Peaceful Eau De Toilette 35 ml (Pc(s))","L","2023-05-22","2023-06-07","MO/230028923"
"BP-SPRE-W35ML/I0005","BP-SPRE-W35ML/I0005","[BP-SPRE-W35ML] Wardah Scentsation Purity Eau De Toilette 35 ml (Pc(s))","L","2023-05-22","2023-06-07","MO/230028924"
"BP-WSEDT-KA/I0010","BP-WSEDT-KA/I0010","[BP-WSEDT-KA] Kahf True Brotherhood Eau de Toilette 35 ml","L","2023-05-22","2023-06-07","MO/230028925"
"HT-P1G-P200/I0015","HT-P1G-P200/I0015","[HT-P1G-P200] Hair Tonic Ginseng, 200 ml","L","2023-05-22","2023-06-07","MO/230028926"
"HT-P1G1-P2/I0023","HT-P1G1-P2/I0023","[HT-P1G1-P2] Hair Tonic Normal to Oily Hair (Green), 2 L","L","2023-05-22","2023-06-07","MO/230028928"
"HT-P1G1-P200/I0020","HT-P1G1-P200/I0020","[HT-P1G1-P200] Hair Tonic Normal to Oily Hair (Green), 200 ml","L","2023-05-22","2023-06-07","MO/230028929"
"MY-BPWSEDT-KA/I0003","MY-BPWSEDT-KA/I0003","[MY-BPWSEDT-KA] Malaysia Kahf True Brotherhood Eau de Toilette 35 ml","L","2023-05-22","2023-06-07","MO/230028932"
"CON-LBBL02-W/I0006","CON-LBBL02-W/I0006","[CON-LBBL02-W] Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister)","L","2023-05-26","2023-05-30","MO/230028933"
"CUS-CLPGCB-W/I0011","CUS-CLPGCB-W/I0011","[CUS-CLPGCB-W] Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g","L","2023-05-27","2023-05-29","MO/230028937"
"CUS-CLPGCD-W/I0008","CUS-CLPGCD-W/I0008","[CUS-CLPGCD-W] Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige 15 g","L","2023-05-26","2023-05-27","MO/230028938"
"CUS-IPB-W/I0003","CUS-IPB-W/I0003","[CUS-IPB-W] Instaperfect Skincover Air Cushion 22 Light Ivory 11 g","L","2023-05-27","2023-05-30","MO/230028943"
"CUS-RREFC02-W/I0002","CUS-RREFC02-W/I0002","[CUS-RREFC02-W] Wardah Refill Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","L","2023-05-27","2023-05-29","MO/230028945"
"F-HGFN30-MO/I0008","F-HGFN30-MO/I0008","[F-HGFN30-MO] MAKE OVER Hydrastay Glow Fluid Foundation N30 Natural Beige 35 ml","L","2023-05-29","2023-05-30","MO/230028952"
"F-HGFN30-MO/I0009","F-HGFN30-MO/I0009","[F-HGFN30-MO] MAKE OVER Hydrastay Glow Fluid Foundation N30 Natural Beige 35 ml","L","2023-05-30","2023-05-31","MO/230028953"
"F-RVLPWW32-MO/I0005","F-RVLPWW32-MO/I0005","[F-RVLPWW32-MO] MAKE OVER Powerstay 24H Weightless Liquid Foundation W32 Warm Beige 40 ml","L","2023-05-29","2023-05-30","MO/230028954"
"F-RVLPWW41-MO/I0008","F-RVLPWW41-MO/I0008","[F-RVLPWW41-MO] MAKE OVER Powerstay 24H Weightless Liquid Foundation W41 Coral Sand 40 ml","L","2023-05-30","2023-05-30","MO/230028955"
"FT-KFT-KA/I0049","FT-KFT-KA/I0049","[FT-KFT-KA] Kahf All-in-One Power Toning Face Spray 100 ml","L","2023-05-27","2023-05-29","MO/230028960"
"FT-KFT-KA/I0050","FT-KFT-KA/I0050","[FT-KFT-KA] Kahf All-in-One Power Toning Face Spray 100 ml","L","2023-05-29","2023-05-29","MO/230028961"
"L-RCLCLS3-W/I0003","L-RCLCLS3-W/I0003","[L-RCLCLS3-W] Wardah Colorfit Fresh Lip Ink Serum 03 High Rise 4 g","L","2023-05-26","2023-05-27","MO/230028966"
"MA-MSL-W/I0011","MA-MSL-W/I0011","[MA-MSL-W] Wardah Lightening SuperSerum Mask 20 ml","L","2023-05-27","2023-05-30","MO/230028975"
"MZ-W1M2-W150ML/I0018","MZ-W1M2-W150ML/I0018","[MZ-W1M2-W150ML] Wardah Olive Oil For Massage 150 ml","L","2023-05-22","2023-05-22","MO/230028978"
"S-P1L-P450/I0005","S-P1L-P450/I0005","[S-P1L-P450] Putri Pure Clean Shampoo Lemon 450 ML (Pc(s))","L","2023-05-24","2023-05-25","MO/230028985"
"SRM-RLSAN1-W/I0017","SRM-RLSAN1-W/I0017","[SRM-RLSAN1-W] Wardah Lightening Serum Ampoule 30 ml","L","2023-05-27","2023-05-30","MO/230028986"
"SRM-RLSAN1-W/I0018","SRM-RLSAN1-W/I0018","[SRM-RLSAN1-W] Wardah Lightening Serum Ampoule 30 ml","L","2023-05-29","2023-06-01","MO/230028987"
"L-RGS01-EM/I0003","L-RGS01-EM/I0003","[L-RGS01-EM] Emina Glossy Stain 01 Autumn Bell 3 g","L","2023-05-25","2023-05-30","MO/230028988"
"L-RCLCLS3-W/I0004","L-RCLCLS3-W/I0004","[L-RCLCLS3-W] Wardah Colorfit Fresh Lip Ink Serum 03 High Rise 4 g","L","2023-05-26","2023-05-27","MO/230028991"
"CUS-HLGCW21-MO/BSI0001","CUS-HLGCW21-MO/BSI0001","[CUS-HLGCW21-MO] MAKE OVER Hydrastay Lite Glow Cushion W21 Coral Ivory 15 g","L","2023-05-23","2023-05-29","MO/230028995"
"L-RCLCLS6-W/BSI0002","L-RCLCLS6-W/BSI0002","[L-RCLCLS6-W] Wardah Colorfit Fresh Lip Ink Serum 06 Hyped Up 4 g","L","2023-05-23","2023-05-29","MO/230028996"
"MA-MSCDP-W/BSI0003","MA-MSCDP-W/BSI0003","[MA-MSCDP-W] Wardah C-defense SuperSerum Mask 20 ml <SFG>","L","2023-05-30","2023-05-31","MO/230028997"
"MA-MSPBP-W/BSI0003","MA-MSPBP-W/BSI0003","[MA-MSPBP-W] Wardah Perfect Bright SuperSerum Mask 20 ml <SFG>","L","2023-05-30","2023-05-31","MO/230028998"
"EB-EK-W3G/I0025","EB-EK-W3G/I0025","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2023-05-29","2023-05-29","MO/230029006"
"EB-TS-EM2.9GR/I0004","EB-TS-EM2.9GR/I0004","[EB-TS-EM2.9GR] Emina Top Secret Eyebrow 2.9 gr (Pc(s))","S","2023-05-29","2023-05-27","MO/230029014"
"BO-MMB05-MO/I0020","BO-MMB05-MO/I0020","[BO-MMB05-MO] MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","S","2023-05-25","2023-05-28","MO/230029020"
"L-CHC01-MO/I0011","L-CHC01-MO/I0011","[L-CHC01-MO] MAKE OVER Color Hypnose Creamy Lipmatte 01 Charm 4.3 g","S","2023-05-25","2023-05-28","MO/230029021"
"L-CHC03-MO/I0017","L-CHC03-MO/I0017","[L-CHC03-MO] MAKE OVER Color Hypnose Creamy Lipmatte 03 Allure 4.3 g","S","2023-05-25","2023-05-28","MO/230029022"
"L-CHC08-MO/I0011","L-CHC08-MO/I0011","[L-CHC08-MO] MAKE OVER Color Hypnose Creamy Lipmatte 08 Addicted 4.3 g","S","2023-05-25","2023-05-28","MO/230029023"
"L-CHC12-MO/I0012","L-CHC12-MO/I0012","[L-CHC12-MO] MAKE OVER Color Hypnose Creamy Lipmatte 12 Magnet 4.3 g","S","2023-05-25","2023-05-28","MO/230029024"
"L-CM03-EM5.5GR/I0019","L-CM03-EM5.5GR/I0019","[L-CM03-EM5.5GR] Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","S","2023-05-25","2023-05-28","MO/230029026"
"L-IMC001-MO6,5G/I0012","L-IMC001-MO6,5G/I0012","[L-IMC001-MO6,5G] MAKE OVER Intense Matte Lip Cream 001 Lavish 6,5 g (pc(s))","S","2023-05-25","2023-05-28","MO/230029028"
"L-IMC017-MO6,5G/I0015","L-IMC017-MO6,5G/I0015","[L-IMC017-MO6,5G] MAKE OVER Intense Matte Lip Cream 017 Savvy 6,5 g (Pc(s))","S","2023-05-25","2023-05-28","MO/230029030"
"L-IMC020-MO6,5G/I0004","L-IMC020-MO6,5G/I0004","[L-IMC020-MO6,5G] MAKE OVER Intense Matte Lip Cream 020 Style 6,5 g (Pc(s))","S","2023-05-25","2023-05-28","MO/230029031"
"L-IPMMS01-W3.5G/I0012","L-IPMMS01-W3.5G/I0012","[L-IPMMS01-W3.5G] Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g","S","2023-05-25","2023-05-28","MO/230029032"
"L-IPMMS03-W3.5G/I0015","L-IPMMS03-W3.5G/I0015","[L-IPMMS03-W3.5G] Instaperfect MATTETITUDE Matte Stain Lipstick 03. FEMME 3.5 g","S","2023-05-25","2023-05-28","MO/230029033"
"L-CHC05-MO/I0023","L-CHC05-MO/I0023","[L-CHC05-MO] MAKE OVER Color Hypnose Creamy Lipmatte 05 Scandal 4.3 g","S","2023-05-25","2023-05-28","MO/230029034"
"L-CHC05-MO/I0024","L-CHC05-MO/I0024","[L-CHC05-MO] MAKE OVER Color Hypnose Creamy Lipmatte 05 Scandal 4.3 g","S","2023-05-25","2023-05-28","MO/230029035"
"L-CM11-EM5.5GR/I0014","L-CM11-EM5.5GR/I0014","[L-CM11-EM5.5GR] Emina Creamatte 11 Amazeballs 5.5 gr","S","2023-05-25","2023-05-28","MO/230029036"
"L-CM11-EM5.5GR/I0015","L-CM11-EM5.5GR/I0015","[L-CM11-EM5.5GR] Emina Creamatte 11 Amazeballs 5.5 gr","S","2023-05-25","2023-05-28","MO/230029037"
"LB-STSPB-EM/I0023","LB-STSPB-EM/I0023","[LB-STSPB-EM] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","S","2023-05-25","2023-05-28","MO/230029038"
"LB-STSPB-EM/I0024","LB-STSPB-EM/I0024","[LB-STSPB-EM] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","S","2023-05-25","2023-05-28","MO/230029039"
"LB-STSPB-EM/I0025","LB-STSPB-EM/I0025","[LB-STSPB-EM] Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","S","2023-05-25","2023-05-28","MO/230029040"
"LB-STSPC-EM/I0030","LB-STSPC-EM/I0030","[LB-STSPC-EM] Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","S","2023-05-25","2023-05-28","MO/230029041"
"LB-STSPC-EM/I0031","LB-STSPC-EM/I0031","[LB-STSPC-EM] Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","S","2023-05-25","2023-05-28","MO/230029042"
"LB-STSPC-EM/I0032","LB-STSPC-EM/I0032","[LB-STSPC-EM] Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","S","2023-05-25","2023-05-28","MO/230029043"
"BO-MMB01-MO/I0011","BO-MMB01-MO/I0011","[BO-MMB01-MO] MAKE OVER Multifix Matte Blusher 01 Rose Hour 9 g","S","2023-05-25","2023-05-28","MO/230029044"
"BO-MMB01-MO/I0012","BO-MMB01-MO/I0012","[BO-MMB01-MO] MAKE OVER Multifix Matte Blusher 01 Rose Hour 9 g","S","2023-05-25","2023-05-28","MO/230029045"
"BO-MMB03-MO/I0001","BO-MMB03-MO/I0001","[BO-MMB03-MO] MAKE OVER Multifix Matte Blusher 03 Blush Rush 9 g","S","2023-05-25","2023-05-28","MO/230029047"
"BO-MMB04-MO/I0004","BO-MMB04-MO/I0004","[BO-MMB04-MO] MAKE OVER Multifix Matte Blusher 04 Peach Flash 9 g","S","2023-05-25","2023-05-28","MO/230029048"
"EB-IPB3M01-W5.5G/I0009","EB-IPB3M01-W5.5G/I0009","[EB-IPB3M01-W5.5G] Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g","S","2023-05-25","2023-05-28","MO/230029049"
"L-CHC04-MO/I0013","L-CHC04-MO/I0013","[L-CHC04-MO] MAKE OVER Color Hypnose Creamy Lipmatte 04 Hypnotic 4.3 g","S","2023-05-25","2023-05-28","MO/230029050"
"L-CM08-EM5.5GR/I0007","L-CM08-EM5.5GR/I0007","[L-CM08-EM5.5GR] Emina Creamatte 08 Pumpkin Spice 5.5 gr","S","2023-05-25","2023-05-28","MO/230029051"
"L-EVLCR1-W/I0011","L-EVLCR1-W/I0011","[L-EVLCR1-W] Wardah Everyday! Matte Lip Shot 01 #fyp 1.8 g","S","2023-05-25","2023-05-28","MO/230029052"
"L-EVLCR3-W/I0009","L-EVLCR3-W/I0009","[L-EVLCR3-W] Wardah Everyday! Matte Lip Shot 03 #nowplaying 1.8 g","S","2023-05-25","2023-05-28","MO/230029053"
"L-EVLCR5-W/I0014","L-EVLCR5-W/I0014","[L-EVLCR5-W] Wardah Everyday! Matte Lip Shot 05 #mood 1.8 g","S","2023-05-25","2023-05-28","MO/230029054"
"LT-CR01-EM/I0017","LT-CR01-EM/I0017","[LT-CR01-EM] Emina Creamytint 01 Brick Town 3.6 g","S","2023-05-25","2023-05-28","MO/230029055"
"LT-CR01-EM/I0018","LT-CR01-EM/I0018","[LT-CR01-EM] Emina Creamytint 01 Brick Town 3.6 g","S","2023-05-25","2023-05-28","MO/230029056"
"LT-CR01-EM/I0019","LT-CR01-EM/I0019","[LT-CR01-EM] Emina Creamytint 01 Brick Town 3.6 g","S","2023-05-25","2023-05-28","MO/230029057"
"LT-CR02-EM/I0010","LT-CR02-EM/I0010","[LT-CR02-EM] Emina Creamytint 02 Peach Crush 3.6 g","S","2023-05-25","2023-05-28","MO/230029058"
"LT-CR02-EM/I0011","LT-CR02-EM/I0011","[LT-CR02-EM] Emina Creamytint 02 Peach Crush 3.6 g","S","2023-05-25","2023-05-28","MO/230029059"
"LT-CR03-EM/I0004","LT-CR03-EM/I0004","[LT-CR03-EM] Emina Creamytint 03 Sunbeam 3.6 g","S","2023-05-25","2023-05-28","MO/230029060"
"L-PTMC05-MO/I0010","L-PTMC05-MO/I0010","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2023-05-27","2023-05-29","MO/230029065"
"L-PTMC05-MO/I0011","L-PTMC05-MO/I0011","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2023-05-27","2023-05-29","MO/230029066"
"L-PTMC07-MO/I0011","L-PTMC07-MO/I0011","[L-PTMC07-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g","S","2023-05-29","2023-05-30","MO/230029067"
"L-PTMC07-MO/I0012","L-PTMC07-MO/I0012","[L-PTMC07-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g","S","2023-05-29","2023-05-30","MO/230029068"
"L-PTMC08-MO/I0011","L-PTMC08-MO/I0011","[L-PTMC08-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g","S","2023-05-29","2023-05-30","MO/230029069"
"L-PTMCA-MO/I0006","L-PTMCA-MO/I0006","[L-PTMCA-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B09 Popular 7 g","S","2023-05-29","2023-05-30","MO/230029070"
"L-PTMCA-MO/I0007","L-PTMCA-MO/I0007","[L-PTMCA-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B09 Popular 7 g","S","2023-05-30","2023-05-30","MO/230029071"
"L-PTMCB-MO/I0008","L-PTMCB-MO/I0008","[L-PTMCB-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B10 M.O. 7 g","S","2023-05-30","2023-05-31","MO/230029072"
"L-REMA13-W/I0004","L-REMA13-W/I0004","[L-REMA13-W] Wardah Exclusive Matte Lipstick 13 Cocoa Look 3.5 g","S","2023-05-24","2023-05-26","MO/230029076"
"L-REMO26-W/I0005","L-REMO26-W/I0005","[L-REMO26-W] Wardah Exclusive Moist Lipstick 26 Mango 3.5 g","S","2023-05-26","2023-05-29","MO/230029078"
"L-REMO32-W/I0003","L-REMO32-W/I0003","[L-REMO32-W] Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g","S","2023-05-29","2023-05-30","MO/230029079"
"L-REMO46-W/I0004","L-REMO46-W/I0004","[L-REMO46-W] Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g","S","2023-05-29","2023-05-30","MO/230029080"
"L-PTMC06-MO/I0006","L-PTMC06-MO/I0006","[L-PTMC06-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g","S","2023-05-30","2023-05-31","MO/230029091"
"L-PTMC06-MO/I0007","L-PTMC06-MO/I0007","[L-PTMC06-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g","S","2023-05-30","2023-05-31","MO/230029092"
"L-CUM02-W/I0009","L-CUM02-W/I0009","[L-CUM02-W] Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g","S","2023-05-25","2023-05-28","MO/230029093"
"L-CUM03-W/I0010","L-CUM03-W/I0010","[L-CUM03-W] Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude 3.6 g","S","2023-05-25","2023-05-28","MO/230029094"
"L-CUM08-W/I0017","L-CUM08-W/I0017","[L-CUM08-W] Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g","S","2023-05-25","2023-05-28","MO/230029095"
"L-CUMKORA-W/I0017","L-CUMKORA-W/I0017","[L-CUMKORA-W] Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g","S","2023-05-25","2023-05-28","MO/230029096"
"L-CUMKORB-W/I0034","L-CUMKORB-W/I0034","[L-CUMKORB-W] Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","S","2023-05-25","2023-05-28","MO/230029097"
"L-CUMKORC-W/I0023","L-CUMKORC-W/I0023","[L-CUMKORC-W] Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g","S","2023-05-25","2023-05-28","MO/230029098"
"L-CUMKORD-W/I0030","L-CUMKORD-W/I0030","[L-CUMKORD-W] Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","S","2023-05-25","2023-05-28","MO/230029099"
"L-CVM012-W/I0012","L-CVM012-W/I0012","[L-CVM012-W] Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g","S","2023-05-25","2023-05-28","MO/230029100"
"L-CVM02-W/I0013","L-CVM02-W/I0013","[L-CVM02-W] Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g","S","2023-05-25","2023-05-28","MO/230029101"
"L-CVM03-W/I0012","L-CVM03-W/I0012","[L-CVM03-W] Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g","S","2023-05-25","2023-05-28","MO/230029102"
"L-CVM05-W/I0009","L-CVM05-W/I0009","[L-CVM05-W] Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g","S","2023-05-25","2023-05-28","MO/230029103"
"L-CUMKORE-W/I0027","L-CUMKORE-W/I0027","[L-CUMKORE-W] Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g","S","2023-05-25","2023-05-28","MO/230029104"
"L-CUMKORE-W/I0028","L-CUMKORE-W/I0028","[L-CUMKORE-W] Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g","S","2023-05-25","2023-05-28","MO/230029105"
"LB-EVFSS-W4G/I0042","LB-EVFSS-W4G/I0042","[LB-EVFSS-W4G] Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","S","2023-05-25","2023-05-28","MO/230029108"
"L-CVM013-W/I0016","L-CVM013-W/I0016","[L-CVM013-W] Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g","S","2023-05-25","2023-05-28","MO/230029110"
"L-CVM014-W/I0011","L-CVM014-W/I0011","[L-CVM014-W] Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g","S","2023-05-25","2023-05-28","MO/230029111"
"L-CVM014-W/I0012","L-CVM014-W/I0012","[L-CVM014-W] Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g","S","2023-05-25","2023-05-28","MO/230029112"
"LB-EVLNH-W4G/I0028","LB-EVLNH-W4G/I0028","[LB-EVLNH-W4G] Wardah Everyday Moisture Lip Nutrition Honey 4 g","S","2023-05-25","2023-05-28","MO/230029114"
"LB-EVLNH-W4G/I0029","LB-EVLNH-W4G/I0029","[LB-EVLNH-W4G] Wardah Everyday Moisture Lip Nutrition Honey 4 g","S","2023-05-25","2023-05-28","MO/230029115"
"L-CUM05-W/I0022","L-CUM05-W/I0022","[L-CUM05-W] Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","S","2023-05-25","2023-05-28","MO/230029116"
"LB-EVLNGT-W4G/I0018","LB-EVLNGT-W4G/I0018","[LB-EVLNGT-W4G] Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","S","2023-05-25","2023-05-28","MO/230029117"
"L-PTMCC-MO/I0016","L-PTMCC-MO/I0016","[L-PTMCC-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B11 New Rules 7 g","S","2023-05-26","2023-05-27","MO/230029118"
"L-PTMCC-MO/I0017","L-PTMCC-MO/I0017","[L-PTMCC-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B11 New Rules 7 g","S","2023-05-26","2023-05-29","MO/230029119"
"L-CLADC04-W/I0004","L-CLADC04-W/I0004","[L-CLADC04-W] Wardah Colorfit Last All Day Lip Paint 15. Dazzling New York","S","2023-05-26","2023-05-28","MO/230029120"
"L-NLCE-EM/I0014","L-NLCE-EM/I0014","[L-NLCE-EM] Emina Poppin’ Matte 05 Easy Peasy 4.5 g","S","2023-05-29","2023-05-29","MO/230029121"
"L-SLWCF-W/I0021","L-SLWCF-W/I0021","[L-SLWCF-W] Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g","S","2023-05-29","2023-05-30","MO/230029122"
"L-SLWCG-W/I0010","L-SLWCG-W/I0010","[L-SLWCG-W] Wardah Colorfit Last All Day Lip Paint 01 Peach Till Drop 4.2 g","S","2023-05-29","2023-05-30","MO/230029123"
"L-SLWCK-W/I0034","L-SLWCK-W/I0034","[L-SLWCK-W] Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g","S","2023-05-29","2023-05-30","MO/230029125"
"L-SLWCK-W/I0035","L-SLWCK-W/I0035","[L-SLWCK-W] Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g","S","2023-05-30","2023-05-31","MO/230029126"
"L-EMCA-W/I0005","L-EMCA-W/I0005","[L-EMCA-W] Wardah Exclusive Matte Lip Cream 19 Have a Blush! 4 g","S","2023-05-30","2023-05-31","MO/230029127"
"L-EMCF-W/I0004","L-EMCF-W/I0004","[L-EMCF-W] Wardah Exclusive Matte Lip Cream 24 Cherry-Go-Round 4 g","S","2023-05-30","2023-05-31","MO/230029128"
"L-SLWCC-W/I0011","L-SLWCC-W/I0011","[L-SLWCC-W] Wardah Colorfit Last All Day Lip Paint 10 Forever Mauve 4.2 g","S","2023-05-30","2023-05-31","MO/230029129"
"A-BPCB-W20G/I0006","A-BPCB-W20G/I0006","[A-BPCB-W20G] Wardah Acnederm Pore Blackhead Balm 20 g (Pc(s))","S","2023-05-25","2023-05-28","MO/230029130"
"L-R2EMC07-W/I0005","L-R2EMC07-W/I0005","[L-R2EMC07-W] Wardah Exclusive Matte Lip Cream 07 Hello, Ruby 4 gr","S","2023-05-25","2023-05-28","MO/230029131"
"L-R2EMC12-W/I0005","L-R2EMC12-W/I0005","[L-R2EMC12-W] Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 gr","S","2023-05-25","2023-05-28","MO/230029132"
"LB-LMOR-EM/I0009","LB-LMOR-EM/I0009","[LB-LMOR-EM] Emina Lip Mask Orange Squash 9 g","S","2023-05-25","2023-05-28","MO/230029134"
"L-RNLCE-EM/I0003","L-RNLCE-EM/I0003","[L-RNLCE-EM] Emina Poppin’ Matte 05 Easy Peasy 4.5 g","S","2023-05-31","2023-05-31","MO/230029135"
"L-NLCB-EM/I0005","L-NLCB-EM/I0005","[L-NLCB-EM] Emina Poppin’ Matte 02 To Be Honest 4.5 g","S","2023-05-31","2023-05-31","MO/230029136"
"M-BSC-EM/I0040","M-BSC-EM/I0040","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2023-05-24","2023-05-25","MO/230029576"
"M-BSC-EM/I0043","M-BSC-EM/I0043","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2023-05-27","2023-05-29","MO/230029579"
"M-BSC-EM/I0044","M-BSC-EM/I0044","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2023-05-27","2023-05-30","MO/230029580"
"CUS-IPD-W/I0001","CUS-IPD-W/I0001","[CUS-IPD-W] Instaperfect Skincover Air Cushion 33 Warm Olive 11 g","L","2023-05-29","2023-05-31","MO/230029588"
"B-IPQSP12-W/I0010","B-IPQSP12-W/I0010","[B-IPQSP12-W] Instaperfect QUICKMATTE Loose Powder 22 Light Ivory 9 g","P","2023-05-20","2023-05-22","MO/230029607"
"B-IPQSP13-W/I0012","B-IPQSP13-W/I0012","[B-IPQSP13-W] Instaperfect QUICKMATTE Loose Powder 32 True Beige 9 g","P","2023-05-23","2023-05-24","MO/230029608"
"CON-RLBBL02-W/I0001","CON-RLBBL02-W/I0001","[CON-RLBBL02-W] Wardah Lightening Liquid Concealer 02 Neutral Beige (32N) 5 ml","L","2023-05-29","2023-06-05","MO/230029620"
"FMI-AV-EM/I0002","FMI-AV-EM/I0002","[FMI-AV-EM] Emina Aloe Vera Face Mist 60 ml","L","2023-05-22","2023-06-07","MO/230029621"
"B-BSLP-EM/BSI0005","B-BSLP-EM/BSI0005","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-06-05","2023-06-10","MO/230029719"
"B-BSLP-EM/BSI0006","B-BSLP-EM/BSI0006","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-06-05","2023-06-10","MO/230029720"
"B-BSLP-EM/BSI0007","B-BSLP-EM/BSI0007","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-06-05","2023-06-10","MO/230029721"
"B-DMLP02-EM/BSI0002","B-DMLP02-EM/BSI0002","[B-DMLP02-EM] Emina Daily Matte Loose Powder 02 Natural Beige 20 g","P","2023-06-05","2023-06-10","MO/230029722"
"B-DMLP02-EM/BSI0003","B-DMLP02-EM/BSI0003","[B-DMLP02-EM] Emina Daily Matte Loose Powder 02 Natural Beige 20 g","P","2023-06-05","2023-06-10","MO/230029723"
"B-R3L02B-W/BSI0002","B-R3L02B-W/BSI0002","[B-R3L02B-W] Wardah Lightening Matte Powder 02 Beige 20 g","P","2023-06-05","2023-06-10","MO/230029724"
"B-W3ELFP01-W30G/BSI0002","B-W3ELFP01-W30G/BSI0002","[B-W3ELFP01-W30G] Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","P","2023-06-05","2023-06-10","MO/230029725"
"B-W3ELFP02-W30G/BSI0001","B-W3ELFP02-W30G/BSI0001","[B-W3ELFP02-W30G] Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))","P","2023-06-05","2023-06-10","MO/230029726"
