"Korporat Code","Name","Net Weight"
"FW-NFSSENGN3-W","NFS Wardah Sensitive Skin Cica pH Balancing Cleanser 10 ml","0.0"
"SS-NFSUVSAFE-W","NFS Wardah UV Shield Aqua Fresh Essence SPF 50 5 ml","5.064"
"HBL-NFSV4-WL","NFS Wonderly Brightening Serum Body Lotion Amore 10 ml","10.017"
"HBL-NFSV1-WL","NFS Wonderly Brightening Serum Body Lotion Fearless 10 ml","10.028"
"HBL-NFSV2-WL","NFS Wonderly Brightening Serum Body Lotion Royale 10 ml","10.028"
"HBL-NFSV3-WL","NFS Wonderly Brightening Serum Body Lotion Voyage 10 ml","10.028"
"HBL-NFSV5-WL","NFS Wonderly Brightening Serum Exfoliating Lotion Mode 10 ml","10.397"
"MED-NBS-N","NUTRIKIND Nutritional Kindness Natural Black Seed, botol @ 30 kaplet","18.8"
"VIT-NVD3-N","NUTRIKIND Nutritional Kindness Natural Vitamin D3 1000 IU, botol @ 30 soft capsules","81.3"
"VIT-NVE-N","NUTRIKIND Nutritional Kindness Natural Vitamin E 300 IU, botol @ 30 soft capsules","87.5"
"VIT-NVC-N","NUTRIKIND Nutritional Kindness Pureway-C 550 mg, botol @ 30 kaplet","83.3"
"CB-P1C-P240","Natural Creambath Cream, 240 ml","228.0"
"CB-P1C-P720","Natural Creambath Cream, 720 ml","684.0"
"CB-P1C-PR1","Natural Creambath Refill Cream, 1 Kg","0.0"
"L-NWP1N2-W3,8G","New Lipstick Matte 02 Wardah 3,8 g","3.8"
"L-NWR1N3-W3,8G","New Lipstick Matte 03 Wardah 3,8 g","3.8"
"L-NWO1N4-W3,8G","New Lipstick Matte 04 Wardah 3,8 g","3.8"
"L-NWP5N5-W3,8G","New Lipstick Matte 05 Wardah 3,8 g","3.8"
"CB-ICCB100-NM","New Modern Cotton Bud Inova Care 100 pcs","0.0"
"CB-ICCB45-NM","New Modern Cotton Bud Inova Care 45 pcs","0.0"
"FCT-FCT30-NM","New Modern Facial Cotton 30 gr","30.0"
"FCT-FCT45-NM","New Modern Facial Cotton 45 gr","45.0"
"FTS-FTS150-NM","New Modern Facial Tissue 150's","0.0"
"FTS-FTS250-NM","New Modern Facial Tissue 250's","0.0"
"SRM-AN2-OMG","OMG Acne Serum Sachet 7.5 g","7.5"
"HC-OMG01-OMG","OMG Hair Colorant 01","0.0"
"HC-OMG02-OMG","OMG Hair Colorant 02","0.0"
"HC-OMG03-OMG","OMG Hair Colorant 03","0.0"
"HC-OMG04-OMG","OMG Hair Colorant 04","0.0"
"HC-OMG05-OMG","OMG Hair Colorant 05","0.0"
"HC-OMG06-OMG","OMG Hair Colorant 06","0.0"
"HC-OMG07-OMG","OMG Hair Colorant 07","0.0"
"HC-OMG08-OMG","OMG Hair Colorant 08","0.0"
"HC-OMG09-OMG","OMG Hair Colorant 09","0.0"
"HC-OMG010-OMG","OMG Hair Colorant 10","0.0"
"HC-OMG011-OMG","OMG Hair Colorant 11","0.0"
"HC-OMG012-OMG","OMG Hair Colorant 12","0.0"
"B-OMGD-OMG","OMG Loose Powder Dark 20 g","20.0"
"B-OMGL-OMG","OMG Loose Powder Light 20 g","20.0"
"B-OMGM-OMG","OMG Loose Powder Medium 20 g","20.0"
"L-MLCA-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 01 Dreamy 3.5 g","3.5"
"L-MLCB-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 02 Juicy 3.5 g","3.5"
"L-MLCC-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 03 Flame 3.5 g","3.5"
"L-MLCD-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 04 Sunset 3.5 g","3.5"
"L-MLCE-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 05 Punch 3.5 g","3.5"
"L-MLCF-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g","3.5"
"L-MLCG-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g","3.5"
"L-MLCH-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g","3.5"
"L-MLCI-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g","3.5"
"L-MLCJ-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","3.5"
"L-MLCK-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g","3.5"
"L-MLCL-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet 3.5 g","3.5"
"L-RMLCA-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 01 Revamp","3.5"
"L-RMLCB-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 02 Revamp","3.5"
"L-RMLCC-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 03 Revamp","3.5"
"L-RMLCD-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 04 Revamp","3.5"
"L-RMLCE-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 05 Revamp","3.5"
"L-RMLCF-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 06 Revamp","3.5"
"L-RMLCG-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 07 Revamp","3.5"
"L-RMLCH-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 08 Revamp","3.5"
"L-RMLCI-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 09 Revamp","3.5"
"L-RMLCJ-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 10 Revamp","3.5"
"L-RMLCK-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 11 Revamp","3.5"
"L-RMLCL-OMG","OMG OH MY GLAM Matte Kiss Lip Cream 12 Revamp","3.5"
"L-TMLC2-OMG","OMG OH MY GLAM Tester Matte Kiss Lip Cream 01-15 52.5 g","52.5"
"FW-FWN2-OMG","OMG OH MY GLOW Peach Glowing Face Wash 50 g","50.0"
"FW-FWN1-OMG","OMG OH MY GLOW Peach Glowing Face Wash 9 g","9.0"
"FT-FT-OMG","OMG OH MY GLOW Peach Glowing Toner 100 ml","99.8"
"F-L01VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","27.1175"
"F-L01-OMG","OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","27.1175"
"F-L02-OMG","OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","27.5475"
"F-L02VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","27.5475"
"F-L03-OMG","OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","26.49"
"F-L03VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","26.49"
"F-L04-OMG","OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","26.99"
"F-L04VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","26.99"
"F-L05-OMG","OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","26.9175"
"F-L05VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","26.9175"
"F-L06-OMG","OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel","26.6"
"F-L06VC-OMG","OMG Oh My Glam Coverlast Liquid Foundation 52 N Caramel","26.6"
"TWC-OMGL-OMG","OMG Oh My Glam Coverlast Two Way Cake 21W Light 12 g","12.0"
"TWC-OMGM-OMG","OMG Oh My Glam Coverlast Two Way Cake 32N Natural 12 g","12.0"
"TWC-OMGD-OMG","OMG Oh My Glam Coverlast Two Way Cake 41W Sand 12 g","12.0"
"L-TLT-OMG","OMG Oh My Glam Juicy Kiss Lip Tint Serum TESTER SET (5.3 g x 4)","21.2"
"L-LTA-OMG","OMG Oh My Glam Juicy Kiss Lip Tint Serum – 01 Juicy Strawberry","5.3"
"L-LTB-OMG","OMG Oh My Glam Juicy Kiss Lip Tint Serum – 02 Juicy Grapefruit","5.3"
"L-LTC-OMG","OMG Oh My Glam Juicy Kiss Lip Tint Serum – 03 Juicy Peach","5.3"
"L-LTD-OMG","OMG Oh My Glam Juicy Kiss Lip Tint Serum – 04 Juicy Plum","5.3"
"L-MLCM-OMG","OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","3.5"
"L-MLCN-OMG","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","3.5"
"L-MLCO-OMG","OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g","3.5"
"L-MLCP-OMG","OMG Oh My Glam Matte Kiss Lip Cream Nude Brown 3.5 g","3.5"
"L-MLCQ-OMG","OMG Oh My Glam Matte Kiss Lip Cream Nude Orange 3.5 g","3.5"
"L-MLCR-OMG","OMG Oh My Glam Matte Kiss Lip Cream Nude Peach 3.5 g","3.5"
"MASK-OMG-OMG","OMG Oh My Glam SuperFiller Waterproof Mascara 6.5 g","6.5"
"L-TMLCP-OMG","OMG Oh My Glam Tester Matte Kiss Lip Cream Nude Brown 3.5 g","3.5"
"L-TMLCQ-OMG","OMG Oh My Glam Tester Matte Kiss Lip Cream Nude Orange 3.5 g","3.5"
"L-TMLCR-OMG","OMG Oh My Glam Tester Matte Kiss Lip Cream Nude Peach 3.5 g","3.5"
"SRM-AN1-OMG","OMG Oh My Glow Mugwort Acne Serum 20 ml","21.0"
"M-MN2VC-OMG","OMG Oh My Glow Peach Glowing Cream 25 g","25.0"
"M-MN2-OMG","OMG Oh My Glow Peach Glowing Cream 25 g","25.0"
"M-MN1-OMG","OMG Oh My Glow Peach Glowing Cream 7.5 g","7.5"
"FW-FWN2VC-OMG","OMG Oh My Glow Peach Glowing Face Wash 50 g","50.0"
"SRM-PGN1-OMG","OMG Oh My Glow Peach Glowing Serum 20 ml","20.72"
"SRM-PGN2-OMG","OMG Oh My Glow Peach Glowing Serum 7.5 g","7.5"
"FT-FTVC-OMG","OMG Oh My Glow Peach Glowing Toner 100 ml","98.8"
"P-RDA-OMG","OMG Ramadan Package Deco A","0.0"
"P-RDB-OMG","OMG Ramadan Package Deco B","0.0"
"P-RPSC-OMG","OMG Ramadan Package Skin Care","0.0"
"SS-UVFM1-OMG","OMG UV Fresh Matte Sunscreen 20 ml","0.0"
"SS-UVFM1VC-OMG","OMG UV Fresh Matte Sunscreen 20 ml","0.0"
"SS-UVFM-OMG","OMG UV Fresh Matte Sunscreen 7 ml","0.0"
"PWP-BCR-EM","PWP Beauty Case Round Emina (Pc(s))","1.0"
"PH-HU-W","Paket Haji Dan Umroh Wardah (Pc(s))","170.0"
"HS-PCSRN3-P","Paragon Hand Sanitizer 100 ml (CSR)","86.9"
"HS-PCSRN2-P","Paragon Hand Sanitizer 200 ml (CSR)","173.8"
"HS-PCSRN5-P","Paragon Hand Sanitizer 20L (CSR)","16600.0"
"HS-PCSRN4-P","Paragon Hand Sanitizer 5L (CSR)","4345.0"
"HS-PCSRN1-P","Paragon Hand Sanitizer 750 ml (CSR)","651.75"
"TC-PC01-MO14G","Perfect Cover TWC 01 Lace, 14 gr","14.0"
"TC-PC02-MO14G","Perfect Cover TWC 02 Coral, 14 gr","14.0"
"TC-PC03-MO14G","Perfect Cover TWC 03 Maple, 14 gr","14.0"
"TC-PC04-MO14G","Perfect Cover TWC 04 Desert, 14 gr","14.0"
"TC-PC05-MO14G","Perfect Cover TWC 05 Cinnamon, 14 gr","14.0"
"TC-PC06-MO14G","Perfect Cover TWC 06 Cappuccino, 14 gr","14.0"
"TC-PC07-MO14G","Perfect Cover TWC 07 Espresso , 14 gr","14.0"
"TC-PC08-MO14G","Perfect Cover TWC 08 Honey, 14 gr","14.0"
"TC-PPC-MO3X14G","Perfect Cover TWC Palette, 3x14 gr","42.0"
"P-PCAD-MO","PerfectCoverAllDay Package","0.0"
"BRUS-M0545-MO","Professional Mini Brush Set 5 Pcs (0545)","1.0"
"C-P1-P140","Putri Cold Wave 140 ML (Pc(s))","0.0"
"C-P1-P2","Putri Cold Wave 2 L (Pc(s))","2000.0"
"C-P1-P450","Putri Cold Wave 450 ML (Pc(s))","450.0"
"C-P1-P5","Putri Cold Wave 5 L (Pc(s))","5000.0"
"HSP-P1N1B3N-P200","Putri Hair Spray Non Aerosol Normal (Biru) 200 ML (Pc(s))","200.0"
"HSP-P1N1B3N-P450","Putri Hair Spray Non Aerosol Normal (Biru) 450 ML (Pc(s))","450.0"
"HSP-P1N1B3N-PR200","Putri Hair Spray Non Aerosol Normal Refill 200 ML (Pc(s))","200.0"
"HSP-P1N1G1S-P2","Putri Hair Spray Non Aerosol Strong (Hijau) 2 L (pc(s))","0.0"
"HSP-P1N1G1S-P200","Putri Hair Spray Non Aerosol Strong (Hijau) 200 ML (Pc(s))","200.0"
"HSP-P1N1G1S-P450","Putri Hair Spray Non Aerosol Strong (Hijau) 450 ML (Pc(s))","450.0"
"HSP-P1N1G1S-PR200","Putri Hair Spray Non Aerosol Strong (Hijau) Refill 200 ML (Pc(s))","200.0"
"LW-P1NP-P5","Putri Lulur Wangi Non Parfum 5 KG (Pc(s))","4.5"
"MSS-P1C-P1","Putri Massage Cream 1 KG (Pc(s))","1000.0"
"MK-P1-P100","Putri Natural Candlenut Oil 100 ML (Pc(s))","100.0"
"CB-P1L1-P2","Putri Natural Creambath Aloe Vera 2 KG (Pc(s))","0.0"
"CB-P1L1-P240","Putri Natural Creambath Aloe Vera 240 ML (Pc(s))","237.984"
"CB-P1L1-P720","Putri Natural Creambath Aloe Vera 720 ML (Pc(s))","713.952"
"CB-P1L1-PR1","Putri Natural Creambath Aloe Vera Refill 1 KG (Pc(s))","1000.0"
"CB-P1A-P2","Putri Natural Creambath Avocado 2 KG (Pc(s))","1.9898"
"CB-P1A-P240","Putri Natural Creambath Avocado 240 ML (Pc(s))","238.776"
"CB-P1A-P720","Putri Natural Creambath Avocado 720 ML (Pc(s))","716.328"
"CB-P1A-PR1","Putri Natural Creambath Avocado Refill 1 KG (Pc(s))","1000.0"
"CB-P1K-P240","Putri Natural Creambath Candlenut 240 ML (Pc(s))","220.8"
"CB-P1K-P4","Putri Natural Creambath Candlenut 4 KG (pc(s))","0.0"
"CB-P1K-P720","Putri Natural Creambath Candlenut 720 ML (Pc(s))","662.4"
"CB-P1K-PR1","Putri Natural Creambath Candlenut Refill 1 KG (Pc(s))","1000.0"
"CB-P1C-P2","Putri Natural Creambath Cream 2 KG (Pc(s))","0.0"
"CB-P1G-P2","Putri Natural Creambath Ginseng 2 KG (Pc(s))","2000.0"
"CB-P1G-P240","Putri Natural Creambath Ginseng 240 ML (Pc(s))","228.0"
"CB-P1G-P720","Putri Natural Creambath Ginseng 720 ML (Pc(s))","684.0"
"CB-P1G-PR1","Putri Natural Creambath Ginseng Refill 1 KG (Pc(s))","1000.0"
"CB-K-P4","Putri Natural Creambath Kemiri 4Kg","0.0"
"CB-L1-P250","Putri Nature Natural Creambath Aloe Vera 240 ml (pc(s))","0.0"
"CB-A-P250","Putri Nature Natural Creambath Avocado 240 ml (pc(s))","0.0"
"CB-K-P2","Putri Nature Natural Creambath Candle Nut 2 kg (pc(s))","0.0"
"CB-K-P250","Putri Nature Natural Creambath Candle Nut 240 ml (pc(s))","0.0"
"CB-G-P250","Putri Nature Natural Creambath Ginseng 240 ml (pc(s))","0.0"
"N-L-P140","Putri Neutralizer Lotion 140 (ml)","0.0"
"N-P1L-P140","Putri Neutralizer Lotion 140 ML (Pc(s))","0.0"
"N-P1L-P2","Putri Neutralizer Lotion 2 L (Pc(s))","2000.0"
"N-P1L-P450","Putri Neutralizer Lotion 450 ML (Pc(s))","450.0"
"N-P1L-P5","Putri Neutralizer Lotion 5 L (Pc(s))","5000.0"
"LW-P1-P150","Putri Olive Body Scrub 150 ML (Pc(s))","133.5"
"LW-P1-P240","Putri Olive Body Scrub 240 ML (Pc(s))","213.6"
"LW-P1-P720","Putri Olive Body Scrub 720 ML (Pc(s))","640.8"
"M-P1PD-P200","Putri Platinum Deep Moisturizer Spray 200 ML (Pc(s))","200.0"
"HM-P1P-P240","Putri Platinum Hair Mask 240 ML (Pc(s))","235.2"
"HM-P1P-P720","Putri Platinum Hair Mask 720 ML (Pc(s))","705.6"
"N-P1P3P-P240","Putri Platinum Neutralizer Step 2 240 ML (Pc(s))","228.0"
"N-P1P3P-P720","Putri Platinum Neutralizer Step 2 720 ML (Pc(s))","684.0"
"LU-P1P3P-P240","Putri Platinum Pustreite Step 1 240 ML (Pc(s))","216.0"
"LU-P1P3P-P720","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","720.0"
"S-P1PIT-P200","Putri Platinum Shampoo Intensive Treatment 200 ML (Pc(s))","0.0"
"HC-P1A2-P2","Putri Pure Clean Hair Conditioner Apple 2 L (Pc(s))","1840.0"
"HC-P1A2-P20","Putri Pure Clean Hair Conditioner Apple 20 L (Pc(s))","18400.0"
"HC-P1A2-P200","Putri Pure Clean Hair Conditioner Apple 200 ML (Pc(s))","184.0"
"HC-P1A2-P450","Putri Pure Clean Hair Conditioner Apple 450 ML (Pc(s))","414.0"
"HC-P1A2-P5","Putri Pure Clean Hair Conditioner Apple 5 L (Pc(s))","4600.0"
"HC-P1F-P2","Putri Pure Clean Hair Conditioner Floral 2 L (Pc(s))","1840.0"
"HC-P1F-P20","Putri Pure Clean Hair Conditioner Floral 20 L (Pc(s))","18400.0"
"HC-P1F-P200","Putri Pure Clean Hair Conditioner Floral 200 ML (Pc(s))","184.0"
"HC-P1F-P450","Putri Pure Clean Hair Conditioner Floral 450 ML (Pc(s))","414.0"
"HC-P1F-P5","Putri Pure Clean Hair Conditioner Floral 5 L (Pc(s))","5000.0"
"S-P1A2-P2","Putri Pure Clean Shampoo Apple 2 L (Pc(s))","2000.0"
"S-P1A2-P20","Putri Pure Clean Shampoo Apple 20 L (Pc(s))","20000.0"
"S-P1A2-P200","Putri Pure Clean Shampoo Apple 200 ML (Pc(s))","200.0"
"S-P1A2-P450","Putri Pure Clean Shampoo Apple 450 ML (Pc(s))","450.0"
"S-P1A2-P5","Putri Pure Clean Shampoo Apple 5 L (Pc(s))","5000.0"
"S-P1L-P2","Putri Pure Clean Shampoo Lemon 2 L (Pc(s))","2000.0"
"S-P1L-P20","Putri Pure Clean Shampoo Lemon 20 L (Pc(s))","20000.0"
"S-P1L-P200","Putri Pure Clean Shampoo Lemon 200 ML (Pc(s))","200.0"
"S-P1L-P450","Putri Pure Clean Shampoo Lemon 450 ML (Pc(s))","450.0"
"S-P1L-P5","Putri Pure Clean Shampoo Lemon 5 L (Pc(s))","5000.0"
"LU-P1-P240","Putri Pustreite Step 1 240 ML (Pc(s))","216.0"
"LU-P1-P720","Putri Pustreite Step 1 720 ML (Pc(s))","648.0"
"FL-P1-P240","Putri Pustreite Step 2 240 ML (Pc(s))","220.8"
"FL-P1-P720","Putri Pustreite Step 2 720 ML (Pc(s))","662.4"
"S-P1SEL2-P200","Putri SPA Energizing Shampoo (Lemon) 200 ML (Pc(s))","200.0"
"S-P1SEL2-P450","Putri SPA Energizing Shampoo (Lemon) 450 ML (Pc(s))","450.0"
"S-P1SRL-P200","Putri SPA Relaxing Shampoo (Lavender) 200 ML (Pc(s))","200.0"
"S-P1SRL-P450","Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))","450.0"
"HM-P1SPA-P240","Putri SPA Series Hair Mask 240 ml (Pc(s))","228.0"
"HM-P1SPA-P720","Putri SPA Series Hair Mask 720 ml (pc(s))","684.0"
"CB-P1SPAL-P240","Putri SPA Series Relaxing Creambath 240 ml (pc(s))","216.0"
"CB-P1SPAL-P720","Putri SPA Series Relaxing Creambath 720 ml (pc(s))","720.0"
"CB-P1RS-P240","Putri SPA Series Rich SPA Scalp & Hair Treatment Cream 240 ML (Pc(s))","228.0"
"CB-P1RS-P720","Putri SPA Series Rich SPA Scalp & Hair Treatment Cream 720 ML (pc(s))","684.0"
"CB-RSH-P240ML","Putri SPA Series Rich Spa 240 ml (pc(s))","0.0"
"CB-RSH-P720ML","Putri SPA Series Rich Spa 720 ml (pc(s))","0.0"
"CB-P1BG-P240","Putri SS Botanical Garden SPA WLEO 240 ML (Pc(s))","216.0"
"CB-P1BG-P720","Putri SS Botanical Garden SPA WLEO 720 ML (pc(s))","648.0"
"SL-P1-P200","Putri Setting Lotion 200 ML (Pc(s))","200.0"
"SL-C2-P450","Putri Setting Lotion Concentrate 450 ML","0.0"
"S-E-P450","Putri Shampoo Eggs 450 ML","0.0"
"S-P1G-P200","Putri Shampoo Ginseng 200 ML (Pc(s))","200.0"
"S-H-P200","Putri Shampoo Herbal 200 ML","0.0"
"SGL-P1-P200","Putri Styling Glaze 200 ML (Pc(s))","200.0"
"TES-HTG100-P","Putri Tester Hair Tonic Ginseng 100 Ml","0.0"
"TES-SL100-P","Putri Tester Shampo Lemon 100 ml","0.0"
"TES-SSPALAV50-P","Putri Tester Shampo Spa Lavender 50 ml","0.0"
"TES-SSPAL50-P","Putri Tester Shampo Spa Lemon 50 ml","0.0"
"WJ-P1WS-P100","Putri Wet Jelly 100 ML (Pc(s))","90.0"
"WL-P1-P100","Putri Wet Look 100 ML (Pc(s))","94.0"
"TC-W0REB4C1-W14GR","Refill Exclusive TWC 01 Light Beige, 14 gr","14.0"
"TC-W0RESPC2-W14GR","Refill Exclusive TWC 02 Sheer Pink, 14 gr","14.0"
"TC-W0RESBC3-W14GR","Refill Exclusive TWC 03 Sandy Beige, 14 gr","14.0"
"TC-W0RENC4-W14GR","Refill Exclusive TWC 04 Natural, 14 gr","14.0"
"TC-W0RECBC5-W14GR","Refill Exclusive TWC 05 Coffee Beige, 14 gr","14.0"
"TC-W0RLB4C1-W12GR","Refill Lightening TWC Extra Cover 01 Light Beige, 12 gr","12.0"
"TC-W0RLB5C2-W12GR","Refill Lightening TWC Extra Cover 02 Soft Peach, 12 gr","12.0"
"TC-W0RLSPC3-W12GR","Refill Lightening TWC Extra Cover 03 Sheer Pink, 12 gr","12.0"
"TC-W0RLNC4-W12GR","Refill Lightening TWC Extra Cover 04 Natural, 12 gr","12.0"
"TC-RPC01-MO14G","Refill Perfect Cov. TWC 01 Lace, 14 gr","14.0"
"TC-RPC02-MO14G","Refill Perfect Cov. TWC 02 Coral, 14 gr","14.0"
"TC-RPC03-MO14G","Refill Perfect Cov. TWC 03 Maple, 14 gr","14.0"
"TC-RPC04-MO14G","Refill Perfect Cov. TWC 04 Desert, 14 gr","14.0"
"TC-RPC05-MO14G","Refill Perfect Cov. TWC 05 Cinnamon, 14 gr","14.0"
"TC-RPC06-MO14G","Refill Perfect Cov. TWC 06 Cappuccino, 14 gr","14.0"
"TC-RPC07-MO14G","Refill Perfect Cov. TWC 07 Espresso, 14 gr","14.0"
"TC-RPC08-MO14G","Refill Perfect Cov. TWC 08 Honey, 14 gr","14.0"
"MA-RBSE-EM","Revamp Emina Bright Stuff Essence Sheet Mask 23 g","23.0"
"SRM-RBSS-EM","Revamp Emina Bright Stuff Face Serum 30 ml","0.0"
"SRM-RBSSN2-EM","Revamp Emina Bright Stuff Face Serum 7.5 ml","0.0"
"FT-RBST-EM","Revamp Emina Bright Stuff Face Toner 100 ml","0.0"
"FT-RBSTN2-EM","Revamp Emina Bright Stuff Face Toner 50 ml","0.0"
"FW-RBSN2-EM","Revamp Emina Bright Stuff Face Wash 100 ml","0.0"
"FW-RBS-EM","Revamp Emina Bright Stuff Face Wash 50 ml","0.0"
"B-RBSLP-EM","Revamp Emina Bright Stuff Loose Powder 55 g","55.0"
"REM-RRBSMWN1-EM","Revamp Emina Bright Stuff Micellar Water 100 ml","0.0"
"REM-RRBSMWN2-EM","Revamp Emina Bright Stuff Micellar Water 50 ml","0.0"
"M-RBSC-EM","Revamp Emina Bright Stuff Moisturizing Cream 20 ml","0.0"
"M-RBSTUC-EM","Revamp Emina Bright Stuff Tone Up Cream 20 ml","0.0"
"L-NFSCUML01-W","Sample Pajangan Wardah NFS Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g","3.6"
"L-NFSCUML05-W","Sample Pajangan Wardah NFS Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","3.6"
"L-NFSCUML08-W","Sample Pajangan Wardah NFS Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g","3.6"
"M-NFSCSDC9-W","Sample Pajangan Wardah NFS Crystal Secret Day Cream 9 ml","9.2664"
"BBC-NFSEN-W","Sample Pajangan Wardah NFS Everyday BB Cream Natural 15 ml (Pc(s)","15.0"
"LB-NFSEFSS4-W","Sample Pajangan Wardah NFS Everyday Fruity Sheer Lip Balm Strawberry 4 g","4.0"
"L-NFSEMLB05-W","Sample Pajangan Wardah NFS Exclusive Matte Lip Cream Blister 05 Speachless 4 g","4.0"
"L-NFSEMLB08-W","Sample Pajangan Wardah NFS Exclusive Matte Lip Cream Blister 08 Pinkcredible 4 g","4.0"
"L-NFSEMLB09-W","Sample Pajangan Wardah NFS Exclusive Matte Lip Cream Blister 09 Mauve On ! 4 g","4.0"
"EL-NFSESL-W","Sample Pajangan Wardah NFS Eyexpert Staylast Liquid Eyeliner 3.5 gr (Pc(s))","3.5"
"BBC-NFSEL-W","Sample Pajangan Wardah NFS Lightening BB Cream Light 15 ml (Pc(s)","15.0"
"BBC-NFSLN15-W","Sample Pajangan Wardah NFS Lightening BB Cream Natural 15 ml","0.0"
"M-NFSLDC20-W","Sample Pajangan Wardah NFS Lightening Day Cream 20 ml","0.0"
"F-NFSL02-W","Sample Pajangan Wardah NFS Lightening Liquid Foundation 02. Beige 25 ml (Blister)","27.205"
"F-NFSL03-W","Sample Pajangan Wardah NFS Lightening Liquid Foundation 03. Ivory 25 ml (Blister)","25.0"
"M-NFSLNC20-W","Sample Pajangan Wardah NFS Lightening Night Cream 20 ml","0.0"
"TC-NFSLLL02-W","Sample Pajangan Wardah NFS Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","12.0"
"TC-NFSLLL03-W","Sample Pajangan Wardah NFS Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","12.0"
"SRM-NFSL8-W","Sample Pajangan Wardah NFS Lightening Serum 8 ml","0.0"
"M-NFSPBNS20-W","Sample Pajangan Wardah NFS Perfect Bright Moisturizer Normal Skin 20 ml","0.0"
"M-NFSPB20-W","Sample Pajangan Wardah NFS Perfect Bright Moisturizer SPF 20 ml","0.0"
"TC-NFSRLLL02-W","Sample Pajangan Wardah NFS Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","12.0"
"TC-NFSRLLL03-W","Sample Pajangan Wardah NFS Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","12.0"
"SS-NFSUVSSPF30-W","Sample Pajangan Wardah NFS UV Shield Sunscreen SPF 30","0.0"
"LB-NFSEFSG4-W","Sample Pajangan Wardah NFS Wardah Everyday Fruity Sheer Lip Balm Grape 4 g","4.0"
"SF-SFE-ST","Santis Surgical Facemask Earloop 50 pcs","0.0"
"SF-SFH-ST","Santis Surgical Facemask Headloop 50 pcs","0.0"
"SCAR-RMDA-W","Scarf Ria Miranda Wardah (Pc(s))","1.0"
"S-SPAEL-PTR200-P","Shampoo SPA Energizing Lemon Kuning Putri 200 ml (pc(s))","0.0"
"BOX-SBSR-EM","Small Box Sugar Rush Emina, Uk.17x13.5x5.5cm Board30 AP150 2/2 Doff Ivory230 1/0 Doff (Pc(s))","1.0"
"P-SGPD-MO","StayGorgeous with Powerstay Package (Dark)","0.0"
"P-SGPL-MO","StayGorgeous with Powerstay Package (Light)","0.0"
"P-SGPM-MO","StayGorgeous with Powerstay Package (Medium)","0.0"
"P-SSH-MO","StaySmooth with Hydrastay Package","0.0"
"SUNS-SPF30-1-KP50ML","Sunscreen Gel SPF 30 Klinik Permata 50 ml (Pc(s))","0.0"
"P-SCPHF-KA","Sustainable Package - Humbling Forest","0.0"
