"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCPGC42NR0-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCPGC43WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPGC52NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF11CR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF11CR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF22NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF22NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF23WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF23WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF32NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF32NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF33WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF33WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF42NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF42NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF43WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF43WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VRCVPF52NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCVPF52NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPADCC11R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPADCC12R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCGRP12R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCGRP12R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCGRP13R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCGRP13R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPSPF11R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCLPF11RR0-W","2200055","2","2"
"STIC-VCPSPF11R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPSPF12R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCLPF12RR0-W","2200055","2","2"
"STIC-VCPSPF12R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPSPF13R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCLPF13RR0-W","2200055","2","2"
"STIC-VCPSPF13R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPSPF14R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCLPF14RR0-W","2200055","2","2"
"STIC-VCPSPF14R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPMC1R0-W","","",""
"STIC-VCPMC2R0-W","","",""
"STIC-VCPMC3R0-W","","",""
"STIC-VCPMC4R0-W","","",""
"STIC-VCPMC5R0-W","","",""
"STIC-VCPRL1R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL2R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL2R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL3R1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL3R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL4R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPRL5R0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPVL1R0-W","","",""
"STIC-VCPVL2R0-W","","",""
"STIC-VCPVL3R0-W","","",""
"STIC-VCPVL4R0-W","","",""
"STIC-VCPVL5R0-W","","",""
"STIC-VCPVL6R0-W","","",""
"STIC-VCPSL1R0-W","","",""
"STIC-VCPSL2R0-W","","",""
"STIC-VCPSL3R0-W","","",""
"STIC-VCPSL4R0-W","","",""
"STIC-VCPSL5R0-W","","",""
"STIC-VCPSL6R0-W","","",""
"STIC-VDMCP01R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCP02R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCP03R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCP04R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCC01R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCN02R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCW01R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCW02R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCW03R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDMCW04R0-E","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VDCPFTLBR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VDCPFTMCR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VDCPFTSBR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VDCPFTSNR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VDCPFTSLR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VDCPFTWFR0-T","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML01R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML02R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML03R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML04R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML05R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML06R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML07R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VEIML08R0-IP","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"","2200161","3","2"
"STIC-VELF01R0-W","","",""
"STIC-VELF02R0-W","","",""
"STIC-VELF03R0-W","","",""
"STIC-VELF04R0-W","","",""
"STIC-VELF05R0-W","","",""
"STIC-VETWC01R0-W","","",""
"STIC-VETWC02R0-W","","",""
"STIC-VETWC03R0-W","","",""
"STIC-VETWC04R0-W","","",""
"STIC-VETWC05R0-W","","",""
"STIC-VETWC06R0-WM","","",""
"STIC-VETWC08R0-WM","","",""
"STIC-VETWC09R0-WM","","",""
"STIC-VETWC10R0-WM","","",""
"STIC-VETWCR01R0-W","","",""
"STIC-VETWCR02R0-W","","",""
"STIC-VETWCR03R0-W","","",""
"STIC-VETWCR04R0-W","","",""
"STIC-VETWCR05R0-W","","",""
"STIC-VGLHT401R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","4","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VGLHT402R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VGLHT403R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VGLHT404R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VGLHT405R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFHLMR0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFHLRR0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFC21-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFN10-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFN30-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFN50-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFW22-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFW33-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFW41-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGFFW42-MO","2200066","2","2"
"","2200066","2","2"
"","2200066","2","2"
"STIC-VHGCC21R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCC21R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCC31R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCC41R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCC51R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCC62R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN10R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN10R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN20R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN30R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN30R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN40R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN50R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCN50R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW12R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW21R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW22R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW22R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW30R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW32R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW33R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW33R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW41R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW41R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW42R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW42R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW50R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHGCW60R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC01R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC02R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC03R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC04R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC05R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC06R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC07R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC08R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC09R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC10R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC11R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VHSLWC12R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VIBBM01R1-W","","",""
"STIC-VIBBM02R1-W","","",""
"STIC-VIEIML1R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML2R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML3R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML4R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML5R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML6R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML7R0-W","2200055","2","2"
"","2200055","2","2"
"STIC-VIEIML8R0-W","2200055","3","2"
"STIC-VILSLS01R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VILSLS02R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VILSLS03R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VILSLS04R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VILSLS05R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VILSLS06R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP1R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP2R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP3R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP4R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP5R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP6R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP7R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP8R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMLMP9R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VLLF01LB6R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VLLF02B6R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VLLF03I6R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VLLF04N6R0-W","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMFPFR11R0-IP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VMFPFR22R0-IP","2200066","3","2"
