"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCEBPBTER1-MO","2200055","3","2"
"","2200055","3","2"
"STIC-BCEBPBTER2-MO","2200055","2","2"
"","2200055","2","2"
"STIC-BCELBKR1-WSC","","",""
"STIC-BCELPCGMO-PP13","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCELWHR1-WSC","","",""
"STIC-BCESTBGMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCESTDCMO-PW1W3","","",""
"STIC-BCESTEBMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCESTENMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCESTGEMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCESTISMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCESTLAMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCESTMFMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"STIC-BCESTNNMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCESTSBMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BGWPLBHG-WM","2200055","2","2"
"STIC-BGWPLBHGT-WM","2200055","2","2"
"STIC-BGWPLBHH-WM","2200055","2","2"
"STIC-BGWPLBHS-WM","2200055","2","2"
"STIC-BGWPRP-WM","2200066","3","2"
"STIC-BCGWPRP-WM","","",""
"STIC-BCGWPRS-WM","","",""
"STIC-BCGWPRT-WM","","",""
"STIC-BCHG01IP38-WSC1","2200066","3","2"
"STIC-BCHG02AP38-WSC1","2200066","3","2"
"STIC-BCHG03SB38-WSC1","2200066","3","2"
"STIC-BCHG04GP38-WSC1","2200066","3","2"
"STIC-BCIBBM1R0-WPWNF","2200066","3","2"
"","2200066","3","2"
"STIC-BCIBBM2R0-WPWNF","2200066","3","2"
"","2200066","3","2"
"STIC-BCIGCL1R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIGCL2R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIGCL3R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMPF1R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMPF2R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMPF3R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMPF4R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL1R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL1R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL2R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL2R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL3R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL3R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL4R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL4R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL5R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL5R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL6R1-W","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMCL6R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP1R1-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP1R2-W","","",""
"STIC-BCIMLP2R1-W","","",""
"STIC-BCIMLP2R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP3R1-W","","",""
"STIC-BCIMLP3R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP4R1-W","","",""
"STIC-BCIMLP4R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP5R1-W","","",""
"STIC-BCIMLP5R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP6R1-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP6R2-W","","",""
"STIC-BCIMLP6R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP7R1-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP7R2-W","","",""
"STIC-BCIMLP7R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP8R1-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP8R2-W","","",""
"STIC-BCIMLP8R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP9R1-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLP9R2-W","","",""
"STIC-BCIMLP9R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMSL1R1-W","","",""
"STIC-BCIMSL1R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMSL2R1-W","","",""
"STIC-BCIMSL2R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMSL3R1-W","","",""
"STIC-BCIMSL3R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMSL4R1-W","","",""
"STIC-BCIMSL4R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMSL5R1-W","","",""
"STIC-BCIMSL5R0-WPWG","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC01R0-MOPP","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCIMLC02R0-MOPP","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCIMLC05R0-MOPP","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCIMLC06R0-MOPP","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCIMC1R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC10R0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCIMLC12R0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCIMLC13R0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCIMLC13R1-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC14R0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCIMLC14R1-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC15R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC16R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC17R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC18R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC19R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC2R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMLC20R0-MOPP","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC3R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC4R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC5R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC6R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC7R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC8R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC9R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC10R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC11R1-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-BCIMC12R1-MO","2200066","3","2"
"STIC-BCLPA-ECNF","2200055","2","2"
"","2200055","2","2"
"STIC-BCLPE-ECNF","2200055","2","2"
"","2200055","2","2"
"STIC-BCLPF-ECNF","2200055","2","2"
"","2200055","2","2"
"STIC-BCLPL-ECNF","2200055","2","2"
"","2200055","2","2"
"STIC-BCLBLNMCMO-PW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLBLNOCMO-PW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLBLNVLMO-PW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLCPPPK-MOPPW","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLCPPPC-MOPPW","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLCPRR-MOPPW","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLCPFRMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLCPMPMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLGWSC-1W315P","2200066","3","2"
"STIC-BCLLLBMO-PW1W31","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLRJMO-PW1W31","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLSPMO-PW1W31","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL01CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL01USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL018UHM-MOPP","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL02CLMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL02USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL04CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL05CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL05USMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL06CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL06USMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL07CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL07USMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL08CLMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL08USMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL09CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL09USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL10CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL10USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL11CLMO-PPW1W","","",""
"STIC-BCL11USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL12CLMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL12USMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCL13CLMO-PPW2W","2200066","3","2"
"","2200066","3","2"
"STIC-BCL13USMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCL14CLMO-PPW2W","2200066","3","2"
"","2200066","3","2"
"STIC-BCL14USMO-PPW2W","2200066","3","2"
"","2200066","3","2"
