SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
STIC-VMFPFR32R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7025;202226;
STIC-VMFPFR33R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7026;202226;
STIC-VMFPFR43R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7027;202226;
STIC-VMFPFR52R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7028;202226;
STIC-VMKLC01R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7029;202203;
STIC-VMKLC02R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7030;202203;
STIC-VMKLC02R1-OMG;2200066;1;3;2;30000;100;PELITA ABADI JAYA, CV;7031;202136;
STIC-VMKLC04R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7032;202203;
STIC-VMKLC05R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7033;202203;
STIC-VMKLC06R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7034;202203;
STIC-VMKLC07R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7035;202203;
STIC-VMKLC07R1-OMG;2200066;1;3;2;30000;100;PELITA ABADI JAYA, CV;7036;202135;
STIC-VMKLC08R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7037;202203;
STIC-VMKLC09R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7038;202203;
STIC-VMKLC09R1-OMG;2200066;1;3;2;30000;100;PELITA ABADI JAYA, CV;7039;202135;
STIC-VMKLC10R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7040;202203;
STIC-VMKLC11R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7041;202203;
STIC-VMKLC12R0-OMG;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7042;202203;
STIC-VMKLC12R1-OMG;2200066;1;3;2;30000;100;PELITA ABADI JAYA, CV;7043;202135;
STIC-VMLMP1R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7044;202227;
STIC-VMLMP2R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7045;202227;
STIC-VMLMP3R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7046;202227;
STIC-VMLMP4R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7047;202227;
STIC-VMLMP5R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7048;202227;
STIC-VMLMP6R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7049;202227;
STIC-VMLMP7R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7050;202227;
STIC-VMLMP8R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7051;202227;
STIC-VMLMP9R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7052;202227;
STIC-VPBDM01R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7053;202221;
STIC-VPBDM02R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7054;202221;
STIC-VPBDM03R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7055;202221;
STIC-VPCTWC01R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7056;202201;
STIC-VPCTWC02R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7057;202201;
STIC-VPCTWC03R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7058;202201;
STIC-VPCTWC04R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7059;202201;
STIC-VPCTWC05R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7060;;
STIC-VPCTWC06R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7061;;
STIC-VPCTWC08R1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;7062;;
STIC-VPCTWCR01R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7063;202202;
STIC-VPCTWCR02R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7064;202202;
STIC-VPCTWCR03R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7065;202202;
STIC-VPCTWCR04R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7066;202202;
STIC-VPCTWCR05R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7067;202202;
STIC-VPCTWCR06R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7068;202202;
STIC-VPCTWCR07R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7069;202202;
STIC-VPCTWCR08R1-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7070;202202;
STIC-VPPFC21R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7071;202128;
STIC-VPPFC31R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7072;202128;
STIC-VPPFC41R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7073;202128;
STIC-VPPFC51R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7074;202142;
STIC-VPPFC62R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7075;202128;
STIC-VPPFN10R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7076;202128;
STIC-VPPFN20R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7077;202128;
STIC-VPPFN30R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7078;202128;
STIC-VPPFN40R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7079;202129;
STIC-VPPFN50R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7080;202128;
STIC-VPPFW12R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7081;202142;
STIC-VPPFW21R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7082;202142;
STIC-VPPFW22R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7083;202128;
STIC-VPPFW30R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7084;202128;
STIC-VPPFW32R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7085;202142;
STIC-VPPFW33R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7086;202129;
STIC-VPPFW41R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7087;202128;
STIC-VPPFW42R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7088;202128;
STIC-VPPFW50R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7089;202142;
STIC-VPPFW60R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7090;202142;
STIC-VPTMLE1R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7091;202220;
STIC-VPTMLE2R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7092;202220;
STIC-VPTMLE3R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7093;202220;
STIC-VPTMLE4R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7094;202220;
STIC-VPVLS1R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7095;202104;
STIC-VPVLS1R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7096;202227;
STIC-VPVLS2R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7097;202104;
STIC-VPVLS2R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7098;202209;
STIC-VPVLS3R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7099;202203;
STIC-VPVLS3R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7100;202223;
STIC-VPVLS4R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7101;202104;
STIC-VPVLS4R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7102;202223;
STIC-VPVLS5R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7103;202104;
STIC-VPVLS5R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7104;202223;
STIC-VPVLS6R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7105;202104;
STIC-VPVLS6R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7106;202209;
STIC-VPVLS7R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7107;202203;
STIC-VPVLS7R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7108;202223;
STIC-VPVLS8R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7109;202104;
STIC-VPVLS8R1-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7110;202209;
STIC-VPWLFC21R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7111;202134;
STIC-VPWLFC31R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7112;202204;
STIC-VPWLFC41R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7113;202204;
STIC-VPWLFC51R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7114;202204;
STIC-VPWLFC62R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7115;202138;
STIC-VPWLFN10R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7116;202134;
STIC-VPWLFN20R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7117;202134;
STIC-VPWLFN30R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7118;202134;
STIC-VPWLFN40R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7119;202138;
STIC-VPWLFN50R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7120;202138;
STIC-VPWLFW12R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7121;202204;
STIC-VPWLFW21R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7122;202204;
STIC-VPWLFW22R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7123;202134;
STIC-VPWLFW30R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7124;202138;
STIC-VPWLFW32R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7125;202204;
STIC-VPWLFW33R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7126;202138;
STIC-VPWLFW41R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7127;202138;
STIC-VPWLFW42R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7128;202138;
STIC-VPWLFW50R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7129;202204;
STIC-VPWLFW60R0-MO;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;7130;202204;
STIC-VQLP11R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7131;202212;
STIC-VQLP22R0-IP;2200066;1;3;2;5000;1000;PELITA ABADI JAYA, CV;7132;202211;
STIC-VQLP32R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7133;202210;
STIC-VQLP33R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7134;202210;
STIC-VQLP43R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7135;202210;
STIC-VQLP52R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7136;202210;
STIC-VRCPGC11CR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7137;202145;
STIC-VRCPGC22NR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7138;202145;
STIC-VRCPGC23WR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7139;202145;
STIC-VRCPGC32NR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7140;202145;
STIC-VRCPGC33WR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7141;202145;
STIC-VRCPGC42NR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7142;202145;
STIC-VRCPGC43WR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7143;202145;
STIC-VRCPGC52NR0-W;2200055;1;3;2;5000;100;MITRA ABADI PRINTING;7144;202145;
STIC-VRCVPF11CR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7145;202203;
STIC-VRCVPF22NR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7146;202203;
STIC-VRCVPF23WR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7147;202203;
STIC-VRCVPF32NR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7148;202203;
STIC-VRCVPF33WR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7149;202203;
STIC-VRCVPF42NR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7150;202203;
STIC-VRCVPF43WR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7151;202203;
STIC-VRCVPF52NR0-W;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7152;202203;
STIC-VRMFPFR11R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7153;202227;
STIC-VRMFPFR22R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7154;202226;
STIC-VRMFPFR32R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7155;202226;
STIC-VRMFPFR33R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7156;202226;
STIC-VRMFPFR43R0-IP;2200066;1;13;2;5000;100;PELITA ABADI JAYA, CV;7157;202227;
STIC-VRMFPFR52R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7158;202226;
STIC-VSAC11R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7159;202227;
STIC-VSAC22R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7160;202227;
STIC-VSAC32R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7161;202227;
STIC-VSAC33R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7162;202226;
STIC-VSAC43R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7163;202226;
STIC-VSAC52R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7164;202226;
STIC-VSBLE10R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7165;202217;
STIC-VSBLE20R0-MO;2200161;1;3;2;5000;100;EXPRESS GRAFIKA, PT;7166;202217;
STIC-VSFCF11FP30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7167;202209;
STIC-VSFCF22LI30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7168;202209;
STIC-VSFCF32TB30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7169;202209;
STIC-VSFCF33WO30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7170;202209;
STIC-VSFCF43CS30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7171;202209;
STIC-VSFCF52A30R0-IP;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7172;202209;
STIC-VTCPFTLBR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7173;202230;
STIC-VTCPFTMCR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7174;202230;
STIC-VTCPFTSBR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7175;202230;
STIC-VTCPFTSLR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7176;202230;
STIC-VTCPFTSNR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7177;202230;
STIC-VTCPFTWFR0-T;2200161;1;3;2;3000;100;EXPRESS GRAFIKA, PT;7178;202230;
STIC-VTESBGR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7179;202210;
STIC-VTESDCR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7180;202210;
STIC-VTESEBR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7181;202210;
STIC-VTESESR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7182;202210;
STIC-VTESGER0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7183;202210;
STIC-VTESISR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7184;202210;
STIC-VTESLSR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7185;202210;
STIC-VTESMTR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7186;202210;
STIC-VTESNNR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7187;202210;
STIC-VTESSBR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;7188;202210;
STIC-VTSIMBCR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7189;202203;
STIC-VTSIMDYR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7190;202203;
STIC-VTSIMFLR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7191;202203;
STIC-VTSIMHZR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7192;202203;
STIC-VTSIMMGR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7193;202203;
STIC-VTSIMMVR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7194;202203;
STIC-VTSIMPRR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7195;202203;
STIC-VTSIMPTR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7196;202203;
STIC-VTSIMPYR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7197;202203;
STIC-VTSIMSNR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7198;202203;
STIC-VTSIMVLR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7199;202203;
STIC-VTSIMWLR0-MO;2200055;1;2;2;1500;100;MITRA ABADI PRINTING;7200;202203;
STIC-WADS170-W;2306552;1;4;2;50000;100;MULTI COLOR JAKARTA INDONESIA, PT;7201;202205;
STIC-WDFS170-W;2306552;1;4;2;50000;100;MULTI COLOR JAKARTA INDONESIA, PT;7202;202207;
STIC-WESR22-W;2200015;1;4;2;7500;100;BEST LABEL, PT;7203;202150;
STIC-WHTS170-W;2306552;1;4;2;50000;100;MULTI COLOR JAKARTA INDONESIA, PT;7204;202205;
STIC-WLSR22-W;2200015;1;4;2;7500;100;BEST LABEL, PT;7205;202149;
STIC-WNSS170-W;2306552;1;4;2;50000;100;MULTI COLOR JAKARTA INDONESIA, PT;7206;202207;
STIC-WPTCMR0-MO;2200066;1;3;2;50000;100;PELITA ABADI JAYA, CV;7207;202204;
STIC-WSCKBR22-W;2200015;1;4;2;7500;100;BEST LABEL, PT;7208;202150;
STIC-WSEL150G-WVT;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7209;202203;
STIC-WSPBC150G-WVT;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;7210;202203;
TAS-MUKKW2772PV-PVCH;2200084;1;6;2;1020;30;SINAR GOLDSINDO, PT;7211;202104;
TISU-LESMR0-W;2200139;1;10;2;50000;100;SHANGHAI GUIZHI INTERNATIONAL CO., LTD;7212;202104;
TISU-SMHNSR0-W;2200133;1;8;2;100000;3500;SHANGHAI MEANLOVE BIO-TECH CO.,LTD;7213;;
TOBG-BCSP-W;2310514;1;4;2;39000;100;REY EKA HARAPAN, PT;7214;202208;
TOBG-P1HF-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;7215;202204;
TOBG-P2RO-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;7216;202204;
TOBG-P3IW-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;7217;202204;
TRAY-CPSPFRR0-W;2200084;1;4;2;20000;100;SINAR GOLDSINDO, PT;7218;202123;
TRAY-NFSPR0-MO;2200084;1;4;2;20000;750;SINAR GOLDSINDO, PT;7219;202104;
TRAY-TKSNBWBR2-PVC;2200005;1;4;2;5000;100;ALFORM INDONESIA, PT;7220;202104;
TRAY-TSTEMMR0-WPVC;2200033;1;4;2;10000;100;FORMINDO PRIMA AGUNG, PT;7221;202104;
TRAY-TSTIMLLR0-WPVC;2200033;1;5;2;5000;172;FORMINDO PRIMA AGUNG, PT;7222;202104;
TTP-P115-PP-P;2200031;1;4;2;10000;1250;ERA VINICE NUSANTARA, PT;7223;202104;
TUBE-AAFW100R0-AM;2200016;1;3;2;50000;91;BETTS INDONESIA, PT;7224;202206;
TUBE-AAFW50R0-AM;2200016;1;3;2;50000;91;BETTS INDONESIA, PT;7225;202206;
TUBE-ADM40R1-W2L;2200019;1;4;2;10000;336;BUMIMULIA INDAH LESTARI, PT;7226;202207;
TUBE-AHFW100PBL-W;2200016;1;3;2;50000;180;BETTS INDONESIA, PT;7227;202227;
TUBE-AHFW100R2-W2L;2200076;1;3;2;50000;130;RAPID PLAST INDONESIA, PT;7228;202104;
TUBE-AHFW60PBLR2-W;2200016;1;4;2;50000;180;BETTS INDONESIA, PT;7229;202112;
TUBE-AHMC40-W2L;2200019;1;8;2;50160;836;BUMIMULIA INDAH LESTARI, PT;7230;202207;
TUBE-AHMC40R2-W2L;2200019;1;8;2;50000;336;BUMIMULIA INDAH LESTARI, PT;7231;202207;
TUBE-AHMG100L-W2L;2200016;1;3;2;100000;144;BETTS INDONESIA, PT;7232;202104;
TUBE-ANTM40-W2L;2200019;1;4;2;10000;336;BUMIMULIA INDAH LESTARI, PT;7233;202207;
TUBE-ANTM40R1-W;2200019;1;4;2;50160;627;BUMIMULIA INDAH LESTARI, PT;7234;202104;
TUBE-APFC60R1-W2L;2200019;1;4;2;10000;480;BUMIMULIA INDAH LESTARI, PT;7235;202207;
TUBE-APFC60R2-W;2200019;1;4;2;10000;480;BUMIMULIA INDAH LESTARI, PT;7236;202207;
TUBE-ASATG15-W19LN;2302562;1;13;2;10000;101;PREMIER PLUS CO., LTD.;7237;202104;
TUBE-ASTGR0-K;2302562;1;13;2;5000;100;PREMIER PLUS CO., LTD.;7238;202108;
TUBE-BBBBC20CR1-E;2200076;1;4;2;25000;374;RAPID PLAST INDONESIA, PT;7239;202104;
TUBE-BBBBC20LR1-E;2200076;1;4;2;25000;374;RAPID PLAST INDONESIA, PT;7240;202104;
TUBE-BBBBC20NR1-E;2200076;1;4;2;25000;374;RAPID PLAST INDONESIA, PT;7241;202104;
TUBE-BPPS10R0-L;2200016;1;3;2;100000;91;BETTS INDONESIA, PT;7242;202227;
TUBE-BPPS30R0-L;2302562;1;13;2;10000;100;PREMIER PLUS CO., LTD.;7243;202109;
TUBE-BRBRC10R0-L;2200016;1;3;2;100000;91;BETTS INDONESIA, PT;7244;202227;
TUBE-BRBRC10R1-L;2200016;1;4;2;30000;374;BETTS INDONESIA, PT;7245;202140;
TUBE-BSAPFW100-EPBL;2200016;1;3;2;30000;154;BETTS INDONESIA, PT;7246;202206;
TUBE-BSAPFW100R1-EPBL;2200016;1;4;2;30000;154;BETTS INDONESIA, PT;7247;202201;
TUBE-BSAPFW50-EPBL;2200016;1;3;2;30000;255;BETTS INDONESIA, PT;7248;202206;
TUBE-BSAPFW50R1-EPBL;2308971;1;4;2;100000;234;KIMPAI DYNA TUBE, PT;7249;202109;
TUBE-BSAPMCR0-EO;2200076;1;4;2;25000;357;RAPID PLAST INDONESIA, PT;7250;202104;
TUBE-BSFSC50-EPBL;2308971;1;4;2;100000;234;KIMPAI DYNA TUBE, PT;7251;202111;
