SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
PAP-SPC50R22-E;2200097;1;4;2;15000;100;WARNA KREASI SELARAS, PT;4132;202149;
PAP-SPWC70R22-W;2200097;1;4;2;50000;100;WARNA KREASI SELARAS, PT;4133;202149;
PAP-SSOTG2-L;2200152;1;4;2;20000;100;KALINGGA JAYA PRIMA, PT;4134;202222;
PAP-UVSAFER1-W;2200037;1;4;2;100000;100;INDAH KENCANA, CV;4135;202204;
PAP-UVSAFER2-W;2200013;1;4;2;50000;100;ASTI INDOGRAPH, PT;4136;202205;
PAP-UVSAFER2-W;2200152;0;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4137;202206;
PAP-UVSESGR2-W;2200037;1;4;2;100000;100;INDAH KENCANA, CV;4138;202204;
PAP-UVSESGR3-WPVC;2200152;1;4;2;100000;100;KALINGGA JAYA PRIMA, PT;4139;202203;
PAP-UVSESGR4-W;2200013;0.7;4;2;100000;100;ASTI INDOGRAPH, PT;4140;202113;
PAP-UVSESGR5-W;2200013;0.7;4;2;100000;100;ASTI INDOGRAPH, PT;4141;202229;
PAP-UVSESGR5-W;2200043;0.3;4;2;100000;100;KALINGGA JAYA, CV;4142;202129;
PAP-UVSESGR5-WKJ;2200152;1;4;2;100000;100;KALINGGA JAYA PRIMA, PT;4143;202207;
PAP-UVSSR0-W;2200037;1;4;2;40000;100;INDAH KENCANA, CV;4144;202204;
PAP-UVSSR1-W;2200037;1;6;2;40000;100;INDAH KENCANA, CV;4145;202123;
PAP-UVSWRR0-W;2200037;1;4;2;100000;100;INDAH KENCANA, CV;4146;202204;
PAP-UVSWRR2-W;2200037;1;4;2;100000;100;INDAH KENCANA, CV;4147;202222;
PAP-UVWFR0-W;2200037;1;4;2;100000;100;INDAH KENCANA, CV;4148;202204;
PAPR-KPDCS-W;2301002;1;1;2;1;1;DATASCRIP, PT;4149;202118;
PAPR-KPHVSA4-X;2301002;1;1;2;1;1;DATASCRIP, PT;4150;202122;
PART-BSFS30-EFSC;2200070;1;4;2;40000;100;PRINTINDO UTAMA, PT;4151;202219;
PART-DEDTBR0-WAC;2200043;1;4;2;10000;100;KALINGGA JAYA, CV;4152;202104;
PART-DEDTBR0-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4153;202203;
PART-DEDTFLR1-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4154;202203;
PART-DEDTINR1-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4155;202203;
PART-DEDTJR0-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4156;202203;
PART-DEDTPCR0-WAC;2200043;1;4;2;10000;100;KALINGGA JAYA, CV;4157;202104;
PART-DEDTPCR0-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4158;202203;
PART-DEDTPRR0-WAC;2200043;1;4;2;10000;100;KALINGGA JAYA, CV;4159;202104;
PART-DEDTPRR0-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4160;202203;
PART-DEDTPSR0-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4161;202203;
PART-DEDTSHR1-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4162;202203;
PART-DEDTSPR1-WAC;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4163;202203;
PART-DHGFFR0-MO;2200070;1;4;2;10000;100;PRINTINDO UTAMA, PT;4164;202104;
PART-DHSMO-I31WLG;2200152;1;4;2;5000;100;KALINGGA JAYA PRIMA, PT;4165;202104;
PART-DMPASFS30-E;2200126;1;4;2;30000;100;DNP INDONESIA, PT;4166;202152;
PART-DNDCMR0-W;2200152;1;4;2;2000;100;KALINGGA JAYA PRIMA, PT;4167;202104;
PART-DPLGM-MO;2200152;1;4;2;3000;100;KALINGGA JAYA PRIMA, PT;4168;202201;
PART-DPRTM-MO;2200152;1;4;2;5000;100;KALINGGA JAYA PRIMA, PT;4169;202225;
PART-DPWCM-MO;2200152;1;4;2;3000;100;KALINGGA JAYA PRIMA, PT;4170;202104;
PART-DRYTER1-W;2200126;1;4;2;25000;100;DNP INDONESIA, PT;4171;202133;
PART-DUCLMFMO-I31WLG;2200152;1;4;2;5000;100;KALINGGA JAYA PRIMA, PT;4172;202104;
PART-DWLFMO-I31WLD;2200152;1;4;2;3000;100;KALINGGA JAYA PRIMA, PT;4173;202104;
PART-DWLFR1-MO;2200070;1;4;2;20000;100;PRINTINDO UTAMA, PT;4174;202204;
PART-DWSPTER1-W;2200072;1;4;2;20000;100;PURA BARUTAMA, PT (OFFSET);4175;202104;
PART-IRRPBSFT50R0-E;2200043;1;4;2;25000;100;KALINGGA JAYA, CV;4176;202126;
PART-IRRPBSFW50R0-E;2200013;1;4;2;10000;100;ASTI INDOGRAPH, PT;4177;202205;
PART-IRRPTEMLSR0-W;2200152;1;4;2;10000;100;KALINGGA JAYA PRIMA, PT;4178;202142;
PART-IRRPTJKLTSR0-OMG;2200152;1;4;2;500;100;KALINGGA JAYA PRIMA, PT;4179;202208;
PART-KBBIODR0-B;2306205;1;3;2;5000;100;SATYAMITRA KEMAS LESTARI, PT;4180;202202;
PART-KBBIOER0-B;2200007;1;3;2;1000;100;ALPO SEJAHTERA, PT;4181;202145;
PART-KBBS150R1-KMM24L;2200007;1;3;2;1000;100;ALPO SEJAHTERA, PT;4182;202104;
PART-KBBS50R1-KMM28L;2200007;1;3;2;1000;100;ALPO SEJAHTERA, PT;4183;202104;
PART-PSFIRRPTEMLSR0-W;2200152;1;2;2;35;100;KALINGGA JAYA PRIMA, PT;4184;202139;
PART-UBST30-T;2200037;1;6;2;8000;100;INDAH KENCANA, CV;4185;202148;
PART-UBT50-L;2200152;1;3;2;5000;100;KALINGGA JAYA PRIMA, PT;4186;202231;
PIP-ACSROSR0-W;2200025;1;15;2;10000;100;CHUNJING GLASS PRODUCTS CO.LTD;4187;202209;
PIP-ACSROSR0-W;2200113;1;15;2;10000;100;KARDINANG TRADING (HK) LIMITED;4188;202104;
PIP-ADCSFR0-W;2308295;1;14;2;20000;100;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;4189;202104;
PIP-DB20S-X;2306553;1;9;2;35000;1700;DERMA KEMAS TEJAHAKARA, PT;4190;202145;
PIP-DBMPASFS30-E;2306553;1;6;2;100000;1800;DERMA KEMAS TEJAHAKARA, PT;4191;;
PIP-DBNPSS40R0-E;2306553;1;6;2;30000;100;DERMA KEMAS TEJAHAKARA, PT;4192;202141;
PIP-DBT30S-T;2200025;1;10;2;10000;720;CHUNJING GLASS PRODUCTS CO.LTD;4193;202133;
PIP-DCDSW-ESW;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4194;202104;
PIP-DGS15-GG;2200151;1;15;2;314;314;FLYING DRAGON INTL INDUSTRY CO., LTD;4195;;
PIP-DRYAASW-ESW;2200119;1;15;2;30000;100;HANGZHOU SHUJIE PACKAGING CO., LTD;4196;202153;
PIP-DRYAASW-ESW;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4197;202153;
PIP-DSGG15R0-GG;2200151;1;14;2;30000;1080;FLYING DRAGON INTL INDUSTRY CO., LTD;4198;202144;
PIP-DWSEW-ESW;2200119;1;15;2;30000;100;HANGZHOU SHUJIE PACKAGING CO., LTD;4199;202153;
PIP-DWSEW-ESW;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4200;202153;
PIP-MUCHS-T;2200025;1;4;2;200;100;CHUNJING GLASS PRODUCTS CO.LTD;4201;202209;
PIP-MURYUMS30-W;2200025;1;4;2;200;200;CHUNJING GLASS PRODUCTS CO.LTD;4202;202140;
PIP-PSMUS20-OMG;2306553;1;6;2;400;400;DERMA KEMAS TEJAHAKARA, PT;4203;202207;
PITA-SPCSFR0-W;2300473;1;9;2;20000;100;ANUGERAH TOTAL SEJAHTERA, PT;4204;202109;
PLAS-DM55R0-W;2200098;1;3;2;50000;100;WIRA MANDIRI MAKMUR, PT;4205;202145;
PLAS-DM58R0-W;2200098;1;3;2;20000;100;WIRA MANDIRI MAKMUR, PT;4206;202203;
PLAS-DM60R0-W;2200098;1;3;2;50000;100;WIRA MANDIRI MAKMUR, PT;4207;202145;
PLAS-DMBOPMO-PVC0109;2200098;1;6;2;10000;10000;WIRA MANDIRI MAKMUR, PT;4208;202104;
PLAS-DMBOPR0-MO;2200098;1;3;2;10000;100;WIRA MANDIRI MAKMUR, PT;4209;202203;
PLAS-DMBOSC-3159;2200098;1;6;2;50000;10000;WIRA MANDIRI MAKMUR, PT;4210;202201;
PLAS-DMCLPFRR0-W;2200033;1;4;2;25000;100;FORMINDO PRIMA AGUNG, PT;4211;202120;
PLAS-DMCPR0-W;2200098;1;3;2;30000;60000;WIRA MANDIRI MAKMUR, PT;4212;202228;
PLAS-DMCTWCRP-P85;2200033;0.5;5;2;50000;36000;FORMINDO PRIMA AGUNG, PT;4213;202104;
PLAS-DMCTWCRP-P85;2200098;0.5;5;2;50000;36000;WIRA MANDIRI MAKMUR, PT;4214;202201;
PLAS-DMEESBO-WPVC;2200033;1;6;2;5000;100;FORMINDO PRIMA AGUNG, PT;4215;202104;
PLAS-DMESBOR0-E;2200098;1;3;2;20000;100;WIRA MANDIRI MAKMUR, PT;4216;202203;
PLAS-DMESBOR0-MO;2200098;1;3;2;50000;100;WIRA MANDIRI MAKMUR, PT;4217;202203;
PLAS-DMESBOR0-W;2200098;1;3;2;50000;100;WIRA MANDIRI MAKMUR, PT;4218;202104;
PLAS-DMESMO-PVC01051;2200098;1;6;2;20000;20000;WIRA MANDIRI MAKMUR, PT;4219;202104;
PLAS-DMEXEBK-WPVC;2200033;1;4;2;50000;100;FORMINDO PRIMA AGUNG, PT;4220;202104;
PLAS-DMISCEPR0-WPVC;2200033;1;5;2;15000;100;FORMINDO PRIMA AGUNG, PT;4221;202104;
PLAS-DML150-D62P;2200075;1;4;2;10000;10000;PUTRA MAS PERDANA;4222;202127;
PLAS-DMLPWNL-T01M115;2200075;1;4;2;10000;1000;PUTRA MAS PERDANA;4223;202104;
PLAS-DMRGFHR0-MO;2306641;1;4;2;10000;100;ADHINATA KARYA, PT;4224;202123;
PLAS-DMTWCEWNL-D608M;2200033;0.5;5;2;50000;36000;FORMINDO PRIMA AGUNG, PT;4225;202104;
PLAS-DMTWCEWNL-D608M;2200098;0.5;5;2;50000;36000;WIRA MANDIRI MAKMUR, PT;4226;202201;
PLAS-DMTWCLWNL-D5808;2200098;0.5;6;2;50000;100000;WIRA MANDIRI MAKMUR, PT;4227;202201;
PLAS-FPBCFBS20R0-W;2309183;1;4;2;30;100;SUPERNOVA FLEXIBLE PACKAGING, PT;4228;202134;
PLAS-MCPLPBR0-W;2200005;1;2;2;10000;100;ALFORM INDONESIA, PT;4229;202227;
PLAS-MCPSPFR0-W;2200005;1;2;2;15000;100;ALFORM INDONESIA, PT;4230;202104;
PLAS-PPBCFBS20R0-OPP;2200124;1;2;2;12000;100;ALPEN PERKASA, PT;4231;202134;
PLAS-SLBCPRR1-WOPP;2200107;1;3;2;250000;100;MARVELO TITAN INDOPAK, PT;4232;202104;
PLAS-SLLF6R0-W;2309183;1;6;2;140000;100;SUPERNOVA FLEXIBLE PACKAGING, PT;4233;202136;
PLAS-SPONWNLOPP-1WH0;2200138;1;8;2;50000;100;INTIKEMAS MAKMUR PERKASA, PT;4234;202104;
PLAS-VCBSS-EPET;2200084;1;3;2;50000;2400;SINAR GOLDSINDO, PT;4235;202204;
PLAS-VCEBPR0-W;2307355;1;2;2;200000;1000;NET PLASTIC PACKAGING, PT;4236;202104;
PLAS-VCEXBLSR0-W;2200084;1;4;2;50000;1200;SINAR GOLDSINDO, PT;4237;202215;
PLAS-VCEXLWMR0-W;2200084;1;3;2;75000;1200;SINAR GOLDSINDO, PT;4238;202205;
PLAS-VCGKR0-W;2200084;1;3;2;15000;100;SINAR GOLDSINDO, PT;4239;202122;
PLAS-VCLIPM-EPET;2200084;1;2;2;50000;100;SINAR GOLDSINDO, PT;4240;202109;
PLAS-VCLLCR0-W;2200084;1;2;2;50000;10000;SINAR GOLDSINDO, PT;4241;202104;
PLAS-VCLLFR0-W;2200084;1;2;2;50000;1000;SINAR GOLDSINDO, PT;4242;202204;
PLAS-VCLSAR0-W;2200084;1;3;2;75000;2400;SINAR GOLDSINDO, PT;4243;202104;
PLAS-VCPPLR0-W;2200084;1;3;2;75000;1000;SINAR GOLDSINDO, PT;4244;202205;
PLAS-VCSTKR0-W;2200084;1;3;2;30000;100;SINAR GOLDSINDO, PT;4245;202123;
PLAS-VCTKR1-W;2200084;1;6;2;10000;100;SINAR GOLDSINDO, PT;4246;202204;
PLAS-VCUVST3I1R0-W;2200084;1;4;2;100000;100;SINAR GOLDSINDO, PT;4247;202204;
PLAS-VCUVST3I1R1-W;2200084;1;4;2;100000;100;SINAR GOLDSINDO, PT;4248;202229;
PLAS-VCUVSTR0-W;2200084;1;2;2;100000;1700;SINAR GOLDSINDO, PT;4249;202204;
PLAS-VCUVSTR1-WPVC;2200084;1;2;2;100000;1700;SINAR GOLDSINDO, PT;4250;202204;
PLAS-VUVSBR0-W;2200084;1;2;2;50000;800;SINAR GOLDSINDO, PT;4251;202204;
PLU-BALMR1-WPE;2200032;1;17;2;24000;100;ESMIN CO., LTD.;4252;202104;
PLU-BB100N-;2200042;1;4;2;50000;12000;JAYATAMA SELARAS, PT;4253;202104;
PLU-BCBE6R0-W;2200151;1;15;2;250000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4254;202209;
PLU-BCLFR0-OMG;2200042;1;4;2;30000;30000;JAYATAMA SELARAS, PT;4255;;
PLU-BCMR0-EM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;4256;202206;
PLU-BCSPTE50R0-WLDHD;2200001;1;14;2;10000;100;A.BEST INTER PRODUCTS CO.,LTD;4257;202104;
PLU-BDMR0-MOPE;2200032;1;17;2;10000;100;ESMIN CO., LTD.;4258;202228;
PLU-BEMLCR0-W;2200044;1;6;2;300000;800;KEMAS INDAH MAJU, PT;4259;202104;
PLU-BG150LBLWNL-NTRL;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4260;202204;
PLU-BG150LFTRC-WNAT;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4261;202204;
PLU-BG150LFTWNL-NTRL;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4262;202204;
PLU-BG150LMCRC-WNAT;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4263;202104;
PLU-BG150LMCWNL-NTRL;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4264;202204;
PLU-BG150WSELG-WLD;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4265;202104;
PLU-BG150WSPBCG-WLD;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4266;202104;
PLU-BGMUCLT-W;2306553;1;15;2;400;400;DERMA KEMAS TEJAHAKARA, PT;4267;202214;
PLU-BHRPIT30-W;2200004;1;4;2;25000;666;ALBEA RIGID PACKAGING, PT;4268;202109;
PLU-BHRPIT30PSF-W;2200004;1;4;2;200;200;ALBEA RIGID PACKAGING, PT;4269;202216;
PLU-BL100NAT-ULDPE;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4270;202204;
PLU-BL200NAT-LDPE;2200028;1;4;2;90000;13680;DYNAPLAST, PT;4271;202219;
PLU-BLLS-ELD;2200006;1;16;2;20000;100;ALLEN & THOMAS CO.,LTD;4272;202104;
PLU-BNBO5-K;2306553;1;3;2;10000;765;DERMA KEMAS TEJAHAKARA, PT;4273;202104;
PLU-BRYTER0-WLDHD;2200001;1;14;2;5000;100;A.BEST INTER PRODUCTS CO.,LTD;4274;202352;
PLU-BS150HT-WLD;2200036;1;6;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4275;202204;
PLU-BS150OOFMWN-NTRL;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4276;202104;
PLU-BS150PT-WLD;2200036;1;6;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4277;202204;
PLU-BS150SBC-WLD;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4278;202204;
PLU-BS150SBT-WLD;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4279;202204;
PLU-BS50POOWNL-NTRLD;2200036;1;4;2;6300;6300;HIDAYAT PUTRA INDUSTRI, PT;4280;202204;
PLU-BSLAMR0-E;2200032;1;17;2;24000;100;ESMIN CO., LTD.;4281;202104;
PLU-BSLEL-WPE;2200032;1;17;2;24000;100;ESMIN CO., LTD.;4282;202104;
PLU-BTE40N-HDPE;2200042;1;4;2;20300;40000;JAYATAMA SELARAS, PT;4283;202104;
PLU-BTVEMR2-WPE;2200032;1;17;2;24000;100;ESMIN CO., LTD.;4284;202104;
PLU-BWSPTER0-WLDHD;2200001;1;14;2;5000;100;A.BEST INTER PRODUCTS CO.,LTD;4285;202104;
PLU-CASEWS45W-;2200006;1;10;2;20000;100;ALLEN & THOMAS CO.,LTD;4286;;
PLU-CDMM30R0-W;2305884;1;4;2;20000;5800;NATAMAS PLAST, PT;4287;202104;
PLU-CGKOC10R0-W;2306553;1;6;2;15000;100;DERMA KEMAS TEJAHAKARA, PT;4288;202133;
PLU-CLCMO-LDN;2200006;1;14;2;20000;100;ALLEN & THOMAS CO.,LTD;4289;202104;
PLU-CLVMR0-E;2200120;1;15;2;10000;10000;SHAMROCK (HK) LIMITED;4290;202208;
PLU-CSAHG50R0-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4291;202208;
PLU-CSAOC50R0-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4292;202208;
PLU-CSET125-W;2305884;1;4;2;10000;375;NATAMAS PLAST, PT;4293;202111;
PLU-CSRRC50R0-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4294;202208;
PLU-CTKBE10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4295;202209;
PLU-CTKHG10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4296;202209;
PLU-CTKRC10R0-W;2306553;1;6;2;15000;100;DERMA KEMAS TEJAHAKARA, PT;4297;202133;
PLU-DGS15-GG;2200151;1;15;2;216;216;FLYING DRAGON INTL INDUSTRY CO., LTD;4298;;
PLU-ELMFR0-W;2200028;1;4;2;50000;912;DYNAPLAST, PT;4299;202219;
PLU-EXBLSR0-W;2200163;1;10;2;10000;10000;HUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.;4300;202212;
PLU-EXLWMR0-W;2200120;1;11;2;100000;30000;SHAMROCK (HK) LIMITED;4301;202139;
PLU-FROZZ100R0-W;2200004;1;4;2;20000;5400;ALBEA RIGID PACKAGING, PT;4302;202108;
PLU-HRDADGR0-W;2200028;1;4;2;50000;5120;DYNAPLAST, PT;4303;202104;
PLU-HRIT100R0-W;2200004;1;8;2;10000;5400;ALBEA RIGID PACKAGING, PT;4304;202104;
PLU-HRMRNGR0-W;2200028;1;4;2;60000;5120;DYNAPLAST, PT;4305;202201;
PLU-IBBM1R0-WPEN;2200032;1;17;2;50000;100;ESMIN CO., LTD.;4306;202104;
PLU-IBBM2R0-WPEN;2200032;1;17;2;50000;100;ESMIN CO., LTD.;4307;202104;
PLU-JC20;2200057;1;4;2;102;102;MITRA MAKMUR DWIJAYA,PT;4308;202209;
PLU-JC2LNHDPE-;2200064;1;4;2;2000;24;NUSA PLAST, PT;4309;202104;
PLU-JCK2L-X;2200051;1;2;2;1000;100;LYHOCK BATAVIA PLASTIC, PT;4310;202104;
PLU-LDC30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;4311;202104;
PLU-LDG30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;4312;202201;
PLU-LFT125-W;2305884;1;4;2;75000;375;NATAMAS PLAST, PT;4313;202210;
PLU-LIWMR0-MO;2307799;1;14;2;20000;100;HCP PACKAGING HONG KONG, LTD;4314;202108;
PLU-LNC30RLR0-W;2305884;0.5;4;2;50000;600;NATAMAS PLAST, PT;4315;202104;
PLU-LNC30RLTM-W;2200093;0.5;5;2;50000;2800;TIGERMANDIRI PRATAMA, PT;4316;202104;
PLU-MUACNS-W;2306553;1;2;2;50;50;DERMA KEMAS TEJAHAKARA, PT;4317;202133;
PLU-MUCHS1-T;2200025;1;4;2;200;100;CHUNJING GLASS PRODUCTS CO.LTD;4318;202209;
PLU-MUQB30F-B;2200160;1;12;2;400;400;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;4319;202233;
PLU-MURYUMS30-W;2200025;1;4;2;200;200;CHUNJING GLASS PRODUCTS CO.LTD;4320;202140;
PLU-NPMR0-E;2309980;1;8;2;22250;22250;ZHUHAI SHENGHUI PLASTIC PRODUCTS CO.,LTD;4321;202224;
PLU-P2IN1SM-E;2200093;1;5;2;10080;630;TIGERMANDIRI PRATAMA, PT;4322;202104;
PLU-PAISM30R1-EPP;2305884;1;2;2;20000;1200;NATAMAS PLAST, PT;4323;202201;
PLU-PBG30S-T;2200025;1;10;2;10000;720;CHUNJING GLASS PRODUCTS CO.LTD;4324;202133;
PLU-PCDSM30R1-WNP;2305884;1;4;2;20000;5800;NATAMAS PLAST, PT;4325;202210;
PLU-PCDWM30R0-W;2305884;1;6;2;20000;900;NATAMAS PLAST, PT;4326;202201;
PLU-PCM7R0-W;2200032;1;17;2;24000;100;ESMIN CO., LTD.;4327;202129;
PLU-PELCFLF-WLD;2200093;1;4;2;10000;250;TIGERMANDIRI PRATAMA, PT;4328;202104;
PLU-PGCSBANCR0-W;2200028;1;4;2;25000;5120;DYNAPLAST, PT;4329;202201;
PLU-PGCSBDCR0-W;2200028;1;4;2;25000;5120;DYNAPLAST, PT;4330;202201;
PLU-PGCSRDGR0-W;2200028;1;4;2;25000;5120;DYNAPLAST, PT;4331;202201;
PLU-PGCUVCM20R0-BL;2200160;1;12;2;10000;50000;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;4332;202234;
PLU-PGRDR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4333;202208;
PLU-PGRNR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4334;202208;
PLU-PGRY30R1-W;2200028;1;4;2;25000;5120;DYNAPLAST, PT;4335;202127;
PLU-PGSDR0-W;2310113;1;18;2;100000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;4336;202203;
PLU-PGSNR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4337;202208;
PLU-PLDC30RC-WPP;2200093;1;5;2;12000;100;TIGERMANDIRI PRATAMA, PT;4338;202208;
PLU-PLNC30RC-WPP;2200093;1;5;2;12000;100;TIGERMANDIRI PRATAMA, PT;4339;202208;
PLU-PPBLANCT-X;2305884;1;4;2;75000;375;NATAMAS PLAST, PT;4340;202104;
PLU-PSFCLVMR0-E;2200120;1;3;2;400;400;SHAMROCK (HK) LIMITED;4341;202207;
PLU-PSSO10R0-B/LB;2308295;1;8;2;200;200;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;4342;202148;
PLU-RYDC30-WTMP;2200093;1;4;2;10000;160;TIGERMANDIRI PRATAMA, PT;4343;202203;
PLU-RYNC30-WDP;2200093;1;4;2;10000;160;TIGERMANDIRI PRATAMA, PT;4344;202212;
PLU-RYNC30-WTMP;2200093;1;4;2;10000;160;TIGERMANDIRI PRATAMA, PT;4345;202203;
PLU-RYTE50R0-WLDHD;2200001;1;14;2;10000;10000;A.BEST INTER PRODUCTS CO.,LTD;4346;202206;
PLU-SO10R0-B;2308295;1;10;2;10000;768;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;4347;202223;
PLU-TLC03GBR0-E;2305700;1;16;2;25000;100;UDN INTERNATIONAL INC.,;4348;202104;
PLU-TLC04SCR0-E;2305700;1;16;2;25000;100;UDN INTERNATIONAL INC.,;4349;202104;
PLU-TLC05SUR0-E;2305700;1;16;2;25000;100;UDN INTERNATIONAL INC.,;4350;202104;
PLU-TMUM1EM-E;2200006;1;4;2;2904;100;ALLEN & THOMAS CO.,LTD;4351;;
PLU-TMUM2M-E;2200006;1;4;2;1452;100;ALLEN & THOMAS CO.,LTD;4352;;
PLU-TMUM3C-E;2200006;1;4;2;2904;100;ALLEN & THOMAS CO.,LTD;4353;;
PLU-TMUM4LM-E;2200006;1;4;2;1452;100;ALLEN & THOMAS CO.,LTD;4354;;
PLU-TMUM5LG-E;2200006;1;6;2;2904;100;ALLEN & THOMAS CO.,LTD;4355;202108;
PLU-UVSWRR0-W;2200028;1;4;2;60000;912;DYNAPLAST, PT;4356;202201;
PLU-WBPGS20-OMG;2306553;1;14;2;100000;30000;DERMA KEMAS TEJAHAKARA, PT;4357;202217;
PLUG-IPEXPPLR0-W;2200148;1;10;2;30000;30000;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;4358;202139;
PLUG-IPPSFEXPPLR0-W;2200148;1;2;2;500;100;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;4359;202129;
PLUG-IPPSTEPLR0-E;2200148;1;3;2;200;200;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;4360;;
PLUG-IPTEPLR0-E;2200148;1;11;2;30000;30000;NINGBO JIELI COSMETICAL PACKAGE CO.,LTD;4361;;
PO-BOPMOCM04-21P;2200094;1;5;2;6000;1000;TJIA AGUSTINO, BAPAK;4362;202104;
PO-CCFCMO-16T1P;2200094;1;4;2;5000;1000;TJIA AGUSTINO, BAPAK;4363;202104;
PO-ESPR0-MOPE;2200094;1;4;2;5000;1000;TJIA AGUSTINO, BAPAK;4364;202104;
PO-ETWCW-951KP;2200094;1;4;2;50000;1000;TJIA AGUSTINO, BAPAK;4365;202208;
PO-MUKSEW6033-T1PTH;2200094;1;2;2;1000;1000;TJIA AGUSTINO, BAPAK;4366;202104;
PO-TWCMOC105-9288T1P;2200094;1;4;2;50000;1000;TJIA AGUSTINO, BAPAK;4367;202208;
POT-2IN1SMR0-E;2200093;1;5;2;10000;330;TIGERMANDIRI PRATAMA, PT;4368;202208;
POT-AISM30R1-EPP;2305884;1;2;2;20000;600;NATAMAS PLAST, PT;4369;202210;
POT-C115PP--P;2200031;1;4;2;10150;290;ERA VINICE NUSANTARA, PT;4370;202152;
POT-C30MPR3W-PPPW;2200093;1;4;2;10000;336;TIGERMANDIRI PRATAMA, PT;4371;202104;
POT-CDMM30R0-W;2305884;1;4;2;20000;726;NATAMAS PLAST, PT;4372;202210;
POT-CDSM30R1-WNP;2305884;1;4;2;20000;726;NATAMAS PLAST, PT;4373;202210;
POT-CDWM30R0-W;2305884;1;6;2;10000;300;NATAMAS PLAST, PT;4374;202229;
POT-CGKOC10R0-W;2306553;1;6;2;15000;100;DERMA KEMAS TEJAHAKARA, PT;4375;202133;
POT-CMPR0-W;2200120;1;14;2;25000;100;SHAMROCK (HK) LIMITED;4376;202104;
POT-CSAHG50R0-W;2200093;1;8;2;10080;160;TIGERMANDIRI PRATAMA, PT;4377;202104;
POT-CSAHG50R1-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4378;202208;
POT-CSAOC50R1-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4379;202208;
