"Product/Internal Reference","Product/Product Name","Location","Lot/Serial Number","Inventoried Quantity","Reserved Quantity","Unit of Measure"
"PARF-FW501-X","PRF1-AFF","JTK 6/Stock/RM/GD-AC-A3","GBMJTK6/JG25114","49925.53","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JG27037","49.97839","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JG27051","19.98091","0.0","kg"
"THIC-RMGSO4-X","SLT3-ABA","JTK 6/Stock/RM/DA-04B2","GBMJTK6/JG28066","24961.0","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JG22007","9.97655","0.0","kg"
"EMUL-ESPL-X","EMS1-ADA","JTK 6/Stock/RM/GOR-B-18","GBMJTK6/JG28003","25.0","0.0","kg"
"EMUL-KF68-X","SLC1-ADF","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JG27116","31771.46","0.0","g"
"EMUL-KF68-X","SLC1-ADF","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JG27115","31954.69","0.0","g"
"EMUL-KF68-X","SLC1-ADF","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JG27105","15954.69","0.0","g"
"EMU-ISST-X","EMO1-AFG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JF21153","9957.69","0.0","g"
"PARF-SPFXTV-X","PRF1-AHE","JTK 6/Stock/RM/GD-AC-PAL-02","GBMJTK6/JG28086","24955.86","2.28794760914752e-12","g"
"PARF-AMSKLG-X","PRF1-AJJ","JTK 6/Stock/RM/GD-AC-PAL-02","GBMJTK6/JG28087","24.93687","0.0","kg"
"PARF-LVDLVLY-X","PRF1-BJBDC","JTK 6/Stock/RM/GD-AC-PAL-02","GBMJTK6/JG28088","24.92215","0.0","kg"
"PARF-PCGD2SG-X","PRF1-BEAAI","JTK 6/Stock/RM/GD-AC-PAL-02","GBMJTK6/JG28085","49.94848","0.0","kg"
"EXTR-PTHXCLND-X","WBE1-ACE","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JG18113","0.00420999999999871","0.0","kg"
"ACTI-MRV-X","AAG1-ABB","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/JG22015","9946.43","0.0","g"
"TITA-C-STCR5-K","PWD3-ACG","JTK 6/Stock/RM/AA-08A2","GBMJTK6/JG28113","259976.41","0.0","g"
"PROP-PPGULD-X","MST1-ABJ","JTK 6/Stock/RM/GOR-D-50","GBMJTK6/JG29017","645000.0","0.0","g"
"PROP-PPGULD-X","MST1-ABJ","JTK 6/Stock/RM/GOR-D-50","GBMJTK6/JG29018","214943.42","0.0","g"
"EM-E3201M-X","CLR3-WHT-AAI","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG29082","0.0099999998928979","0.0","g"
"WARN-CMGT-","CLR3-VLT-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC01024","14889.78","0.0","g"
"PROP-PPGULD-X","MST1-ABJ","JTK 6/Stock/RM/GOR-D-43","GBMJTK6/JG29017","860000.0","0.0","g"
"SILI-BDP-X","SLC1-ACG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG19009","104944.45","0.0","g"
"GARA-VCNI-X","SLT3-AAE","JTK 6/Stock/RM/GOR-C-10","GBMJTK6/JG29007","200000.0","0.0","g"
"SILI-MCMA-X","SLC1-BGADC","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JF28041","175.0","1.45591871891781e-13","kg"
"WAX-KHWX6700-X","WAX3-ACD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG12108","14968.28","0.0","g"
"EMU-EML-X","EMO1-AHB","JTK 6/Stock/RM/GOR-C-47","GBMJTK6/JE10140","166941.0","0.0","g"
"PARF-LF52MF-X","PRF1-AJAAJ","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JG29138","1.96785","0.0","kg"
"PARF-LF52MF-X","PRF1-AJAAJ","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JG29137","7.96785","0.0","kg"
"EXTR-PEPGLYE-X","WBE1-ABH","JTK 6/Stock/RM/GOR-A-29","GBMJTK6/JG29109","49940.98","0.0","g"
"PARF-WT155-","PRF1-ABC","JTK 6/Stock/RM/GD-AC-A2","GBMJTK6/JG25115","24924.05","0.0","g"
"SCRU-STRPD-X","VES3-AAE","JTK 6/Stock/RM/GD-AC-B3","GBMJTK6/JG22075","9.97191","0.0","kg"
"ACTI-APSC-X","WHT1-AAF","JTK 6/Stock/RM/BA-01C1","GBMJTK6/JG22144","16957.92","0.0","g"
"WARN-S12RN217--K","CLR3-RED-AAG","JTK 6/Stock/RM/CA-04B1","GBMJTK6/JG26152","39895.46","0.0","g"
"CLAY-KAOSRG-X","PWD3-AKABH","JTK 6/Stock/RM/Release-RM","GBMJTK6/JC18002","1e-05","0.0","kg"
"CLAY-KAOSRG-X","PWD3-AKABH","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG13011","0.00408999999999082","0.0","kg"
"HDRL-GLDWBZ-X","HRC1-ABA","JTK 6/Stock/RM/GOR-A-23","GBMJTK6/JG28007","24930.82","0.0","g"
"POLY-M-MP27-K","PWD3-ADA","JTK 6/Stock/RM/AA-09B2","GBMJTK6/JH01048","40000.0","0.0","g"
"EMU-INDOH100-","RHM1-AAB","JTK 6/Stock/RM/BA-08A1","GBMJTK6/JH01050","25000.0","0.0","g"
"EMU-INDOH100-","RHM1-AAB","JTK 6/Stock/RM/BA-08A1","GBMJTK6/JH01049","10000.0","0.0","g"
"EMU-PS-","EMO1-ABG","JTK 6/Stock/RM/GOR-A-25","GBMJTK6/JH01052","25000.0","0.0","g"
"ACTI-TZP48-X","PRV1-ABF","JTK 6/Stock/RM/GOR-A-24","GBMJTK6/JG27176","39949.09","0.0","g"
"WARN-ALRED-X","CLR3-RED-ACF","JTK 6/Stock/RM/BA-02C1","GBMJTK6/JG27073","986.57","0.0","g"
"EMU-LPNT-X","EMO1-AEA","JTK 6/Stock/RM/GOR-A-19","GBMJTK6/JH01054","24931.32","0.0","g"
"EXTR-PCTGJ-X","OBW1-ABJ","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JG25099","0.97936","0.0","kg"
"SERI-CSF-X","PWD3-AGJ","JTK 6/Stock/RM/GOR-B-25","GBMJTK6/JH01060","40000.0","0.0","g"
"WARN-BLCK3AS-X","CLR3-BLK-AAI","JTK 6/Stock/RM/GG-D1-05","GBMJTK6/JH01018","19960.04","0.0","g"
"WAX-SP422-X","WAX3-ADB","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG11074","9982.71","0.0","g"
"SILI-D5225F-X","SLC1-ACB","JTK 6/Stock/RM/GOR-B-01","GBMJTK6/JH02007","800000.0","0.0","g"
"KATI-JGRC14-X","RHM3-ACJ","JTK 6/Stock/RM/FA-01B2","GBMJTK6/JH02237","100000.0","0.0","g"
"SILI-D5225F-X","SLC1-ACB","JTK 6/Stock/RM/GOR-B-07","GBMJTK6/JH02007","200000.0","0.0","g"
"SILI-DCF-ID-X","FFM1-AAE","JTK 6/Stock/RM/GOR-E-27","GBMJTK6/JH02013","30000.0","0.0","g"
"EMU-BE1-X","EMO1-AFH","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JH02029","15815.65","0.0","g"
"BENT-38V-X","RHM3-ADI","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JH02033","9972.34","0.0","g"
"EMU-CTL3-X","EMO1-AGD","JTK 6/Stock/RM/GOR-A-25","GBMJTK6/JH02053","15841.12","1.79767312147305e-12","g"
"EMU-CTL3-X","EMO1-AGD","JTK 6/Stock/RM/GOR-A-25","GBMJTK6/JH02035","15841.12","0.0","g"
"ACTI-ECTC-X","APL3-AAC","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JH02049","3981.75","0.0","g"
"SILI-BEGAEIB-X","SLC2-BAAAG","JTK 6/Stock/RM/GOR-A-10","GBMJTK6/JH02043","179.92012","0.0","kg"
"SERI-202LL-X","PWD3-AGH","JTK 6/Stock/RM/EA-08A2","GBMJTK6/JH02038","20000.0","0.0","g"
"SERI-202LL-X","PWD3-AGH","JTK 6/Stock/RM/EA-08A2","GBMJTK6/JH02037","20000.0","0.0","g"
"POWD-TGHD-X","PWD3-AHF","JTK 6/Stock/RM/GOR-F-08","GBMJTK6/JH02030","124.98081","0.0","kg"
"SILI-DCF-ID-X","FFM1-AAE","JTK 6/Stock/RM/GOR-E-27","GBMJTK6/JH02011","60000.0","0.0","g"
"SILI-DCF-ID-X","FFM1-AAE","JTK 6/Stock/RM/GOR-E-27","GBMJTK6/JH02012","44949.54","0.0","g"
"SILI-SRSPD72-X","SLC2-AJAAI","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JH02118","35.9306","0.0","kg"
"THIC-NDXTP-X","RHM3-AGB","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JH02085","9978.83","0.0","g"
"PARF-FOMOD-X","PRF1-CBACI","JTK 6/Stock/RM/GD-AC-PAL-03","GBMJTK6/JF30011","24.95","0.0","kg"
"PARF-FW501-X","PRF1-AFF","JTK 6/Stock/RM/GD-AC-A1","GBMJTK6/JH01072","49955.78","0.0","g"
"FLMR-5760-X","FFM1-AAF","JTK 6/Stock/RM/GOR-A-24","GBMJTK6/JH02157","24958.89","0.0","g"
"MERQ-MQ550PP-X","HRC1-AAH","JTK 6/Stock/RM/GOR-D-03","GBMJTK6/JH02112","200000.0","0.0","g"
"SERI-OT2SFSE-","PWD3-AAJ","JTK 6/Stock/RM/AA-06B2","GBMJTK6/JH02220","79981.57","0.0","g"
"WAX-CW--K","WAX3-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JH02105","4975.92","0.0","g"
"EMU-5418V-X","EMO1-ADA","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JH02210","15950.52","0.0","g"
"WARN-CLOSG--K","CLR3-YLW-AAE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE31113","14976.22","0.0","g"
"TITA-CROTS-X","PWD3-AEC","JTK 6/Stock/RM/DA-05A2","GBMJTK6/JH02154","274965.72","0.0","g"
"COSM-43V--K","DSP1-AAD","JTK 6/Stock/RM/GOR-A-35","GBMJTK6/JH02223","16000.0","0.0","g"
"SURF-DIAK-X","SRF1-ABH","JTK 6/Stock/RM/GOR-A-04","GBMJTK6/JH02221","67.9068","0.0","kg"
"EMU-5418V-X","EMO1-ADA","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JH02209","15950.52","0.0","g"
"SILI-BEL803-X","SLC3-AAI","JTK 6/Stock/RM/BA-05B1","GBMJTK6/JF28037","153986.63","0.0","g"
"STA--C18-K","WAX3-ABE","JTK 6/Stock/RM/GOR-C-22","GBMJTK6/JH03131","300000.0","0.0","g"
"WARN-UB902-X","CLR3-BLK-AAF","JTK 6/Stock/RM/GG-F1-08","GBMJTK6/JH01058","19889.99","0.0","g"
"COSM-CM8-X","EMS1-ACG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE18009","13925.61","0.0","g"
"EMUL--S660352-K","EMS1-AAD","JTK 6/Stock/RM/GG-D1-08","GBMJTK6/HA16066","20800.0","0.0","g"
"EDT-B--K","CHE3-AAB","JTK 6/Stock/RM/BA-05A1","GBMJTK6/JH03127","49978.44","0.0","g"
"EMU-CSAL-X","EMO3-AAD","JTK 6/Stock/RM/CA-01B2","GBMJTK6/JH04027","99980.68","0.0","g"
"POLY-M-MP27-K","PWD3-ADA","JTK 6/Stock/RM/AA-09A2","GBMJTK6/JH03074","139977.2","0.0","g"
"PENG-NPGEHP-X","PRV1-BBABG","JTK 6/Stock/RM/GOR-E-12","GBMJTK6/JH03062","249.93432","0.0","kg"
"SILI-SSEM105-X","EMS1-ABI","JTK 6/Stock/RM/GOR-E-05","GBMJTK6/JH03135","540000.0","0.0","g"
"OZO-OZO-","WAX3-AAJ","JTK 6/Stock/RM/BA-06B2","GBMJTK6/JH02092","19980.2","0.0","g"
"GLUZ-GLUZ-","SLT3-AAB","JTK 6/Stock/RM/FA-10B1","GBMJTK6/JH02095","19973.18","0.0","g"
"GLUZ-GLUZ-","SLT3-AAB","JTK 6/Stock/RM/FA-10B1","GBMJTK6/JH02108","19975.14","0.0","g"
"PENG-PHC-X","PRV1-ABD","JTK 6/Stock/RM/GOR-E-14","GBMJTK6/JH02096","99939.95","0.0","g"
"PENG-PHC-X","PRV1-ABD","JTK 6/Stock/RM/GOR-E-14","GBMJTK6/JH02097","25000.0","0.0","g"
"SERI-A790TS-X","PWD3-ABH","JTK 6/Stock/RM/DA-02A2","GBMJTK6/JH02109","39988.63","0.0","g"
"SERI-A790TS-X","PWD3-ABH","JTK 6/Stock/RM/DA-02A2","GBMJTK6/JH02098","39987.2","0.0","g"
"TITA-C-STCR5-K","PWD3-ACG","JTK 6/Stock/RM/AA-08A1","GBMJTK6/JH04080","140000.0","0.0","g"
"PEN-EUXK900-X","PRV1-ABC","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JH03089","9947.46","0.0","g"
"PARF-CWGT-X","PRF1-BIBAE","JTK 6/Stock/RM/GD-AC-PAL-01","GBMJTK6/JH04062","0.000209999999995603","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-11","GBMJTK6/JH03008","9.97922","0.0","kg"
"SILI-SSEM105-X","EMS1-ABI","JTK 6/Stock/RM/GOR-B-56","GBMJTK6/JH03135","540000.0","0.0","g"
"MEA-BASF--DRUM","SRF1-AAG","JTK 6/Stock/RM/GOR-E-52","GBMJTK6/JH03079","209942.63","2.44000375460018e-11","g"
"WARN-TOA403-KF","CLR3-BRW-AAC","JTK 6/Stock/RM/GG-D-02","GBMJTK6/JH02107","24987.23","0.0","g"
"WARN-FW108S-X","CLR3-WHT-AAF","JTK 6/Stock/RM/GG-D-02","GBMJTK6/JH02089","24986.08","0.0","g"
"WARN-FW108S-X","CLR3-WHT-AAF","JTK 6/Stock/RM/GG-D-02","GBMJTK6/JH02090","24987.82","0.0","g"
"WARN-IRGLS-X","CLR3-WHT-AAG","JTK 6/Stock/RM/GG-D-02","GBMJTK6/JH02099","24985.28","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-D-02","GBMJTK6/JH02111","174987.47","0.0","g"
"PARS-1789-","SCR3-AAB","JTK 6/Stock/RM/GG-F1-06","GBMJTK6/JH03082","39983.2","0.0","g"
"WARN-R7EL-X","CLR3-RED-ACB","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JH03134","12490.34","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JH02093","99989.56","0.0","g"
"WARN-C335138--K","CLR3-RED-AAC","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JH02100","24979.84","0.0","g"
"WARN-C335138--K","CLR3-RED-AAC","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JH02117","49979.44","0.0","g"
"WARN-C335138--K","CLR3-RED-AAC","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JH02116","149979.28","0.0","g"
"WARN-C19012-DCR6-K","CLR3-RED-AAJ","JTK 6/Stock/RM/GG-I1-01","GBMJTK6/JH02106","24986.0","0.0","g"
"WARN-C19012-DCR6-K","CLR3-RED-AAJ","JTK 6/Stock/RM/GG-I1-01","GBMJTK6/JH02115","49978.48","0.0","g"
"SURF-EC702C-X","SRF2-BCACA","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH05035","159.9251","0.0","kg"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH05077","99988.24","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH05066","24989.62","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JH05064","274988.53","0.0","g"
"SURF-DIAK-X","SRF1-ABH","JTK 6/Stock/RM/CA-06A2","GBMJTK6/JH04135","16.97061","0.0","kg"
"WAX-WHPRWT-X","WAX3-BCACH","JTK 6/Stock/RM/Repack-RM","GBMJTK6/II15154","10.0","0.0","kg"
"ALAN--AK-K","SAI3-AAB","JTK 6/Stock/RM/CA-04A2","GBMJTK6/JH04125","74981.91","4.09627887165698e-12","g"
"EMU-NL1P-X","EMO1-AEB","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JH04117","30000.0","0.0","g"
"EMU-NL1P-X","EMO1-AEB","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JH04118","15000.0","0.0","g"
"PERF-PL-","WAX3-ABB","JTK 6/Stock/RM/CA-07B1","GBMJTK6/JH05063","24969.07","0.0","g"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B1","GBMJTK6/JH05060","9.95921","0.0","kg"
"TOSP-2000B-X","PWD3-AEB","JTK 6/Stock/RM/DA-01B2","GBMJTK6/JH04073","19972.63","0.0","g"
"WARN-RED6LM4-X","CLR3-RED-ABI","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG19010","1340.0","0.0","g"
"ACTM-CTLA-X","WBE1-AAH","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JH02234","20964.96","0.0","g"
"ACTM-CTLA-X","WBE1-AAH","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JH02229","3964.96","0.0","g"
"RHEO-PRTT2-X","PWD3-ADJ","JTK 6/Stock/RM/EA-09B2","GBMJTK6/JH02216","10000.0","0.0","g"
"ACTI-AICE06-X","MST1-BIAJJ","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JH02227","34.93859","0.0","kg"
"SILI-SP105-X","SLC3-AAJ","JTK 6/Stock/RM/DA-06B2","GBMJTK6/JH02145","44990.78","0.0","g"
"MATS-MCM100-X","PWD3-ADF","JTK 6/Stock/RM/EA-09A2","GBMJTK6/JH05005","49979.91","0.0","g"
"SUNS-TNSM-X","SCR1-ABA","JTK 6/Stock/RM/GOR-A-30","GBMJTK6/JH04065","100.0","0.0","kg"
"ACTI-RBN-X","SAI1-AAF","JTK 6/Stock/RM/GOR-E-17","GBMJTK6/JH04070","19933.9","0.0","g"
"EMAL---K","SRF3-AAB","JTK 6/Stock/RM/FA-02B1","GBMJTK6/JH04010","59981.35","0.0","g"
"THIC-RMGSO4-X","SLT3-ABA","JTK 6/Stock/RM/DA-04B2","GBMJTK6/JH04071","49963.37","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JH04078","35953.18","0.0","g"
"NIKK-EP30-X","PWD3-CCAEJ","JTK 6/Stock/RM/GOR-A-07","GBMJTK6/JD14075","39.97901","0.0","kg"
"SILI-DC749--X","FFM1-AAD","JTK 6/Stock/RM/GOR-C-09","GBMJTK6/JH05002","199936.78","20000.0","g"
"EXTR-CNDWLHB-X","ACN1-AAB","JTK 6/Stock/RM/GD-AC-C3","GBMJTK6/JH03087","17960.05","0.0","g"
"BIO-HYAL-BIL","MST3-AAB","JTK 6/Stock/RM/GD-AC-C6","GBMJTK6/JH03085","6200.0","0.0","g"
"WARN-S12RN217--K","CLR3-RED-AAG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JD19053","14972.62","0.0","g"
"SILI-1640RSN-X","SLC3-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE17136","18767.46","0.0","g"
"HALL-BHB-X","EMO1-ADB","JTK 6/Stock/RM/GOR-C-50","GBMJTK6/JH08013","379941.12","0.0","g"
"POLY-MICOJ400-","HRC3-AAB","JTK 6/Stock/RM/GOR-B-21","GBMJTK6/JH08011","40000.0","0.0","g"
"POLY-MICOJ400-","HRC3-AAB","JTK 6/Stock/RM/GOR-B-21","GBMJTK6/JH08012","19977.39","0.0","g"
"EUTA-G-X","EMO1-AAE","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG28006","110939.65","15000.0","g"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B1","GBMJTK6/JH05058","69.95921","0.0","kg"
"PARF-L162--K","PRF1-AAF","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JH05137","1960.65","0.0","g"
"MICA-SYR1F-X","PWD3-AFJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/HL07118","14000.0","0.0","g"
"BENT-BGISDV-X","RHM2-AAB","JTK 6/Stock/RM/GOR-E-51","GBMJTK6/JH09003","79954.32","22000.0","g"
"BENT-BGISDV-X","RHM2-AAB","JTK 6/Stock/RM/GOR-E-51","GBMJTK6/JH09004","159946.64","0.0","g"
"BENT-BGISDV-X","RHM2-AAB","JTK 6/Stock/RM/GOR-E-51","GBMJTK6/JH09002","69956.93","0.0","g"
"SILI-1202-","SLC1-ABA","JTK 6/Stock/RM/GOR-C-56","GBMJTK6/JH04104","572948.85","0.0","g"
"SILI-CES1104-X","SLC2-AAC","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH03071","63957.01","0.0","g"
"SILI-CES1104-X","SLC2-AAC","JTK 6/Stock/RM/GOR-E-26","GBMJTK6/JH03072","15957.01","0.0","g"
"SILI-SSEM105-X","EMS1-ABI","JTK 6/Stock/RM/GOR-E-09","GBMJTK6/JH03135","179939.5","0.0","g"
"SEPI-SPMXZ-X","RHM3-ADB","JTK 6/Stock/RM/DA-07A2","GBMJTK6/JH05010","11990.13","2.19912976717751e-12","g"
"EMU-MTV6-X","EMO1-AEI","JTK 6/Stock/RM/DA-02B2","GBMJTK6/JH05022","49978.94","0.0","g"
"WARN-C196619-R6-K","CLR3-RED-AAE","JTK 6/Stock/RM/GG-H1-09","GBMJTK6/JH05061","24989.36","0.0","g"
"EXTR-ALVGE-X","WBE1-AAJ","JTK 6/Stock/RM/GOR-A-28","GBMJTK6/JH08085","49939.4","0.0","g"
"SILD--SI5H52D-K","PWD3-ACD","JTK 6/Stock/RM/AA-03B1","GBMJTK6/JH04131","9986.77","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JH04089","59879.19","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JH04088","59988.72","0.0","g"
"MATR-3000-X","AAG1-AAD","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JH01078","9941.15","0.0","g"
"MATR-3000-X","AAG1-AAD","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JH01076","9941.15","0.0","g"
"MATR-3000-X","AAG1-AAD","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JH01077","59934.45","0.0","g"
"MATS-MCM100-X","PWD3-ADF","JTK 6/Stock/RM/EA-09A2","GBMJTK6/JH09090","25000.0","0.0","g"
"WAX-CTHRFL-X","WAX3-AJAAC","JTK 6/Stock/RM/GOR-E-33","GBMJTK6/JH05084","19.98618","0.0","kg"
"WARN-R7EL-X","CLR3-RED-ACB","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JF15088","4985.69","0.0","g"
"OZO-OZO-","WAX3-AAJ","JTK 6/Stock/RM/BA-06B2","GBMJTK6/JH09016","19982.6","0.0","g"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B1","GBMJTK6/JH09020","9.95147","0.0","kg"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B1","GBMJTK6/JH09030","179.95147","0.0","kg"
"GLUZ-GLUZ-","SLT3-AAB","JTK 6/Stock/RM/FA-10B1","GBMJTK6/JH09017","59975.21","0.0","g"
"CARB-UT20-X","RHM3-AAC","JTK 6/Stock/RM/FA-08B1","GBMJTK6/JH09023","20000.0","20000.0","g"
"ACTI-HFG-X","EMO1-AHD","JTK 6/Stock/RM/GOR-E-19","GBMJTK6/JH09072","24927.9","0.0","g"
"PWD-SYS-X","PWD3-AHI","JTK 6/Stock/RM/DA-03B1","GBMJTK6/JH09010","49.98639","0.0","kg"
"OIL-ORJVA-X","OBW1-AAE","JTK 6/Stock/RM/EA-01B1","GBMJTK6/JG20049","177468.09","0.0","g"
"OIL-ORJVA-X","OBW1-AAE","JTK 6/Stock/RM/EA-01B1","GBMJTK6/JG20050","26968.09","0.0","g"
"TITA-OTS2CR50-","PWD3-ABA","JTK 6/Stock/RM/AA-05B1","GBMJTK6/JH09182","39969.9","0.0","g"
"TITA-OTS2CR50-","PWD3-ABA","JTK 6/Stock/RM/AA-05B1","GBMJTK6/JH09180","59977.12","20000.0","g"
"OIL-ORJVA-X","OBW1-AAE","JTK 6/Stock/RM/EA-01B2","GBMJTK6/JH10048","62951.47","0.0","g"
"EMUL-WFASA-X","EMS3-BEABE","JTK 6/Stock/RM/GG-E-07","GBMJTK6/JH08073","99.9999999999999","0.0","kg"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-E1-09","GBMJTK6/JH09097","24991.02","0.0","g"
"WARN-GT0600--K","CLR3-BRW-AAF","JTK 6/Stock/RM/GG-E1-09","GBMJTK6/JH09095","24984.24","0.0","g"
"WARN-CCCLOC--K","CLR3-BRW-AAD","JTK 6/Stock/RM/GG-E1-09","GBMJTK6/JH09094","24982.16","0.0","g"
"SCRU-SRBB50-X","EXF3-AAJ","JTK 6/Stock/RM/DA-05B1","GBMJTK6/JG05059","39991.04","0.0","g"
"SCRU-SRBB50-X","EXF3-AAJ","JTK 6/Stock/RM/DA-05B1","GBMJTK6/JG18018","19985.11","0.0","g"
"SCRU-SRBB50-X","EXF3-AAJ","JTK 6/Stock/RM/DA-05B1","GBMJTK6/JG12138","29987.42","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-A2-01","GBMJTK6/JE30063","319977.98","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-A2-01","GBMJTK6/JE30062","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-A2-02","GBMJTK6/GG29154","20000.0","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-A2-01","GBMJTK6/JB23067","19.97639","0.0","kg"
"CABO-M5-X","PWD3-AAC","JTK 6/Stock/RM/GG-B2-07","GBMJTK6/JH01032","90000.0","9.82254277914762e-11","g"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-A2-02","GBMJTK6/JD11062","49999.99999","0.0","g"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-A2-02","GBMJTK6/JD11063","25000.0","0.0","g"
"SMG-S600-X","RHM1-ABC","JTK 6/Stock/RM/GG-B2-02","GBMJTK6/II24077","30000.0","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-A2-03","GBMJTK6/JF30050","99988.4","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-A2-03","GBMJTK6/JF30051","59984.01","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-A2-03","GBMJTK6/JG11057","60000.0","0.0","g"
"WARN-TMRSR-MO","CLR3-WHT-ABB","JTK 6/Stock/RM/GG-B2-02","GBMJTK6/JD05186","24987.77","0.0","g"
"PEN-SYMH-X","PRB3-AAB","JTK 6/Stock/RM/GG-B2-02","GBMJTK6/JC23037","39971.81","0.0","g"
