"Product/Internal Reference","Product/Product Name","Location","Lot/Serial Number","Inventoried Quantity","Reserved Quantity","Unit of Measure"
"PARF-RSTCC-X","PRF1-BLBHC","JTK 6/Stock/RM/GD-AC-PAL-01","GBMJTK6/JC21079","324.92949","0.0","kg"
"SCRU-MP220-X","PWD3-AFD","JTK 6/Stock/RM/AA-08C1","GBMJTK6/JG04062","4982.99","0.0","g"
"WARN-C335138--K","CLR3-RED-AAC","JTK 6/Stock/RM/GG-A1-02","GBMJTK6/JF14158","24970.25","0.0","g"
"WARN-RK416-X","CLR3-RED-ACG","JTK 6/Stock/RM/GG-F1-08","GBMJTK6/JG04063","9976.06","0.0","g"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-F1-08","GBMJTK6/JG05084","49987.92","0.0","g"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-F1-08","GBMJTK6/JG05086","24987.88","0.0","g"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-F1-08","GBMJTK6/JG05087","24987.59","0.0","g"
"PARF-LVDMS-X","PRF1-BLBHA","JTK 6/Stock/RM/GD-AC-PAL-03","GBMJTK6/JF30014","24.9347","0.0","kg"
"PEM-ARBKM-X","WHT3-AAD","JTK 6/Stock/RM/GD-AC-B3","GBMJTK6/GK05020","966.5","0.0","g"
"WARN-C19011-R7CL-K","CLR3-RED-ABB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG07020","9.99998974293703e-06","0.0","g"
"SILI-KSGFT-X","SLC2-BIBAI","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JG06091","31.92011","0.0","kg"
"HDRL-GLDWBZ-X","HRC1-ABA","JTK 6/Stock/RM/GOR-A-22","GBMJTK6/JF30043","24929.84","0.0","g"
"PENG-NPGEHP-X","PRV1-BBABG","JTK 6/Stock/RM/GOR-E-25","GBMJTK6/JG06024","224.92333","0.0","kg"
"CRO1-SS-","WAX3-AAG","JTK 6/Stock/RM/AA-09C1","GBMJTK6/JG06179","9977.68","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JG06004","9.98152","0.0","kg"
"SAMP-RWSSII-X","SAM2P-CEAHB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG05294","0.00399999999999978","0.0","kg"
"EMO-SLCHS-X","DSP1-BHAFE","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG07113","0.000409999999998689","0.0","kg"
"PARF-ALCMS-X","PRF1-BLBHB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JF30013","0.00442999999998506","0.0","kg"
"PARF-FOMOD-X","PRF1-CBACI","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JF30011","124.95164","0.0","kg"
"PARF-ALCMS-X","PRF1-BLBHB","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JF30012","174.94915","0.0","kg"
"PARF-ALCMS-X","PRF1-BLBHB","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JF30013","174.93","0.0","kg"
"WAX-CDL204--X","WAX3-ABH","JTK 6/Stock/RM/DA-06B1","GBMJTK6/JF29092","49954.98","0.0","g"
"SUNS-HYAB-X","SCR3-ABC","JTK 6/Stock/RM/GOR-A-05","GBMJTK6/JG08017","0.000230000000000175","1.7499023063916e-16","kg"
"SILC-SP500LS-X","SLC3-AAH","JTK 6/Stock/RM/CA-07B2","GBMJTK6/JG08070","9065.07","0.0","g"
"EXTR-MRGOL-X","WBE1-BLBFH","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/JC23059","4.92751","0.0","kg"
"SILI-1640RSN-X","SLC3-AAD","JTK 6/Stock/RM/GOR-C-18","GBMJTK6/JE17136","20000.0","0.0","g"
"PARF-SMUME17-X","PRF1-AIA","JTK 6/Stock/RM/GD-AC-A5","GBMJTK6/JG07063","99954.1","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-D-05","GBMJTK6/JG11057","139984.94","0.0","g"
"CLR-URED3075-X","CLR3-RED-ADI","JTK 6/Stock/RM/GG-J1-02","GBMJTK6/IH16118","5000.0","0.0","g"
"CLR-URED3075-X","CLR3-RED-ADI","JTK 6/Stock/RM/GG-J1-02","GBMJTK6/IH16119","9896.01","0.0","g"
"CLR-URED3075-X","CLR3-RED-ADI","JTK 6/Stock/RM/GG-J1-02","GBMJTK6/IH16117","25000.0","0.0","g"
"MOIS-PTVT-X","MST1-ACI","JTK 6/Stock/RM/EA-04B1","GBMJTK6/JG12109","0.00422999999999796","0.0","kg"
"SERI-A790TS-X","PWD3-ABH","JTK 6/Stock/RM/GOR-A-31","GBMJTK6/JG12130","119983.55","0.0","g"
"WARN-C19011-R7CL-K","CLR3-RED-ABB","JTK 6/Stock/RM/GG-H1-09","GBMJTK6/JG07020","75000.0","1.50066625792533e-10","g"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-H1-06","GBMJTK6/JG12168","49987.16","0.0","g"
"WARN-CLRG-X","CLR3-RED-ADF","JTK 6/Stock/RM/GG-H1-04","GBMJTK6/JG12167","19978.77","0.0","g"
"WARN-ABIO-X","CLR3-BLK-ABB","JTK 6/Stock/RM/GG-G1-07","GBMJTK6/JG12110","49974.61","0.0","g"
"WARN-C19011-R7CL-K","CLR3-RED-ABB","JTK 6/Stock/RM/GG-G1-07","GBMJTK6/JG12104","49979.7","0.0","g"
"WARN-FW108S-X","CLR3-WHT-AAF","JTK 6/Stock/RM/GG-G1-03","GBMJTK6/JG12122","24989.71","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-G1-03","GBMJTK6/JG12112","24981.5","0.0","g"
"WARN-FW108S-X","CLR3-WHT-AAF","JTK 6/Stock/RM/GG-G1-03","GBMJTK6/JG12123","24987.05","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-G1-03","GBMJTK6/JG12113","49983.37","0.0","g"
"POLY-MICOJ400-","HRC3-AAB","JTK 6/Stock/RM/EA-09A1","GBMJTK6/JG13046","20000.0","0.0","g"
"WARN-BRO12-X","CLR3-RED-ACC","JTK 6/Stock/RM/BA-01C2","GBMJTK6/JG12249","1970.58","0.0","g"
"ACTI-PCFL-X","SAI1-AJABA","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JG06176","9.96486","0.0","kg"
"VITC-VCE-X","WHT3-AAH","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JG05211","20000.0","0.0","g"
"WARN-CLDB-","CLR3-BLU-AAD","JTK 6/Stock/RM/GG-E-06","6EL0565","5900.0","0.0","g"
"GLUC--MC","SAI1-AAB","JTK 6/Stock/RM/EA-02A2","GBMJTK6/JG13096","39889.12","0.0","g"
"WARN-S12RR5161--K","CLR3-RED-AAH","JTK 6/Stock/RM/GG-J1-01","GBMJTK6/FJ3072","20000.0","0.0","g"
"EMUL-KF6017-X","EMS1-ABF","JTK 6/Stock/RM/CA-07A2","GBMJTK6/JG13089","33928.07","0.0","g"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/CA-07A1","GBMJTK6/JG13086","35.95455","9.76996261670138e-15","kg"
"SFTC-CC60-X","PWD3-AFA","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE12105","2500.0","0.0","g"
"EMUL-KF68-X","SLC1-ADF","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG13092","15742.11","7.98650034994353e-12","g"
"SERI-CSF-X","PWD3-AGJ","JTK 6/Stock/RM/GOR-B-25","GBMJTK6/JG11062","20000.0","0.0","g"
"SERI-CSF-X","PWD3-AGJ","JTK 6/Stock/RM/GOR-B-25","GBMJTK6/JG11063","20000.0","0.0","g"
"OIL-W-GARRC-DRUM","EMO1-AAH","JTK 6/Stock/RM/GOR-D-06","GBMJTK6/JG12019","174956.58","0.0","g"
"WARN-6000-","CLR3-GLD-AAB","JTK 6/Stock/RM/AA-09C1","GBMJTK6/JG12120","5890.93","0.0","g"
"WARN-6000-","CLR3-GLD-AAB","JTK 6/Stock/RM/AA-09C1","GBMJTK6/JG12121","3987.54","0.0","g"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JB16098","12.91","0.0","kg"
"KATI-JGRC14-X","RHM3-ACJ","JTK 6/Stock/RM/FA-01B2","GBMJTK6/JG13076","24977.68","0.0","g"
"SILI-KSGFT-X","SLC2-BIBAI","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JF22095","15.90541","3.69149155687865e-15","kg"
"ACTI-LTL-X","AAG1-AAJ","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JF10017","4938.57","0.0","g"
"WAX-B-BR","WAX3-ABF","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG15173","4975.69","0.0","g"
"FILM-KOBOHRPC-X","FFM1-AAH","JTK 6/Stock/RM/GOR-B-30","GBMJTK6/JG05261","0.399999999997817","0.0","g"
"THIC-OLKS-X","RHM3-AFJ","JTK 6/Stock/RM/GOR-B-32","GBMJTK6/JE19073","0.000959999999999184","0.0","kg"
"ACTI-ECTC-X","APL3-AAC","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG05042","1983.01","0.0","g"
"OIL-CA-MS","EMO1-ACA","JTK 6/Stock/RM/GOR-B-08","GBMJTK6/JF28014","104947.42","0.0","g"
"EMU-PS-","EMO1-ABG","JTK 6/Stock/RM/GOR-A-26","GBMJTK6/JG14100","25000.0","4.9951154323935e-12","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-13","GBMJTK6/JG13047","9.98372","0.0","kg"
"PR-ZPRDL-X","MST1-ABH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG01078","2500.0","0.0","g"
"PR-ZPRDL-X","MST1-ABH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG01077","1500.0","0.0","g"
"ALUM-MN10D-X","PWD3-AFI","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JG15047","1979.61","0.0","g"
"WARN-C19011-R7CL-K","CLR3-RED-ABB","JTK 6/Stock/RM/GG-B-01","GBMJTK6/JG15045","99976.2","0.0","g"
"TEGS-MM-X","EMO3-AAB","JTK 6/Stock/RM/BA-09B2","GBMJTK6/JG14153","24981.61","0.0","g"
"TEGS-MM-X","EMO3-AAB","JTK 6/Stock/RM/BA-09B2","GBMJTK6/JG14151","49981.53","0.0","g"
"SILI-SFCM56-X","SLC1-ACC","JTK 6/Stock/RM/GOR-C-49","GBMJTK6/JG18009","189954.12","0.0","g"
"SILI-SFCM56-X","SLC1-ACC","JTK 6/Stock/RM/GOR-C-49","GBMJTK6/JG18008","189954.12","0.0","g"
"SILI-SSFM-X","SLC1-ACH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG18010","14947.69","1.99662508748588e-12","g"
"SILI-GVX419-X","SLC3-AAF","JTK 6/Stock/RM/EA-04A1","GBMJTK6/JG18021","17934.14","0.0","g"
"FUCO-15PSLB-X","MST1-ABB","JTK 6/Stock/RM/GOR-A-16","GBMJTK6/JG18004","75000.0","0.0","g"
"PARF-PSMR150-X","PRF1-AFA","JTK 6/Stock/RM/GD-AC-B2","GBMJTK6/JG14104","4967.98","0.0","g"
"THIC-ARAVC-","RHM3-AAB","JTK 6/Stock/RM/DA-10B1","GBMJTK6/JG18047","25000.0","0.0","g"
"PENG-NPGEHP-X","PRV1-BBABG","JTK 6/Stock/RM/GOR-E-25","GBMJTK6/JG18046","49.93365","0.0","kg"
"EMUL-SPBS2-X","EMS3-CEAGJ","JTK 6/Stock/RM/AA-10C2","GBMJTK6/JG15163","19.98635","0.0","kg"
"WARN-IOB50-X","CLR1-BLK-AAB","JTK 6/Stock/RM/AA-10C2","GBMJTK6/JG07123","4.9491","0.0","kg"
"EMUL-WLALA99-X","EMS3-AJAAD","JTK 6/Stock/RM/GG-B-06","GBMJTK6/JG18014","24.97171","0.0","kg"
"SCRU-SPN22-X","EXF3-AAC","JTK 6/Stock/RM/BA-01B1","GBMJTK6/JF24166","50000.0","0.0","g"
"SILI-BE6-X","SLC2-AAF","JTK 6/Stock/RM/CA-03A2","GBMJTK6/JG19045","274933.26","0.0","g"
"LBRJ-IIXD-X","RHM1-ABA","JTK 6/Stock/RM/CA-02A1","GBMJTK6/JG19034","387600.0","0.0","g"
"SILI-BE6-X","SLC2-AAF","JTK 6/Stock/RM/CA-03A2","GBMJTK6/JG19046","24892.54","0.0","g"
"LBRJ-IIXD-X","RHM1-ABA","JTK 6/Stock/RM/CA-02A1","GBMJTK6/JG19026","40706.93","0.0","g"
"VIT-ATCAT-X","ASB1-CAABD","JTK 6/Stock/RM/GOR-A-23","GBMJTK6/JG19025","0.00115999999999872","0.0","kg"
"OIL-OJJBIII-X","OBW1-AAC","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG18054","0.00999999999839929","0.0","g"
"CLR-CWWTDW-X","CLR1-WHT-ABD","JTK 6/Stock/RM/BA-02C2","GBMJTK6/JG19132","1.93504","0.0","kg"
"CLR-CWWTDW-X","CLR1-WHT-ABD","JTK 6/Stock/RM/BA-02C2","GBMJTK6/JG19133","1.93504","0.0","kg"
"CLR-CWWTDW-X","CLR1-WHT-ABD","JTK 6/Stock/RM/BA-02C2","GBMJTK6/JG12178","1.90975","0.0","kg"
"ACTI-TXPP-X","WHT1-AAH","JTK 6/Stock/RM/BA-02C2","GBMJTK6/JG19146","69.96219","9.99963","kg"
"WARN-RED6LM4-X","CLR3-RED-ABI","JTK 6/Stock/RM/GG-D-04","GBMJTK6/JG19010","11318.91","0.0","g"
"ZINC-M-KJZ10-K","PWD3-ADE","JTK 6/Stock/RM/AA-08B1","GBMJTK6/JG20009","49987.89","0.0","g"
"PARF-SC2R151972-X","PRF1-AEG","JTK 6/Stock/RM/GD-AC-A5","GBMJTK6/JG19156","49955.09","0.0","g"
"EKS-GTLE-X","WBE1-ACB","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JG13017","19937.68","0.0","g"
"VITC-VCE-X","WHT3-AAH","JTK 6/Stock/RM/GD-AC-B3","GBMJTK6/JG19142","13000.0","0.0","g"
"VITC-VCE-X","WHT3-AAH","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JG19143","19000.0","0.0","g"
"WARN-BRO12-X","CLR3-RED-ACC","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JG19162","3968.16","0.0","g"
"THIC-SPVE10-X","RHM3-AEH","JTK 6/Stock/RM/EA-08B2","GBMJTK6/JG19071","74978.1","0.0","g"
"PARF-O010-","PRF1-ACG","JTK 6/Stock/RM/GD-AC-A3","GBMJTK6/JG18063","24962.07","0.0","g"
"PARF-HRVY-X","PRF1-AHH","JTK 6/Stock/RM/GD-AC-A2","GBMJTK6/JG18064","24.94453","0.0","kg"
"WARN-SLI-X","PWD3-AGI","JTK 6/Stock/RM/DA-03B1","GBMJTK6/JG19103","49984.12","0.0","g"
"CIRE---K","EMS3-AAI","JTK 6/Stock/RM/AA-07B1","GBMJTK6/JG19062","39984.33","0.0","g"
"SILI-VLVDLG-X","SLC2-BKBEE","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG21125","15.79518","0.0","kg"
"LBRJ-IIXD-X","RHM1-ABA","JTK 6/Stock/RM/CA-01A1","GBMJTK6/JG22025","571200.0","0.0","g"
"WARN-K7057J-X","CLR3-RED-ACI","JTK 6/Stock/RM/AA-07C2","GBMJTK6/JG20081","985.64","0.0","g"
"WARN-K7008J-X","CLR3-RED-ACD","JTK 6/Stock/RM/AA-07C2","GBMJTK6/JG20080","983.45","0.0","g"
"ALUM-MN10D-X","PWD3-AFI","JTK 6/Stock/RM/AA-07C2","GBMJTK6/JG19101","5977.13","0.0","g"
"ALUM-MN10D-X","PWD3-AFI","JTK 6/Stock/RM/AA-07C2","GBMJTK6/JG15048","975.35","0.0","g"
"WARN-C196619-R6-K","CLR3-RED-AAE","JTK 6/Stock/RM/GG-E-03","GBMJTK6/JG19108","74985.21","0.0","g"
"WARN-R7EL-X","CLR3-RED-ACB","JTK 6/Stock/RM/GG-E-03","GBMJTK6/JG20113","12496.22","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-E-03","GBMJTK6/JG19097","24982.89","0.0","g"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-E-03","GBMJTK6/JG19104","49982.72","0.0","g"
"PARF-AMSKLG-X","PRF1-AJJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JG21074","16.43645","9.99200722162641e-16","kg"
"EMU-LEX7-X","SCR1-AAB","JTK 6/Stock/RM/GOR-A-17","GBMJTK6/JG22030","24954.45","0.0","g"
"EMU-LEX7-X","SCR1-AAB","JTK 6/Stock/RM/GOR-A-17","GBMJTK6/JG22031","24954.45","0.0","g"
"ACTI-APSC-X","WHT1-AAF","JTK 6/Stock/RM/BA-03C1","GBMJTK6/JG22143","82942.11","0.0","g"
"WARN-RED6LM4-X","CLR3-RED-ABI","JTK 6/Stock/RM/BA-03C1","GBMJTK6/JG22023","10981.21","0.0","g"
"GARA-VCNI-X","SLT3-AAE","JTK 6/Stock/RM/BA-03B1","GBMJTK6/JG22082","25000.0","0.0","g"
"VARI-BT85-","HRC3-AAD","JTK 6/Stock/RM/GOR-E-31","GBMJTK6/JD19027","19976.86","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JG21145","59992.23","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JG21146","39991.47","0.0","g"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/CA-06B1","GBMJTK6/JG21147","19992.35","0.0","g"
"OIL-K--K","OBW1-AAB","JTK 6/Stock/RM/GOR-A-17","GBMJTK6/JG15015","15954.54","0.0","g"
"PENG-SYM68-X","MST1-ABC","JTK 6/Stock/RM/GOR-A-24","GBMJTK6/JG14108","50000.0","0.0","g"
"POWD-GH52-X","PWD3-AGC","JTK 6/Stock/RM/GOR-A-02","GBMJTK6/JG19024","39983.82","0.0","g"
"POWD-TGHD-X","PWD3-AHF","JTK 6/Stock/RM/GOR-A-02","GBMJTK6/JG19042","49.97656","25.04439","kg"
"SFTC-CC60-X","PWD3-AFA","JTK 6/Stock/RM/GOR-B-10","GBMJTK6/JG21136","9986.13","0.0","g"
"WARN-CLRG-X","CLR3-RED-ADF","JTK 6/Stock/RM/GG-E1-03","GBMJTK6/JD07052","19987.94","9.59232693276135e-14","g"
"WARN-CLRG-X","CLR3-RED-ADF","JTK 6/Stock/RM/GG-E1-03","GBMJTK6/JD07053","19991.11","0.0","g"
"EMUL-DERMSOLP-","SRF1-AAC","JTK 6/Stock/RM/GOR-F-50","GBMJTK6/JG25090","99937.33","99937.33","g"
"CIRE---K","EMS3-AAI","JTK 6/Stock/RM/AA-07B2","GBMJTK6/JG25096","119983.77","0.0","g"
"EMAL---K","SRF3-AAB","JTK 6/Stock/RM/FA-02B2","GBMJTK6/JG25093","79978.72","0.0","g"
"WARN-IRGLS-X","CLR3-WHT-AAG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/FI28123","14500.0","0.0","g"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/CA-07A1","GBMJTK6/JG20061","35.94007","0.0","kg"
"SILI-BEL803-X","SLC3-AAI","JTK 6/Stock/RM/BA-05B2","GBMJTK6/JG25014","55988.29","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-13","GBMJTK6/JG20012","9.97576","0.0","kg"
"STB-TL-X","ASB1-AAC","JTK 6/Stock/RM/GOR-E-25","GBMJTK6/JE18129","19918.19","0.0","g"
"WARN-TOA403-KF","CLR3-BRW-AAC","JTK 6/Stock/RM/GG-B1-05","GBMJTK6/JG05085","74898.68","0.0","g"
"WARN-GT0600--K","CLR3-BRW-AAF","JTK 6/Stock/RM/GG-C1-08","GBMJTK6/JG20047","24985.53","0.0","g"
"WARN-GT0600--K","CLR3-BRW-AAF","JTK 6/Stock/RM/GG-C1-08","GBMJTK6/JG05183","24978.0","8.98836560736527e-13","g"
"PARF-DVHNYE-X","PRF1-BHAEC","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JD27205","0.91763","0.0","kg"
"WARN-TRTYL-X","CLR3-YLW-ABB","JTK 6/Stock/RM/GG-E1-07","GBMJTK6/HI11078","50000.0","0.0","g"
"CLR-URED3075-X","CLR3-RED-ADI","JTK 6/Stock/RM/GG-E1-07","GBMJTK6/IC15071","5000.0","0.0","g"
"CLR-URED3075-X","CLR3-RED-ADI","JTK 6/Stock/RM/GG-E1-07","GBMJTK6/IH16117","10000.0","0.0","g"
"SILI-SFE-GE","RHM3-ABE","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG21148","13620.0","0.0","g"
"WARN-C19012-DCR6-K","CLR3-RED-AAJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE24088","12500.0","0.0","g"
"SALT-TSCD-X","GRM3-BGACJ","JTK 6/Stock/RM/GOR-C-11","GBMJTK6/JG25003","49.97044","0.0","kg"
"SALT-TSCD-X","GRM3-BGACJ","JTK 6/Stock/RM/GOR-C-11","GBMJTK6/JG25002","99.9695","0.0","kg"
"ZINC-10PL-X","SCR3-AAI","JTK 6/Stock/RM/FA-09B2","GBMJTK6/JG26078","13984.98","0.0","g"
"ACTI-RYKA-X","IRB1-AAB","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JG26076","14.955","0.0","kg"
"ACTI-RYKA-X","IRB1-AAB","JTK 6/Stock/RM/GD-AC-B1","GBMJTK6/JG26074","29.955","0.0","kg"
"CARB--94022,68-K","RHM3-ABH","JTK 6/Stock/RM/FA-10B2","GBMJTK6/JG26067","43988.1","0.0","g"
"SILI-MCMA-X","SLC1-BGADC","JTK 6/Stock/RM/GOR-C-01","GBMJTK6/JG26064","189.94985","0.0","kg"
"SILI-D5225F-X","SLC1-ACB","JTK 6/Stock/RM/GOR-C-53","GBMJTK6/JG26013","200000.0","0.0","g"
"EMUL-KSG210-X","EMS1-ABG","JTK 6/Stock/RM/GOR-A-32","GBMJTK6/JG13095","15926.47","0.0","g"
"WAX-PFRMSW-X","WAX3-BGACH","JTK 6/Stock/RM/GOR-C-12","GBMJTK6/JG26054","24.97694","0.0","kg"
"WAX-PFRMSW-X","WAX3-BGACH","JTK 6/Stock/RM/GOR-C-12","GBMJTK6/JG26061","24.97915","0.0","kg"
"EMU-CSAL-X","EMO3-AAD","JTK 6/Stock/RM/CA-01B2","GBMJTK6/JG26042","24981.59","0.0","g"
"EMU-CSAL-X","EMO3-AAD","JTK 6/Stock/RM/CA-01B2","GBMJTK6/JG26043","49981.36","0.0","g"
"EMUL-EDNC129M-X","EMS3-AJAAE","JTK 6/Stock/RM/GOR-F-02","GBMJTK6/JG26045","50.0","0.0","kg"
"ZINC-M-KJZ10-K","PWD3-ADE","JTK 6/Stock/RM/AA-08B2","GBMJTK6/JG27005","150000.0","0.0","g"
"EMU-MTV6-X","EMO1-AEI","JTK 6/Stock/RM/DA-02B2","GBMJTK6/JG19076","49976.54","0.0","g"
"WARN-BYO12-X","CLR3-YLW-ABA","JTK 6/Stock/RM/Release-RM","GBMJTK6/JG19163","29990.22","0.0","g"
"PARF-MJTDM-X","PRF1-BLBGJ","JTK 6/Stock/RM/GD-AC-A4","GBMJTK6/JF09102","49.93587","0.0","kg"
"SILC-AERSLR-X","RHM3-BHAFD","JTK 6/Stock/RM/CA-10B2","GBMJTK6/JF24164","29.9966","0.0","kg"
"WARN-S12YL--K","CLR3-YLW-AAG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JD05039","4981.86","0.0","g"
"ACTM-CTLA-X","WBE1-AAH","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JG26121","9933.96","0.0","g"
"SILI-SSEM105-X","EMS1-ABI","JTK 6/Stock/RM/GOR-B-54","GBMJTK6/JG27072","360000.0","0.0","g"
"SILI-MCMA-X","SLC1-BGADC","JTK 6/Stock/RM/GOR-C-55","GBMJTK6/JG26063","569.94889","0.0","kg"
"ACTI-HDR-X","MST1-ACD","JTK 6/Stock/RM/GOR-E-23","GBMJTK6/JG27006","99948.85","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG26138","17965.12","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG26142","17935.72","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG26141","17965.12","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-34","GBMJTK6/JG26139","17965.12","0.0","g"
"OIL-K--K","OBW1-AAB","JTK 6/Stock/RM/GOR-A-17","GBMJTK6/JG26012","15960.19","0.0","g"
"SILI-DCF-ID-X","FFM1-AAE","JTK 6/Stock/RM/GOR-E-27","GBMJTK6/JG26019","15000.0","15000.0","g"
"WARN-S12RN217--K","CLR3-RED-AAG","JTK 6/Stock/RM/CA-04B1","GBMJTK6/JG26151","59972.51","0.0","g"
"WARN-S12RN217--K","CLR3-RED-AAG","JTK 6/Stock/RM/CA-04B1","GBMJTK6/JG26154","19970.52","0.0","g"
"POLY-MICOJ400-","HRC3-AAB","JTK 6/Stock/RM/EA-09A1","GBMJTK6/JG27049","59974.64","0.0","g"
"MATR-3000-X","AAG1-AAD","JTK 6/Stock/RM/GD-AC-B2","GBMJTK6/JG25111","39926.36","0.0","g"
"WARN-BYO12-X","CLR3-YLW-ABA","JTK 6/Stock/RM/AA-02C1","GBMJTK6/JG19163","8000.0","0.0","g"
"WARN-BYO12-X","CLR3-YLW-ABA","JTK 6/Stock/RM/AA-02C1","GBMJTK6/JG19164","12882.38","0.0","g"
"EMUL-EDNC129M-X","EMS3-AJAAE","JTK 6/Stock/RM/GG-B-07","GBMJTK6/JG26045","424.98348","0.0","kg"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/JG26055","24977.65","0.0","g"
"WARN-CSW-9000S-K","CLR3-WHT-AAC","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/JG26058","24983.25","0.0","g"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/JG26053","24985.37","0.0","g"
"WARN-CLOGB--K","CLR3-BRW-AAE","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/JG26073","24986.88","0.0","g"
"WARN-CLRG-X","CLR3-RED-ADF","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/JG26071","19976.87","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-J1-03","GBMJTK6/JG26057","199987.4","0.0","g"
"WARN-C19012-DCR6-K","CLR3-RED-AAJ","JTK 6/Stock/RM/GG-J1-03","GBMJTK6/JG26059","24977.51","0.0","g"
"WARN-COLOMCBK-X","CLR3-BLK-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JD25047","4892.5","0.0","g"
"WAX-8070-X","WAX3-ADD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE31070","4979.3","0.0","g"
"EMUL-PMLEZU-X","EMS3-ABB","JTK 6/Stock/RM/GOR-B-17","GBMJTK6/JE24084","139989.31","0.0","g"
