Process code;Routing type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT.;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Filling/Packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Efficiency of Filling;Pressing code;Pressing ALT.;Pressing loss rate;Pressing production rate;Pressing production rate with change over;Efficiency of Pressing;Labelling code;Labelling ALT.;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of labelling;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of mixing;Milling code;Milling ALT.;Milling loss rate;Milling production rate;Milling production rate with change over;Efficiency of milling;Premix code;Premix ALT.;Premix loss rate;Premix production rate;Premix production rate with change over;Efficiency of premix;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of weighing
STD;SR09;L-CPRLC02-W;;L-CPRLC02-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0662;720;664.5;0.92;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.112;0.9;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CPRLC03-W;;L-CPRLC03-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0662;720;664.5;0.92;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.112;0.9;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CPRLC04-W;;L-CPRLC04-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0662;720;664.5;0.92;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.112;0.9;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CPRLC05-W;;L-CPRLC05-BULK;15;15;NOMINAL_LINE;LIP11;1;0.0662;720;664.5;0.92;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.1159;0.93;SRM06;1;0;0.5556;0.5556;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CSGC101-MO;;L-CSGC101-BULK;5;5;SECONDARY_LINE;LIP08;1;0.1816;480;441.19;0.92;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1376;0.1271;0.92;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CSGC101-MO;;L-CSGC101-BULK;1;1;NOMINAL_LINE;SBP01;1;0.28;240;180;0.75;;;;;;;;;;;;;;;;;;;SMX04;1;0;0.1111;1;1;SRMLAB;1;0;1.3333;1.3333;1;SMU01;1;0;2;2;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CSGC102-MO;;L-CSGC102-BULK;5;5;NOMINAL_LINE;LIP08;1;0.1816;480;441.19;0.92;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1376;0.1271;0.92;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CSGC103-MO;;L-CSGC103-BULK;5;5;NOMINAL_LINE;LIP08;1;0.1816;480;441.19;0.92;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1376;0.1271;0.92;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CSGC104-MO;;L-CSGC104-BULK;5;5;NOMINAL_LINE;LIP08;1;0.1816;480;441.19;0.92;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1376;0.1339;0.97;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CSGC105-MO;;L-CSGC105-BULK;5;5;NOMINAL_LINE;LIP08;1;0.1816;480;441.19;0.92;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1376;0.1339;0.97;SRM06;1;0;1;1;1;SPM03D;1;0;1.25;1.25;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CUM01-W;;L-CUM01-BULK;20;20;NOMINAL_LINE;ALP03;1;0.0928;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM02-W;;L-CUM02-BULK;20;20;NOMINAL_LINE;ALP03;1;0.0928;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1898;0.1595;0.84;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM03-W;;L-CUM03-BULK;10;10;NOMINAL_LINE;LIP08;1;0.1706;480;456.24;0.95;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1898;0.1764;0.93;SRM06;1;0;0.6667;0.6667;1;SPM03D;1;0;1;1;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CUM03-W;;L-CUM03-BULK;20;20;SECONDARY_LINE;ALP03;1;0.5464;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1898;0.1595;0.84;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1;1;1
STD;SR09;L-CUM04-W;;L-CUM04-BULK;10;10;NOMINAL_LINE;LIP08;1;0.1706;480;456.24;0.95;;;;;;;;;;;;;;;;;;;SMX02;1;0;0.1595;0.1546;0.97;SRM06;1;0;0.6667;0.6667;1;SPM03D;1;0;1;1;1;SWE02;1;0;1.3333;1.3333;1
STD;SR09;L-CUM05-W;;L-CUM05-BULK;20;20;NOMINAL_LINE;ALP03;1;0.5464;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM06-W;;L-CUM06-BULK;20;20;NOMINAL_LINE;ALP03;1;0.0928;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM07-W;;L-CUM07-BULK;20;20;NOMINAL_LINE;ALP03;1;0.0928;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM08-W;;L-CUM08-BULK;20;20;NOMINAL_LINE;ALP03;1;0.0928;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUM08-W;;L-CUM08-BULK;20;20;SECONDARY_LINE;ALP03;1;0.5464;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1898;0.1595;0.84;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORA-W;;L-CUMKORA-BULK;20;20;NOMINAL_LINE;ALP03;1;0.7732;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORA-W;;L-CUMKORA-BULK;80;80;SECONDARY_LINE;LIP12;1;0.1641;480;468.1;0.98;;;;;;;;;;;;;;;;;;;SVB04;1;0;0.18;0.12;0.65;SRM08;1;0;0.29;0.22;0.78;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.67;0.67;1
STD;SR09;L-CUMKORB-W;;L-CUMKORB-BULK;20;20;NOMINAL_LINE;ALP03;1;0.7732;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1898;0.1595;0.84;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORB-W;;L-CUMKORB-BULK;80;80;SECONDARY_LINE;LIP12;1;0.1641;480;468.1;0.98;;;;;;;;;;;;;;;;;;;SVB04;1;0;0.18;0.12;0.65;SRM08;1;0;0.29;0.22;0.78;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.67;0.67;1
STD;SR09;L-CUMKORC-W;;L-CUMKORC-BULK;20;20;NOMINAL_LINE;ALP03;1;0.7732;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1595;0.1376;0.86;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORC-W;;L-CUMKORC-BULK;80;80;SECONDARY_LINE;LIP12;1;0.1641;480;468.1;0.98;;;;;;;;;;;;;;;;;;;SVB04;1;0;0.18;0.12;0.65;SRM08;1;0;0.29;0.22;0.78;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.67;0.67;1
STD;SR09;L-CUMKORD-W;;L-CUMKORD-BULK;20;20;NOMINAL_LINE;ALP03;1;0.7732;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORD-W;;L-CUMKORD-BULK;80;80;SECONDARY_LINE;LIP12;1;0.1641;480;468.1;0.98;;;;;;;;;;;;;;;;;;;SVB04;1;0;0.18;0.12;0.65;SRM08;1;0;0.29;0.22;0.78;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.67;0.67;1
STD;SR09;L-CUMKORE-W;;L-CUMKORE-BULK;20;20;NOMINAL_LINE;ALP03;1;0.7732;840;806.4;0.96;;;;;;;;;;;;;;;;;;;SDM03;1;0;0.1376;0.1209;0.88;SRM07;1;0;0.6667;0.6667;1;SPM07D;1;0;1;1;1;SWE01;1;0;1.3333;1.3333;1
STD;SR09;L-CUMKORE-W;;L-CUMKORE-BULK;80;80;SECONDARY_LINE;LIP12;1;0.1641;480;468.1;0.98;;;;;;;;;;;;;;;;;;;SVB04;1;0;0.18;0.12;0.65;SRM08;1;0;0.29;0.22;0.78;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.67;0.67;1
STD;SR09;L-CUSH01-EM;;L-CUSH01-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0997;0.8;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CUSH02-EM;;L-CUSH02-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0997;0.8;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CUSH03-EM;;L-CUSH03-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0997;0.8;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CUSH04-EM;;L-CUSH04-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.0997;0.8;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CUSH05-EM;;L-CUSH05-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.1159;0.93;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CUSH06-EM;;L-CUSH06-BULK;15;15;NOMINAL_LINE;LIP11;1;0.1336;900;778.67;0.87;;;;;;;;;;;;;;;;;;;SVB01;1;0;0.1245;0.1159;0.93;SRM06;1;0;0.5;0.5;1;SPM03D;1;0;1;1;1;SWE02;1;0;1;1;1
STD;SR09;L-CVM01-W;;L-CVM01-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM010-W;;L-CVM010-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM011-W;;L-CVM011-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM012-W;;L-CVM012-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1667;0.1163;0.7;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM013-W;;L-CVM013-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM014-W;;L-CVM014-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM02-W;;L-CVM02-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.5556;0.5556;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM02WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM03-W;;L-CVM03-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.5556;0.5556;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM03WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM04-W;;L-CVM04-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM04WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM05-W;;L-CVM05-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR09;L-CVM06-W;;L-CVM06-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM06WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM07-W;;L-CVM07-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM07WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM08-W;;L-CVM08-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
SFGPack;SR12;L-CVM08WDDR0-W;;;1;1;NOMINAL_LINE;;;;;;;;;;;;;;;;;;;SDP01;1;0;120;120;1;;;;;;;;;;;;;;;;;;;;;;;;
STD;SR09;L-CVM09-W;;L-CVM09-BULK;45;45;NOMINAL_LINE;LIP18;1;0.1125;1200;1131.97;0.94;;;;;;;;;;;;;;;;;;;SVB02;1;0;0.1111;0.0862;0.78;SRM07;1;0;0.4;0.4;1;SPM07D;1;0;0.7692;0.7692;1;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC01-W4GR;;L-EMC01-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC01-W4GR;;L-EMC01-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC02-W4GR;;L-EMC02-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC02-W4GR;;L-EMC02-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC03-W4GR;;L-EMC03-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.1221;2160;1931;0.89;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC03-W4GR;;L-EMC03-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.0856;2160;1931;0.89;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC04-W4GR;;L-EMC04-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC04-W4GR;;L-EMC04-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC05-W4GR;;L-EMC05-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC05-W4GR;;L-EMC05-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC06-W4GR;;L-EMC06-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC06-W4GR;;L-EMC06-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC07-W4GR;;L-EMC07-BULK;45;45;SECONDARY_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC07-W4GR;;L-EMC07-BULK;80;80;NOMINAL_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC08-W4GR;;L-EMC08-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC08-W4GR;;L-EMC08-BULK;80;80;SECONDARY_LINE;LRP01;1;0;2160;2076.08;0.96;BTP03D;1;0.0856;2160;2076.08;0.96;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC09-W4GR;;L-EMC09-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1934.36;0.9;BTP03D;1;0.1221;2160;1934.36;0.9;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC09-W4GR;;L-EMC09-BULK;80;80;SECONDARY_LINE;LRP01;1;0;2160;2030;0.94;BTP03D;1;0.0856;2160;2030;0.94;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC10-W4GR;;L-EMC10-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.1221;2160;1931;0.89;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC10-W4GR;;L-EMC10-BULK;80;80;SECONDARY_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.0856;2160;1931;0.89;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC11-W4GR;;L-EMC11-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.1221;2160;1931;0.89;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC11-W4GR;;L-EMC11-BULK;80;80;SECONDARY_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.0856;2160;1931;0.89;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC12-W4GR;;L-EMC12-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.1221;2160;1931;0.89;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
STD;SR02;L-EMC12-W4GR;;L-EMC12-BULK;80;80;SECONDARY_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.0856;2160;1931;0.89;;;;;;;;;;;;;SVB04;1;0;0.2;0.13;0.67;SRM08;1;0;0.4;0.29;0.71;SPM09D;1;0;0.67;0.57;0.86;SWE01;1;0;0.8;0.8;1
STD;SR02;L-EMC13-W4GR;;L-EMC13-BULK;45;45;NOMINAL_LINE;LRP01;1;0;2160;1931;0.89;BTP03D;1;0.1221;2160;1931;0.89;;;;;;;;;;;;;SVB02;1;0;0.25;0.17;0.67;SRM07;1;0;0.57;0.44;0.78;SPM07D;1;0;1;0.67;0.67;SWE01;1;0;1;1;1
