"Korporat Code","Name"
"MY-RLEMC18-W","Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4 g"
"MY-LEMC18-W4G","Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4 gr (Pc(s))"
"MY-LEMC18DP-W","Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g"
"MY-LR2EMC01-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 01 4 g"
"MY-LR2EMC03-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 03 4 g"
"MY-LR2EMC05-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 05 4 g"
"MY-LR2EMC06-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 06 4 g"
"MY-LR2EMC07-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 07 4 g"
"MY-LR2EMC08-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 08 4 g"
"MY-LR2EMC09-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 09 4 g"
"MY-LR2EMC11-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 11 4 g"
"MY-LR2EMC12-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 12 4 g"
"MY-LR2EMC13-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 13 4 g"
"MY-LR2EMC16-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 16 4 g"
"MY-LR2EMC17-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade 17 4 g"
"MY-LEMCA-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade A 4 g"
"MY-LEMCB-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade B 4 g"
"MY-LEMCC-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade C 4 g"
"MY-LEMCD-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade D 4 g"
"MY-LEMCE-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade E 4 g"
"MY-LEMCF-W","Malaysia Wardah Exclusive Matte Lip Cream Tukar Guling Shade F 4 g"
"MY-RLREMA02-W","Malaysia Wardah Exclusive Matte Lipstick 02 Magenta 3.5 g"
"MY-LREMA02-W","Malaysia Wardah Exclusive Matte Lipstick 02 Magenta 3.5 g"
"MY-RLREMA03-W","Malaysia Wardah Exclusive Matte Lipstick 03 Red 3.5 g"
"MY-LREMA03-W","Malaysia Wardah Exclusive Matte Lipstick 03 Red 3.5 g"
"MY-LREMA04-W","Malaysia Wardah Exclusive Matte Lipstick 04 Orange 3.5 g"
"MY-RLREMA04-W","Malaysia Wardah Exclusive Matte Lipstick 04 Orange 3.5 g"
"MY-RLREMA05-W","Malaysia Wardah Exclusive Matte Lipstick 05 Peach 3.5 g"
"MY-LREMA05-W","Malaysia Wardah Exclusive Matte Lipstick 05 Peach 3.5 g"
"MY-LREMA09-W","Malaysia Wardah Exclusive Matte Lipstick 09 True Red 3.5 g"
"MY-RLREMA09-W","Malaysia Wardah Exclusive Matte Lipstick 09 True Red 3.5 g"
"MY-LREMA16-W","Malaysia Wardah Exclusive Matte Lipstick 16 Summer Pink 3.5 g"
"MY-RLREMA16-W","Malaysia Wardah Exclusive Matte Lipstick 16 Summer Pink 3.5 g"
"MY-LREMA17-W","Malaysia Wardah Exclusive Matte Lipstick 17 Gorgeous Pink 3.5 g"
"MY-RLREMA17-W","Malaysia Wardah Exclusive Matte Lipstick 17 Gorgeous Pink 3.5 g"
"MY-RLREMA18-W","Malaysia Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g"
"MY-LREMA18-W","Malaysia Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g"
"MY-LREMO21-W","Malaysia Wardah Exclusive Moist Lipstick 21 Orchid Pink 3.5 g"
"MY-RLREMO21-W","Malaysia Wardah Exclusive Moist Lipstick 21 Orchid Pink 3.5 g"
"MY-LREMO23-W","Malaysia Wardah Exclusive Moist Lipstick 23 Ruby Red 3.5 g"
"MY-RLREMO23-W","Malaysia Wardah Exclusive Moist Lipstick 23 Ruby Red 3.5 g"
"MY-LREMO26-W","Malaysia Wardah Exclusive Moist Lipstick 26 Mango 3.5 g"
"MY-RLREMO26-W","Malaysia Wardah Exclusive Moist Lipstick 26 Mango 3.5 g"
"MY-LREMO30-W","Malaysia Wardah Exclusive Moist Lipstick 30 Golden Coral 3.5 g"
"MY-RLREMO30-W","Malaysia Wardah Exclusive Moist Lipstick 30 Golden Coral 3.5 g"
"MY-RLREMO36-W","Malaysia Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g"
"MY-LREMO36-W","Malaysia Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g"
"MY-RLREMO41-W","Malaysia Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g"
"MY-LREMO41-W","Malaysia Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g"
"MY-LREMO43-W","Malaysia Wardah Exclusive Moist Lipstick 43 Magnificent Red 3.5 g"
"MY-RLREMO43-W","Malaysia Wardah Exclusive Moist Lipstick 43 Magnificent Red 3.5 g"
"MY-RLREMO46-W","Malaysia Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g"
"MY-LREMO46-W","Malaysia Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g"
"MY-PRME-W","Malaysia Wardah Exclusive Primer 25 g"
"MY-ESREP01-W","Malaysia Wardah Exclusive Revamp Eyeshadow 01"
"MY-ESREP02-W","Malaysia Wardah Exclusive Revamp Eyeshadow 02"
"MY-FARE-W","Malaysia Wardah Exclusive Revamp Highlighter"
"MY-FRRELF06-W","Malaysia Wardah Exclusive Revamp Liquid Foundation 06"
"MY-FRRELF07-W","Malaysia Wardah Exclusive Revamp Liquid Foundation 07"
"MY-FRRELF08-W","Malaysia Wardah Exclusive Revamp Liquid Foundation 08"
"MY-FAE-W","Malaysia Wardah Exclusive Setting Spray 50 ml"
"MY-TCR2E01-W","Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g"
"MY-TCRE01-W","Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g"
"MY-RTCRE01-W","Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g"
"MY-TCRE02-W","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g"
"MY-RTCRE02-W","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g"
"MY-TCR2E02-W","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g"
"MY-TCE02SP-W12G","Malaysia Wardah Exclusive Two Way Cake 02 Sheer Pink 12 g (Pc(s))"
"MY-TCRE03-W","Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g"
"MY-RTCRE03-W","Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g"
"MY-TCR2E03-W","Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g"
"MY-TCE03SB-W12G","Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g (Pc(s))"
"MY-TCR2E04-W","Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g"
"MY-RTCRE04-W","Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g"
"MY-TCRE04-W","Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g"
"MY-TCR2E05-W","Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g"
"MY-TCRE05-W","Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g"
"MY-RTCRE05-W","Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g"
"MY-TCE06-W","Malaysia Wardah Exclusive Two Way Cake 06 Creme Beige 12 g"
"MY-TCE07-W","Malaysia Wardah Exclusive Two Way Cake 07 Pink Fair 12 g"
"MY-TCE08-W","Malaysia Wardah Exclusive Two Way Cake 08 Light Ivory 12 g"
"MY-TCE09-W","Malaysia Wardah Exclusive Two Way Cake 09 Golden Tan 12 g"
"MY-TCE10-W","Malaysia Wardah Exclusive Two Way Cake 10 Deep Toffee 12 g"
"MY-TCR2E06-W","Malaysia Wardah Exclusive Two Way Cake Revamp 06 12 g"
"MY-TCR2E07-W","Malaysia Wardah Exclusive Two Way Cake Revamp 07 12 g"
"MY-TCR2E08-W","Malaysia Wardah Exclusive Two Way Cake Revamp 08 12 g"
"MY-LEMM01-W","Malaysia Wardah Exclusive moist & matte lipstick 01"
"MY-LEMM02-W","Malaysia Wardah Exclusive moist & matte lipstick 02"
"MY-LEMM03-W","Malaysia Wardah Exclusive moist & matte lipstick 03"
"MY-LEMM04-W","Malaysia Wardah Exclusive moist & matte lipstick 04"
"MY-LEMM05-W","Malaysia Wardah Exclusive moist & matte lipstick 05"
"MY-LEMM06-W","Malaysia Wardah Exclusive moist & matte lipstick 06"
"MY-LEMM07-W","Malaysia Wardah Exclusive moist & matte lipstick 07"
"MY-LEMM08-W","Malaysia Wardah Exclusive moist & matte lipstick 08"
"MY-LEMM09-W","Malaysia Wardah Exclusive moist & matte lipstick 09"
"MY-LEMM10-W","Malaysia Wardah Exclusive moist & matte lipstick 10"
"MY-LEMM11-W","Malaysia Wardah Exclusive moist & matte lipstick 11"
"MY-LEMM12-W","Malaysia Wardah Exclusive moist & matte lipstick 12"
"MY-EBBL-W1.14G","Malaysia Wardah Eye Brow Black 1.14 g (Pc(s))"
"MY-EBBR-W1.14G","Malaysia Wardah Eye Brow Brown 1.14 g (Pc(s))"
"MY-REBBL-W","Malaysia Wardah Eye Brow Pencil Black 1.14 g"
"MY-REBBR-W","Malaysia Wardah Eye Brow Pencil Brown 1.14 g"
"MY-ELBL-W1.14G","Malaysia Wardah Eye Liner Black 1.14 g (Pc(s))"
"MY-ELBR-W1.14G","Malaysia Wardah Eye Liner Brown 1.14 g (Pc(s))"
"MY-ELWH-W1.14G","Malaysia Wardah Eye Liner White 1.14 g (Pc(s))"
"MY-ESA-W3.3G","Malaysia Wardah Eye Shadow A 3,3 g (Pc(s))"
"MY-RESA-W","Malaysia Wardah Eye Shadow A 3.3 g"
"MY-ESG-W3.3G","Malaysia Wardah Eye Shadow G 3,3 g (Pc(s))"
"MY-RESG-W","Malaysia Wardah Eye Shadow G 3.3 g"
"MY-ESH-W3.3G","Malaysia Wardah Eye Shadow H 3,3 g (Pc(s))"
"MY-ESI-W3.3G","Malaysia Wardah Eye Shadow I 3,3 g (Pc(s))"
"MY-RESI-W","Malaysia Wardah Eye Shadow I 3.3 g"
"MY-ESL-W3.3G","Malaysia Wardah Eye Shadow L 3,3 g (Pc(s))"
"MY-RESL-W","Malaysia Wardah Eye Shadow L 3.3 g"
"MY-ESM-W3.3G","Malaysia Wardah Eye Shadow M 3,3 g (Pc(s))"
"MY-RESM-W","Malaysia Wardah Eye Shadow M 3.3 g"
"MY-RMASKEEAL-W","Malaysia Wardah EyeXpert Aqua Lash Mascara 6 g"
"MY-MASKEEAL-W6G","Malaysia Wardah EyeXpert Aqua Lash Mascara 6 gr (Pc(s))"
"MY-RREMEEM-W","Malaysia Wardah EyeXpert Eye & Lip Makeup Remover 100 ml"
"MY-REBEK-W","Malaysia Wardah EyeXpert Eyebrow Kit 3 g"
"MY-EBEK-W3G","Malaysia Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))"
"MY-EBREPBL-W","Malaysia Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister)"
"MY-EBREPBR-W","Malaysia Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)"
"MY-RESNCCL-W","Malaysia Wardah EyeXpert Eyeshadow Classic 3.3 gr"
"MY-RESNCPS-W","Malaysia Wardah EyeXpert Eyeshadow Passionate 3.3 gr"
"MY-EBEXPMBD02-W","Malaysia Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g"
"MY-EBEXPMBD03-W","Malaysia Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g"
"MY-RELEOHB-W","Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g"
"MY-ELEOHB-W1G","Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g (Pc(s))"
"MY-RMASKEEPC-W","Malaysia Wardah EyeXpert Perfectcurl Mascara 7 g"
"MY-MASKEEPC-W7G","Malaysia Wardah EyeXpert Perfectcurl Mascara 7 g (Pc(s))"
"MY-RELESL-W","Malaysia Wardah EyeXpert Staylast Liquid Eyeliner 3.5 g"
"MY-RMASKEEVE-W","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g"
"MY-MASKEEVE-W","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 gr (Pc(s))"
"MY-RELBL-W","Malaysia Wardah Eyeliner Pencil Black 1.14 g"
"MY-RELWH-W","Malaysia Wardah Eyeliner Pencil White 1.14 g"
"MY-SRMELB-W","Malaysia Wardah Eyexpert Brow Lash Serum 10 ml"
"MY-REMEEM-W100ML","Malaysia Wardah Eyexpert Eye Makeup Remover for Eye & Lip 100 ml (Pc(s))"
"MY-EBEXPMBD01-W","Malaysia Wardah Eyexpert Matic Brow Definer 01 LIGHT BROWN 0.25 g"
"MY-ELESL-W3.5G","Malaysia Wardah Eyexpert Staylast Liquid Eyeliner 3.5 g (Pc(s))"
"MY-GWPEFSG-W","Malaysia Wardah GWP Everyday Fruity Sheer Lip Balm Holder Grape"
"MY-GWPEFSS-W","Malaysia Wardah GWP Everyday Fruity Sheer Lip Balm Holder Strawberry"
"MY-GWPEMLNGT-W","Malaysia Wardah GWP Everyday Moisture Lip Nutrition Holder Green Tea"
"MY-GWPEMLNH-W","Malaysia Wardah GWP Everyday Moisture Lip Nutrition Holder Honey"
"MY-MRHDGN1-W","Malaysia Wardah Hydra Rose Dewy Aqua Day Gel 40 g"
"MY-PRHDSSK-W","Malaysia Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)"
"MY-FWRHMF-W","Malaysia Wardah Hydra Rose Gel to Foam Cleanser 100 ml"
"MY-SRMRIH-W","Malaysia Wardah Hydra Rose Micro Gel Serum 30 ml"
"MY-MRHOVN1-W","Malaysia Wardah Hydra Rose Moisture Rich Night Gel 40 g"
"MY-FTRIHT-W","Malaysia Wardah Hydra Rose Petal Infused Toner 100 ml"
"MY-FTRIHTN3-W","Malaysia Wardah Hydra Rose Petal Infused Toner 30 ml"
"MY-HBLHAVG-W100ML","Malaysia Wardah Hydrating Aloe Vera Gel 100 ml (Pc(s))"
"MY-MHC-W40ML","Malaysia Wardah Hydrating Moisturizer Cream 40 ml (Pc(s))"
"MY-REBIPB3M01-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g"
"MY-EBIPB3M01-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g"
"MY-EBIPB3M02-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g"
"MY-REBIPB3M02-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g"
"MY-EBIPEM01-W","Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g"
"MY-EBIPEM02-W","Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g"
"MY-BOIPCBBC01-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 01. Bliss 5.6 g"
"MY-RBOIPCBBC01-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 01. Bliss 5.6 g"
"MY-RBOIPCBBC02-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 02. Adore 5.6 g"
"MY-BOIPCBBC02-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 02. Adore 5.6 g"
"MY-CONIP01-W","Malaysia Wardah Instaperfect Concealer 01 5 ml"
"MY-CONIP02-W","Malaysia Wardah Instaperfect Concealer 02 5 ml"
"MY-CONIP03-W","Malaysia Wardah Instaperfect Concealer 03 5 ml"
"MY-CONIP04-W","Malaysia Wardah Instaperfect Concealer 04 5 ml"
"MY-CONIP05-W","Malaysia Wardah Instaperfect Concealer 05 5 ml"
"MY-CONIP06-W","Malaysia Wardah Instaperfect Concealer 06 5 ml"
"MY-RELIPDM-W","Malaysia Wardah Instaperfect DYNAMATIC Microsmooth Liner 0.2 g"
"MY-ELIPDM-W","Malaysia Wardah Instaperfect DYNAMATIC Microsmooth Liner 0.2 g"
"MY-LIPEI01-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g"
"MY-LIPEI02-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g"
"MY-LIPEI03-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 03 SURREAL 4.2 g"
"MY-LIPEI04-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 04 GRANDE 4.2 g"
"MY-LIPEI05-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g"
"MY-LIPEI06-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g"
"MY-LIPEI07-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g"
"MY-LIPEI08-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 08 DASHING 4.2 g"
"MY-EBIPGMC01-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 01. BROWN 0.25 g"
"MY-REBIPGMC01-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 01. BROWN 0.25 g"
"MY-REBIPGMC02-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 02. DEEP GREY 0.25 g"
"MY-EBIPGMC02-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 02. DEEP GREY 0.25 g"
"MY-RLIPGC01-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 01 Rhythm 2.7 g"
"MY-LIPGC02-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 02 Clue 2.7 g"
"MY-RLIPGC02-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 02 Clue 2.7 g"
"MY-RLIPGC03-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 03 Mind 2.7 g"
"MY-ELIPHPB-W","Malaysia Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g"
"MY-RELIPHPB-W","Malaysia Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g"
"MY-RTCIPMFPF11-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 11 FAIR 13 g"
"MY-TCIPMFPF11-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 11. FAIR 13 g"
"MY-RTCIPMFPF12-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12 IVORY 13 g"
"MY-TCIPMFPF12-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12. IVORY 13 g"
"MY-RTCIPMFPF13-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 13 BEIGE 13 g"
"MY-TCIPMFPF13-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 13. BEIGE 13 g"
"MY-RTCIPMFPF14-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 14 CRÉME13 g"
"MY-TCIPMFPF14-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 14. CREME 13 g"
"MY-RLIPMC01-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 01 Pace 3 g"
"MY-LIPMC01-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 01 Pace 3 g"
"MY-RLIPMC02-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 02 Morale 3 g"
"MY-RLIPMC03-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 03 Honor 3 g"
"MY-RLIPMC04-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 04 Joy 3 g"
"MY-RLIPMC05-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g"
"MY-LIPMC05-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g"
"MY-RLIPMC06-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 06 Soul 3 g"
"MY-LIPMC06-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 06 Soul 3 g"
"MY-LIPMLMP01-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g"
"MY-RLIPMLMP01-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g"
"MY-LIPMLMP02-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g"
"MY-RLIPMLMP02-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g"
"MY-LIPMLMP03-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g"
"MY-RLIPMLMP03-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g"
"MY-RLIPMLMP04-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g"
"MY-RLIPMLMP05-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 05. HYPE 5.5 g"
"MY-LIPMLMP06-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g"
"MY-RLIPMLMP06-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g"
"MY-LIPMLMP07-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g"
"MY-RLIPMLMP07-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g"
"MY-RLIPMLMP08-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g"
"MY-LIPMLMP08-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g"
"MY-RLIPMLMP09-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g"
"MY-LIPMLMP09-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g"
"MY-RLIPMMS01-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g"
"MY-LIPMMS01-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g"
"MY-LIPMMS02-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g"
"MY-RLIPMMS02-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g"
"MY-RLIPMMS03-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 03. FEMME 3.5 g"
"MY-LIPMMS03-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 03. FEMME 3.5 g"
"MY-RLIPMMS04-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 04. BUZZ 3.5 g"
"MY-LIPMMS04-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 04. BUZZ 3.5 g"
"MY-RLIPMMS05-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 05. FLUX 3.5 g"
"MY-LIPMMS05-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 05. FLUX 3.5 g"
"MY-RCUSIPMB11-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 11. FAIR 15 g"
"MY-CUSIPMB11-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 11. FAIR 15 g"
"MY-CUSIPMB12-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 12. IVORY 15 g"
"MY-RCUSIPMB12-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 12. IVORY 15 g"
"MY-RCUSIPMB13-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g"
"MY-CUSIPMB13-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g"
"MY-CUSIPMB14-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 14. CRÉME 15 g"
"MY-RCUSIPMB14-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 14. CRÉME 15 g"
"MY-PRMIPPF-W","Malaysia Wardah Instaperfect POREFECTION Skin Primer 20 ml"
"MY-RPRMIPPF-W","Malaysia Wardah Instaperfect POREFECTION Skin Primer 20 ml"
"MY-RESIPSCP-W","Malaysia Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g"
"MY-ESIPSCP-W","Malaysia Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g"
"MY-RLIM01-W","Malaysia Wardah Intense Matte Lipstick 01 Socialite Peach 2.3 g"
"MY-LIM01-W2.3G","Malaysia Wardah Intense Matte Lipstick 01 Socialite Peach 2.3 g (Pc(s))"
"MY-RLIM02-W","Malaysia Wardah Intense Matte Lipstick 02 Blushing Nude 2.3 g"
"MY-LIM02-W2.3G","Malaysia Wardah Intense Matte Lipstick 02 Blushing Nude 2.3 g (Pc(s))"
"MY-RLIM03-W","Malaysia Wardah Intense Matte Lipstick 03 Peach Perfect 2.3 g"
"MY-LIM03-W2.3G","Malaysia Wardah Intense Matte Lipstick 03 Peach Perfect 2.3 g (Pc(s))"
"MY-RLIM04-W","Malaysia Wardah Intense Matte Lipstick 04 Mauve Mellow 2.3 g"
"MY-LIM04-W2.3G","Malaysia Wardah Intense Matte Lipstick 04 Mauve Mellow 2.3 g (Pc(s))"
"MY-RLIM05-W","Malaysia Wardah Intense Matte Lipstick 05 Easy Brownie 2.3 g"
"MY-LIM05-W2.3G","Malaysia Wardah Intense Matte Lipstick 05 Easy Brownie 2.3 g (Pc(s))"
"MY-RLIM06-W","Malaysia Wardah Intense Matte Lipstick 06 Blooming Pink 2.3 g"
"MY-LIM06-W2.3G","Malaysia Wardah Intense Matte Lipstick 06 Blooming Pink 2.3 g (Pc(s))"
"MY-RLIM07-W","Malaysia Wardah Intense Matte Lipstick 07 Passionate Pink 2.3 g"
"MY-LIM07-W2.3G","Malaysia Wardah Intense Matte Lipstick 07 Passionate Pink 2.3 g (Pc(s))"
"MY-RLIM08-W","Malaysia Wardah Intense Matte Lipstick 08 Retro Red 2.3 g"
"MY-LIM08-W2.3G","Malaysia Wardah Intense Matte Lipstick 08 Retro Red 2.3 g (Pc(s))"
"MY-RLIM09-W","Malaysia Wardah Intense Matte Lipstick 09 Vibrant-Red 2.3 g"
"MY-LIM09-W2.3G","Malaysia Wardah Intense Matte Lipstick 09 Vibrant-Red 2.3 g (Pc(s))"
"MY-RLIM10-W","Malaysia Wardah Intense Matte Lipstick 10 Miss Terracotta 2.3 g"
"MY-LIM10-W2.3G","Malaysia Wardah Intense Matte Lipstick 10 Miss Terracotta 2.3 g (Pc(s))"
"MY-RLIM11-W","Malaysia Wardah Intense Matte Lipstick 11 Choco Town 2.3 g"
