"Korporat Code","Name"
"MY-LIM11-W2.3G","Malaysia Wardah Intense Matte Lipstick 11 Choco Town 2.3 g (Pc(s))"
"MY-RLIM12-W","Malaysia Wardah Intense Matte Lipstick 12 Lady Burgundy 2.3 g"
"MY-LIM12-W2.3G","Malaysia Wardah Intense Matte Lipstick 12 Lady Burgundy 2.3 g (Pc(s))"
"MY-LIM13-W2.3G","Malaysia Wardah Intense Matte Lipstick 13 Yummy Brownie 2.3 g"
"MY-RLIM13-W","Malaysia Wardah Intense Matte Lipstick 13 Yummy Brownie 2.3 g"
"MY-RLIM14-W","Malaysia Wardah Intense Matte Lipstick 14 Active Cerise 2.3 g"
"MY-LIM14-W2.3G","Malaysia Wardah Intense Matte Lipstick 14 Active Cerise 2.3 g"
"MY-RLIM15-W","Malaysia Wardah Intense Matte Lipstick 15 Out of Red! 2.3 g"
"MY-LIM15-W2.3G","Malaysia Wardah Intense Matte Lipstick 15 Out of Red! 2.3 g"
"MY-LIM16-W2.3G","Malaysia Wardah Intense Matte Lipstick 16 Pecan Pie 2.3 g"
"MY-RLIM16-W","Malaysia Wardah Intense Matte Lipstick 16 Pecan Pie 2.3 g"
"MY-RTCLBB01-W","Malaysia Wardah Lightening BB Cake Powder 01 Light 11 g"
"MY-TCLBB01-W11G","Malaysia Wardah Lightening BB Cake Powder 01 Light 11 gr (Pc(s))"
"MY-RTCLBB02-W","Malaysia Wardah Lightening BB Cake Powder 02 Sheer Pink 11 g"
"MY-TCLBB02-W11G","Malaysia Wardah Lightening BB Cake Powder 02 Sheer Pink 11 gr (Pc(s))"
"MY-RTCLBB03-W","Malaysia Wardah Lightening BB Cake Powder 03 Natural 11 g"
"MY-TCLBB03-W11G","Malaysia Wardah Lightening BB Cake Powder 03 Natural 11 gr (Pc(s))"
"MY-RBBCLLN2-W","Malaysia Wardah Lightening BB Cream Light 15 ml"
"MY-BBCLL-W15ML","Malaysia Wardah Lightening BB Cream Light 15 ml (pc(s))"
"MY-RBBCLLN1-W","Malaysia Wardah Lightening BB Cream Light 30 ml"
"MY-BBCLL-W30ML","Malaysia Wardah Lightening BB Cream Light 30 ml (Pc(s))"
"MY-RBBCLNN2-W","Malaysia Wardah Lightening BB Cream Natural 15 ml"
"MY-BBCLN-W15ML","Malaysia Wardah Lightening BB Cream Natural 15 ml (pc(s))"
"MY-RBBCLNN1-W","Malaysia Wardah Lightening BB Cream Natural 30 ml"
"MY-BBCLN-W30ML","Malaysia Wardah Lightening BB Cream Natural 30 ml (Pc(s))"
"MY-FMRLN2-W","Malaysia Wardah Lightening Blue Clay Mask 50 g"
"MY-FWLCF-W60ML","Malaysia Wardah Lightening Creamy Foam 60 ml (Pc(s))"
"MY-MRLDC-W20ML","Malaysia Wardah Lightening Day Cream 20 ml"
"MY-MRLDC-W30G","Malaysia Wardah Lightening Day Cream 30 g (Pc(s))"
"MY-MLDCN1-W","Malaysia Wardah Lightening Day Cream Advanced Niacinamide 20 ml"
"MY-MLDCN2-W","Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g"
"MY-MLDC2-W30G","Malaysia Wardah Lightening Day Cream Step 2 30 g (Pc(s))"
"MY-MLDGN1-W","Malaysia Wardah Lightening Day Gel 30 g"
"MY-MALESM-W","Malaysia Wardah Lightening Essence Sheet Mask 20 ml"
"MY-FMILGT-W","Malaysia Wardah Lightening Face Mist 60 ml"
"MY-FTLFT-W","Malaysia Wardah Lightening Face Toner 125 ml"
"MY-FTRL-W150ML","Malaysia Wardah Lightening Face Toner 150 ml"
"MY-FMRL-W60ML","Malaysia Wardah Lightening Facial Mask 60 ml"
"MY-FSRL-W60ML","Malaysia Wardah Lightening Facial Scrub 60 ml"
"MY-FSL-W60ML","Malaysia Wardah Lightening Facial Scrub 60 ml (Pc(s))"
"MY-SRML-W5X5ML","Malaysia Wardah Lightening Facial Serum 5x5 ml (Pc(s))"
"MY-SRMRL-W","Malaysia Wardah Lightening Facial Serum 5x5 ml (Pc(s))"
"MY-FSRLN2-W","Malaysia Wardah Lightening Gentle Exfoliator 50 ml"
"MY-FWRLGW-W100ML","Malaysia Wardah Lightening Gentle Wash 100 ml"
"MY-FWRLGW-W60ML","Malaysia Wardah Lightening Gentle Wash 60 ml"
"MY-FWLGW-W60ML","Malaysia Wardah Lightening Gentle Wash 60 ml (Pc(s))"
"MY-PLHRM-W","Malaysia Wardah Lightening Hampers Ramadan Untuk Mencerahkan"
"MY-CONLBBL01-W","Malaysia Wardah Lightening Liquid Concealer 01 Light 7 g (Blister)"
"MY-CONLBBL02-W","Malaysia Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister)"
"MY-FLLF01-W","Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister)"
"MY-FLLFM-W","Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 6 ml"
"MY-FLLF02-W","Malaysia Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister)"
"MY-FLLFM2-W","Malaysia Wardah Lightening Liquid Foundation 02. Beige 6 ml"
"MY-FLLF03-W","Malaysia Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister)"
"MY-FLLFM3-W","Malaysia Wardah Lightening Liquid Foundation 03. Ivory 6 ml"
"MY-FLLF04-W","Malaysia Wardah Lightening Liquid Foundation 04. Natural 25 ml (Blister)"
"MY-FLLFM4-W","Malaysia Wardah Lightening Liquid Foundation 04. Natural 6 ml"
"MY-BL01LB-W","Malaysia Wardah Lightening Loose Powder 01 Light Beige 20 g"
"MY-BL02B-W","Malaysia Wardah Lightening Loose Powder 02 Beige 20 g"
"MY-BL03I-W","Malaysia Wardah Lightening Loose Powder 03 Ivory 20 g"
"MY-BL04N-W","Malaysia Wardah Lightening Loose Powder 04 Natural 20 g"
"MY-FWLMGWN2-W","Malaysia Wardah Lightening Micellar Gentle Wash 100 ml"
"MY-FWLMGWN1-W","Malaysia Wardah Lightening Micellar Gentle Wash 50 ml"
"MY-CMRL-W150ML","Malaysia Wardah Lightening Milk Cleanser 150 ml"
"MY-MRLNC-W20ML","Malaysia Wardah Lightening Night Cream 20 ml"
"MY-MRLNC-W30G","Malaysia Wardah Lightening Night Cream 30 g (Pc(s))"
"MY-MLNCN2-W","Malaysia Wardah Lightening Night Cream Advanced Niacinamide 30 g"
"MY-MLNC2-W30G","Malaysia Wardah Lightening Night Cream Step 2 30 g (Pc(s))"
"MY-REMLOIMWN2-W","Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml"
"MY-TCR3LLF01-W","Malaysia Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g"
"MY-TCR3LLF02-W","Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g"
"MY-TCR3LLF03-W","Malaysia Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g"
"MY-TCR3LLF04-W","Malaysia Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g"
"MY-TCR3LLF05-W","Malaysia Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g"
"MY-TCR3LLF06-W","Malaysia Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g"
"MY-TCR3LLF07-W","Malaysia Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g"
"MY-SRMRLSAN1-W","Malaysia Wardah Lightening Serum Ampoule 30 ml"
"MY-SRMLSA-W","Malaysia Wardah Lightening Serum Ampoule 5x5 ml"
"MY-SRMRLSAN2-W","Malaysia Wardah Lightening Serum Ampoule 8 ml"
"MY-TCR2LLF01-W","Malaysia Wardah Lightening Two Way Cake Light Feel 01 Light Beige 12 g"
"MY-TCLLF01-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 01 Light Beige 12 g (Pc(s))"
"MY-TCRLLF02-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 02 Golden Beige 12 g"
"MY-TCR2LLF02-W","Malaysia Wardah Lightening Two Way Cake Light Feel 02 Golden Beige 12 g"
"MY-TCLLF02-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 02 Golden Beige 12 g (Pc(s))"
"MY-TCRLLF03-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 03 Sheer Pink 12 g"
"MY-TCR2LLF03-W","Malaysia Wardah Lightening Two Way Cake Light Feel 03 Sheer Pink 12 g"
"MY-TCLLF03-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 03 Sheer Pink 12 g (Pc(s))"
"MY-TCR2LLF04-W","Malaysia Wardah Lightening Two Way Cake Light Feel 04 Natural 12 g"
"MY-TCRLLF04-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 04 Natural 12 g"
"MY-TCLLF04-W12G","Malaysia Wardah Lightening Two Way Cake Light Feel 04 Natural 12 g (Pc(s))"
"MY-FWLWFN2-W","Malaysia Wardah Lightening Whip Facial Foam 100 ml"
"MY-LBV-W6.5G","Malaysia Wardah Lipbalm Vanilla 6.5 g (Pc(s))"
"MY-RRLLL01-W","Malaysia Wardah Longlasting Lipstick 01 Fabulous Peach 2.3 g"
"MY-LLL01-W2.3G","Malaysia Wardah Longlasting Lipstick 01 Fabulous Peach 2.3 g (Pc(s))"
"MY-RLLL01-W","Malaysia Wardah Longlasting Lipstick 01 Fabulous Peach 2.3 g (Pc(s))"
"MY-RRLLL02-W","Malaysia Wardah Longlasting Lipstick 02 Pink Sorbet 2.3 g"
"MY-RLLL02-W","Malaysia Wardah Longlasting Lipstick 02 Pink Sorbet 2.3 g (Pc(s))"
"MY-LLL02-W2.3G","Malaysia Wardah Longlasting Lipstick 02 Pink Sorbet 2.3 g (Pc(s))"
"MY-RRLLL03-W","Malaysia Wardah Longlasting Lipstick 03 Simply Brown 2.3 g"
"MY-RLLL03-W","Malaysia Wardah Longlasting Lipstick 03 Simply Brown 2.3 g (Pc(s))"
"MY-LLL03-W2.3G","Malaysia Wardah Longlasting Lipstick 03 Simply Brown 2.3 g (Pc(s))"
"MY-RRLLL04-W","Malaysia Wardah Longlasting Lipstick 04 Antique Pink 2.3 g"
"MY-LLL04-W2.3G","Malaysia Wardah Longlasting Lipstick 04 Antique Pink 2.3 g (Pc(s))"
"MY-RLLL04-W","Malaysia Wardah Longlasting Lipstick 04 Antique Pink 2.3 g (Pc(s))"
"MY-RRLLL05-W","Malaysia Wardah Longlasting Lipstick 05 Fuchsia Fever 2.3 g"
"MY-LLL05-W2.3G","Malaysia Wardah Longlasting Lipstick 05 Fuchsia Fever 2.3 g (Pc(s))"
"MY-RLLL05-W","Malaysia Wardah Longlasting Lipstick 05 Fuchsia Fever 2.3 g (Pc(s))"
"MY-RRLLL06-W","Malaysia Wardah Longlasting Lipstick 06 Delicate Pink 2.3 g"
"MY-LLL06-W2.3G","Malaysia Wardah Longlasting Lipstick 06 Delicate Pink 2.3 g (Pc(s))"
"MY-RLLL06-W","Malaysia Wardah Longlasting Lipstick 06 Delicate Pink 2.3 g (Pc(s))"
"MY-RRLLL07-W","Malaysia Wardah Longlasting Lipstick 07 Raspberry Hip 2.3 g"
"MY-RLLL07-W","Malaysia Wardah Longlasting Lipstick 07 Raspberry Hip 2.3 g (Pc(s))"
"MY-LLL07-W2.3G","Malaysia Wardah Longlasting Lipstick 07 Raspberry Hip 2.3 g (Pc(s))"
"MY-RRLLL08-W","Malaysia Wardah Longlasting Lipstick 08 Red Velvet 2.3 g"
"MY-RLLL08-W","Malaysia Wardah Longlasting Lipstick 08 Red Velvet 2.3 g (Pc(s))"
"MY-LLL08-W2.3G","Malaysia Wardah Longlasting Lipstick 08 Red Velvet 2.3 g (Pc(s))"
"MY-RRLLL09-W","Malaysia Wardah Longlasting Lipstick 09 Vibrant Red 2.3 g"
"MY-RLLL09-W","Malaysia Wardah Longlasting Lipstick 09 Vibrant Red 2.3 g (Pc(s))"
"MY-LLL09-W2.3G","Malaysia Wardah Longlasting Lipstick 09 Vibrant Red 2.3 g (Pc(s))"
"MY-RRLLL10-W","Malaysia Wardah Longlasting Lipstick 10 Stylish Mocca 2.3 g"
"MY-RLLL10-W","Malaysia Wardah Longlasting Lipstick 10 Stylish Mocca 2.3 g (Pc(s))"
"MY-LLL10-W2.3G","Malaysia Wardah Longlasting Lipstick 10 Stylish Mocca 2.3 g (Pc(s))"
"MY-RRLLL11-W","Malaysia Wardah Longlasting Lipstick 11 Cherrie Glam 2.3 g"
"MY-RLLL11-W","Malaysia Wardah Longlasting Lipstick 11 Cherrie Glam 2.3 g (Pc(s))"
"MY-RRLLL12-W","Malaysia Wardah Longlasting Lipstick 12 Lustrous Red 2.3 g"
"MY-RLLL12-W","Malaysia Wardah Longlasting Lipstick 12 Lustrous Red 2.3 g (Pc(s))"
"MY-LLL12-W2.3G","Malaysia Wardah Longlasting Lipstick 12 Lustrous Red 2.3 g (Pc(s))"
"MY-RRLLL13-W","Malaysia Wardah Longlasting Lipstick 13 Classic Brown 2.3 g"
"MY-LLL13-W2.3G","Malaysia Wardah Longlasting Lipstick 13 Classic Brown 2.3 g (Pc(s))"
"MY-RLLL13-W","Malaysia Wardah Longlasting Lipstick 13 Classic Brown 2.3 g (Pc(s))"
"MY-RRLLL14-W","Malaysia Wardah Longlasting Lipstick 14 Violet Pink 2.3 g"
"MY-LLL14-W2.3G","Malaysia Wardah Longlasting Lipstick 14 Violet Pink 2.3 g (Pc(s))"
"MY-RLLL14-W","Malaysia Wardah Longlasting Lipstick 14 Violet Pink 2.3 g (Pc(s))"
"MY-RLLL15-W","Malaysia Wardah Longlasting Lipstick 15 Rouge Red 2.3 g"
"MY-LLL15-W2.3G","Malaysia Wardah Longlasting Lipstick 15 Rouge Red 2.3 g (Pc(s))"
"MY-RLLL16-W","Malaysia Wardah Longlasting Lipstick 16 Smooth Latte 2.3 g"
"MY-LLL16-W2.3G","Malaysia Wardah Longlasting Lipstick 16 Smooth Latte 2.3 g (Pc(s))"
"MY-RLLL17-W","Malaysia Wardah Longlasting Lipstick 17 Passionate Red 2.3 g"
"MY-LLL17-W2.3G","Malaysia Wardah Longlasting Lipstick 17 Passionate Red 2.3 g (Pc(s))"
"MY-RLLL18-W","Malaysia Wardah Longlasting Lipstick 18 Sunset Orange 2.3 g"
"MY-LLL18-W2.3G","Malaysia Wardah Longlasting Lipstick 18 Sunset Orange 2.3 g (Pc(s))"
"MY-RLLL19-W","Malaysia Wardah Longlasting Lipstick 19 Sunrise Nude 2.3 g"
"MY-LLL19-W2.3G","Malaysia Wardah Longlasting Lipstick 19 Sunrise Nude 2.3 g (Pc(s))"
"MY-LM02-W3.8G","Malaysia Wardah Matte Lipstick 02 Pink 3.8 g (Pc(s))"
"MY-LM05-W3.8G","Malaysia Wardah Matte Lipstick 05 Peach 3.8 g (Pc(s))"
"MY-SRMNFSASRM-W","Malaysia Wardah NFS Acnederm Acne Care Serum 2 ml"
"MY-PNFSBCSDCFW-W","Malaysia Wardah NFS Bundling Crystal Secret Brightening Day Cream 30 g + Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 3 ml Sachet"
"MY-PNFSBHRFWSRM-W","Malaysia Wardah NFS Bundling Hydra Rose gel-to-foam Cleanser 2 ml + Hydra Rose Micro Gel Serum 2 ml"
"MY-NFSSRMCAB-W","Malaysia Wardah NFS Crystallure Supreme Activating Booster Essence 6 ml"
"MY-FWNFSPBJ-W","Malaysia Wardah NFS Perfect Bright Jelly Face Wash 3 ml"
"MY-MNFSPBNC-W","Malaysia Wardah NFS Perfect Bright Night Cream 3 ml"
"MY-SRMNFSAGIS2-W","Malaysia Wardah NFS Renew You Anti Aging Intensive Serum 2 ml (Pc(s))"
"MY-MNFSAGNC2-W","Malaysia Wardah NFS Renew You Anti Aging Night Cream 2 ml (Pc(s))"
"MY-MNFSAGNC3-W","Malaysia Wardah NFS Renew You Anti Aging Night Cream 3 ml (Pc(s))"
"MY-FTNDATE-W","Malaysia Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml"
"MY-RFWAH-W","Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml"
"MY-FWAH-W100ML","Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml"
"MY-HSAHHGEL-W","Malaysia Wardah Nature Daily Aloe Hydramild Hand Sanitizer 100 ml"
"MY-MAHC-W40ML","Malaysia Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml"
"MY-RMAHC-W","Malaysia Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml"
"MY-RHBLAHMG-W","Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml"
"MY-HBLAHMG-W100ML","Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml"
"MY-SRMAH-W5X5ML","Malaysia Wardah Nature Daily Aloe Hydramild Serum 5 x 5 ml"
"MY-CMSB-W150ML","Malaysia Wardah Nature Daily Seaweed Balancing Cleanser 150 ml"
"MY-FMSB-W60ML","Malaysia Wardah Nature Daily Seaweed Balancing Facial Mask 60 ml"
"MY-FSSB-W100ML","Malaysia Wardah Nature Daily Seaweed Balancing Facial Scrub 100 ml"
"MY-FSSB-W60ML","Malaysia Wardah Nature Daily Seaweed Balancing Facial Scrub 60 ml"
"MY-RFSSB-W","Malaysia Wardah Nature Daily Seaweed Balancing Facial Scrub 60 ml"
"MY-FWSB-W100ML","Malaysia Wardah Nature Daily Seaweed Balancing Facial Wash 100 ml"
"MY-RFWSB-W","Malaysia Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml"
"MY-FTSB-W150ML","Malaysia Wardah Nature Daily Seaweed Balancing Toner 150 ml"
"MY-REMSCMW-W100ML","Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml"
"MY-RREMSCMWN1-W","Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml"
"MY-REMSCMW-W240ML","Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml"
"MY-RREMSCMWN2-W","Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml"
"MY-RINSC-W","Malaysia Wardah Nature Daily Seaweed Intensive Night Cream 30 g"
"MY-INSC-W30G","Malaysia Wardah Nature Daily Seaweed Intensive Night Cream 30 g"
"MY-RSRMPSHB-W","Malaysia Wardah Nature Daily Seaweed Primary Skin Hydrating Booster 100 ml"
"MY-SRMPSHB-W100ML","Malaysia Wardah Nature Daily Seaweed Primary Skin Hydrating Booster 100 ml"
"MY-RMANDSAV-W","Malaysia Wardah Nature Daily Sheet Mask Aloe Vera 20 ml"
"MY-MANDSAV-W","Malaysia Wardah Nature Daily Sheet Mask Aloe Vera 20 ml"
"MY-RMANDSGT-W","Malaysia Wardah Nature Daily Sheet Mask Green Tea 20 ml"
"MY-MANDSGT-W","Malaysia Wardah Nature Daily Sheet Mask Green Tea 20 ml"
"MY-MANDSRI-W","Malaysia Wardah Nature Daily Sheet Mask Rice 20 ml"
"MY-RMANDSRI-W","Malaysia Wardah Nature Daily Sheet Mask Rice 20 ml"
"MY-RMANDSRO-W","Malaysia Wardah Nature Daily Sheet Mask Rose 20 ml"
"MY-MANDSRO-W","Malaysia Wardah Nature Daily Sheet Mask Rose 20 ml"
"MY-MANDSVC-W","Malaysia Wardah Nature Daily Sheet Mask Vitamin C 20 ml"
"MY-RMANDSVC-W","Malaysia Wardah Nature Daily Sheet Mask Vitamin C 20 ml"
"MY-RMWHPG-W","Malaysia Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml"
"MY-MWHPG-W40ML","Malaysia Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml"
"MY-SRMWHP-W5X5ML","Malaysia Wardah Nature Daily Witch Hazel Purifying Serum 5 x 5 ml"
"MY-ESNCCL-W3.3G","Malaysia Wardah Nude Colours Eyeshadow Classic 3.3 g (Pc(s))"
"MY-ESNCPS-W3.3G","Malaysia Wardah Nude Colours Eyeshadow Passionate 3.3 g (Pc(s))"
"MY-LN01-W3.9G","Malaysia Wardah Nude Lipstick 01 Sugary Nude 3.9 g (Pc(s))"
"MY-LN02-W3.9G","Malaysia Wardah Nude Lipstick 02 Creamy Rose 3.9 g (Pc(s))"
"MY-LN03-W3.9G","Malaysia Wardah Nude Lipstick 03 Pure Hazelnut 3.9 g (Pc(s))"
"MY-LN04-W3.9G","Malaysia Wardah Nude Lipstick 04 Peach Caramel 3.9 g (Pc(s))"
"MY-LN05-W3.9G","Malaysia Wardah Nude Lipstick 05 Crimson Brown 3.9 g (Pc(s))"
"MY-LN06-W3.9G","Malaysia Wardah Nude Lipstick 06 Modest Plum 3.9 g (Pc(s))"
"MY-MZOM-W150ML","Malaysia Wardah Olive Oil For Massage 150 ml (Pc(s))"
"MY-RPHHU-W","Malaysia Wardah Paket Haji Dan Umroh"
"MY-PHHU-W","Malaysia Wardah Paket Haji dan Umroh"
"MY-BPBBB-W","Malaysia Wardah Perfect Bright BB Powder 50 g"
"MY-MPBNC20-W","Malaysia Wardah Perfect Bright Bright + Night Glow Night Moisturizer 20 ml"
"MY-REMRPBTUMW-W","Malaysia Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml"
"MY-FWPBNW100-W","Malaysia Wardah Perfect Bright Cooling Bright Jelly Facial Foam 100 ml"
"MY-FWRPBCFLO100-W","Malaysia Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml"
"MY-FWRPBCFLS100-W","Malaysia Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml"
"MY-RFWPBCFBO-W","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml"
"MY-FWPBCFBO-W100ML","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml"
"MY-FWRPBCFLO50-W","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 50 ml Revamp"
"MY-FWPBCFBO-W60ML","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 60 ml"
"MY-FWPBCFBS-W100ML","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml"
"MY-RFWPBCFBS-W","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml"
"MY-FWRPBCFLSN3-W","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 20 ml"
"MY-FWRPBCFLS50-W","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 50 ml Revamp"
"MY-FWPBCFBS-W60ML","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 60 ml"
"MY-MRPBSPF30-W","Malaysia Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++ 20 ml"
"MY-MRPBNS20-W","Malaysia Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml"
"MY-RMPBNS-W","Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml"
"MY-MRPBNS-W20ML","Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml"
"MY-RMPBSPF-W","Malaysia Wardah Perfect Bright Moisturizer SPF 28 20 ml"
"MY-MRPBSPF-W20ML","Malaysia Wardah Perfect Bright Moisturizer SPF 28 20 ml"
"MY-RFMPBPO-W","Malaysia Wardah Perfect Bright Peel Off Mask 60 ml"
"MY-FMPBPO-W","Malaysia Wardah Perfect Bright Peel Off Mask 60 ml"
"MY-RREMPBTUMW-W","Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml"
"MY-REMPBTUMW-W","Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml"
"MY-SRMPB-W","Malaysia Wardah Perfect Bright Toner Serum 50 ml"
"MY-RLPPR-W","Malaysia Wardah Perfect Red Lip Palette 10 g"
"MY-LPPR-W10G","Malaysia Wardah Perfect Red Lip Palette 10 g (pc(s))"
"MY-RLPPP-W","Malaysia Wardah Pinky Peach Lip Palette 10 g"
"MY-LPPP-W10G","Malaysia Wardah Pinky Peach Lip Palette 10 g (pc(s))"
"MY-MZPO-W50ML","Malaysia Wardah Pure Olive Oil 50 ml (Pc(s))"
"MY-MPG-W40ML","Malaysia Wardah Purifying Moisturizer Gel 40 ml (Pc(s))"
"MY-MAGDC-W17ML","Malaysia Wardah Renew You Anti Aging Day Cream 17 ml"
"MY-MAGDC-W30G","Malaysia Wardah Renew You Anti Aging Day Cream 30 g"
"MY-RMAGDC-W","Malaysia Wardah Renew You Anti Aging Day Cream 30 g"
"MY-ECRYAG-W10ML","Malaysia Wardah Renew You Anti Aging Eye Cream 10 ml"
"MY-RECRYAG-W","Malaysia Wardah Renew You Anti Aging Eye Cream 10 ml"
"MY-RFWRYAG-W","Malaysia Wardah Renew You Anti Aging Facial Wash 100 ml"
"MY-FWRYAG-W100ML","Malaysia Wardah Renew You Anti Aging Facial Wash 100 ml"
"MY-SRMAGIS-W17ML","Malaysia Wardah Renew You Anti Aging Intensive Serum 17 ml"
"MY-SRMRAGIS-W","Malaysia Wardah Renew You Anti Aging Intensive Serum 17 ml (Pc(s))"
"MY-MAGNC-W17ML","Malaysia Wardah Renew You Anti Aging Night Cream 17 ml"
"MY-RMAGNC-W","Malaysia Wardah Renew You Anti Aging Night Cream 30 g"
"MY-MAGNC-W30G","Malaysia Wardah Renew You Anti Aging Night Cream 30 g"
"MY-MRRYDCN1-W","Malaysia Wardah Renew You Day Cream 15 ml (Pc(s)"
"MY-MRRYDCN2-W","Malaysia Wardah Renew You Day Cream 30 g (Pc(s))"
"MY-PNFSBRYNCDY-W","Malaysia Wardah Renew You Day Cream 30 g bundling Wardah NFS Renew You Anti Aging Night Cream 3 ml"
"MY-MRRYDCN3-W","Malaysia Wardah Renew You Day Cream 9 ml (Pc(s))"
"MY-ECRRYAG-W","Malaysia Wardah Renew You Eye Cream 10 g (Pc(s))"
"MY-FWRRYAG-W","Malaysia Wardah Renew You Facial Wash 100 ml (Pc(s))"
"MY-RFMRYUL-W","Malaysia Wardah Renew You HydraFirm Sleeping Mask 30 g"
"MY-FMRYUL-W30G","Malaysia Wardah Renew You HydraFirm Sleeping Mask 30 g"
"MY-SRMRRYIS-W","Malaysia Wardah Renew You Intensive Serum 15 ml (Pc(s))"
"MY-SRMRRYUMS-W","Malaysia Wardah Renew You Intensive Serum 30 ml (Pc(s))"
"MY-MRRYNCN1-W","Malaysia Wardah Renew You Night Cream 15 ml (Pc(s))"
"MY-MRRYNCN2-W","Malaysia Wardah Renew You Night Cream 30 g (Pc(s))"
"MY-SRMRRYTEN2-W","Malaysia Wardah Renew You Toner Essence 100 ml (Pc(s))"
"MY-SRMRRYTEN1-W","Malaysia Wardah Renew You Toner Essence 50 ml (Pc(s))"
"MY-SRMAGTE-W100ML","Malaysia Wardah Renew You Treatment Essence 100 ml"
"MY-RSRMAGTE-W","Malaysia Wardah Renew You Treatment Essence 100 ml"
"MY-PRYTK-W","Malaysia Wardah Renew You Trial Kit"
"MY-FWSB-W60ML","Malaysia Wardah Seaweed Balancing Facial Wash 60 ml"
"MY-LWO-W150ML","Malaysia Wardah Soft Body Scrub With Olive 150 ml (Pc(s))"
"MY-MSG-W40ML","Malaysia Wardah Sunscreen Gel SPF 30 40 ml"
"MY-RMSG-W","Malaysia Wardah Sunscreen Gel SPF 30 40 ml"
"MY-TFDF-W4.5G","Malaysia Wardah Tester Double Function Kit 4,5 gr"
"MY-TLEMC13-W4G","Malaysia Wardah Tester Exclusive Matte Lip Cream 13 Fruit Punch 4 gr (Pc(s))"
"MY-TLEMC14-W4G","Malaysia Wardah Tester Exclusive Matte Lip Cream 14 My Honey Bee 4 gr (Pc(s))"
"MY-TLEMC15-W4G","Malaysia Wardah Tester Exclusive Matte Lip Cream 15 Pinky Plumise 4 gr (Pc(s))"
"MY-TLEMC16-W4G","Malaysia Wardah Tester Exclusive Matte Lip Cream 16 Heartbeet 4 gr (Pc(s))"
