Process code;Routing type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Filling/Packing line code;Filling/Packing ALT.;Filling/Packing loss rate;Filling/Packing production rate;Filling/Packing production rate with change over;Efficiency of Filling/Packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Efficiency of Filling;Labelling code;Labelling ALT.;Labelling loss rate;Labelling production rate;Labelling production rate with change over;Efficiency of labelling;Mixing code;Mixing ALT.;Mixing loss rate;Mixing production rate;Mixing production rate with change over;Efficiency of mixing;Milling code;Milling ALT.;Milling loss rate;Milling production rate;Milling production rate with change over;Efficiency of milling;Premix code;Premix ALT.;Premix loss rate;Premix production rate;Premix production rate with change over;Efficiency of premix;Weighing code;Weighing ALT.;Weighing loss rate;Weighing production rate;Weighing production rate with change over;Efficiency of weighing;flag item;flag bulk;flag refill
STD;LR15;M-PSWC-MO;;M-PSWC-BULK;100;100;NOMINAL_LINE;EMP07;1;0.0117;900;622.3;0.69;;;;;;;;;;;;;LMX02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;1.71;1.71;1;Pc(s);g;
STD;LR15;M-RHDGN1-W;;M-RHDG-BULK;150;150;NOMINAL_LINE;JAP03;1;0.1491;1800;668.58;0.37;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RHDGN1-W;;M-RHDG-BULK;1000;1000;SECONDARY_LINE;JAP03;1;0.055;1800;1421.04;0.79;;;;;;;;;;;;;LVL03;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;M-RHDGN2-W;;M-RHDG-BULK;150;150;NOMINAL_LINE;TUP11B;1;0.0899;3600;1759.46;0.49;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RHDGN2-W;;M-RHDG-BULK;1000;1000;SECONDARY_LINE;TUP08;1;0.101;3600;2685.79;0.75;;;;;;;;;;;;;LVL03;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;M-RHOVN1-W;;M-RHOVN-BULK;120;120;NOMINAL_LINE;JAP03;1;0.172;1800;567.12;0.32;;;;;;;;;;;;;LVL07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RHOVN1-W;;M-RHOVN-BULK;200;200;SECONDARY_LINE;JAP03;1;0.1168;1800;809.78;0.45;;;;;;;;;;;;;LVL12;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RHOVN1-W;;M-RHOVN-BULK;1000;1000;SECONDARY_LINE;JAP03;1;0.0823;1800;1412.2;0.78;;;;;;;;;;;;;LVL03;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;M-RHOVN2-W;;M-RHOVN-BULK;150;150;NOMINAL_LINE;TUP11B;1;0.1305;3600;1710.35;0.48;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RHOVN2-W;;M-RHOVN-BULK;1000;1000;SECONDARY_LINE;TUP08;1;0.0727;3600;2700.71;0.75;;;;;;;;;;;;;LVL03;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;M-RPBSPF30-W;;M-RPBSPF30-BULK;1000;1000;NOMINAL_LINE;TUP11B;1;0.0573;3600;2932.42;0.81;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;M-RRYDCN1-W;;M-RRYDC-BULK;1000;1000;NOMINAL_LINE;TUP11B;1;0;3600;2989.88;0.83;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RRYDCN2-W;;M-RRYDC-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0.0873;960;872.79;0.91;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RRYDCN3-W;;M-RRYDC-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0;1200;1085.41;0.9;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;M-RRYNCN1-W;;M-RRYNC-BULK;400;400;NOMINAL_LINE;TUP11B;1;0.1337;3600;2619.07;0.73;;;;;;;;;;;;;LVL03;1;0;0.18;0.13;0.69;;;;;;;;;;;;;LWE02;1;0;0.86;0.86;1;Pc(s);g;
STD;LR15;M-RRYNCN2-W;;M-RRYNC-BULK;400;400;NOMINAL_LINE;JAP03;1;0.1972;960;835.16;0.87;;;;;;;;;;;;;LVL03;1;0;0.18;0.13;0.69;;;;;;;;;;;;;LWE02;1;0;0.86;0.86;1;Pc(s);g;
STD;LR15;M-RWSDCN1-W;;M-RWSDC-BULK;1000;1000;NOMINAL_LINE;TUP11B;1;0.0944;3600;3003.08;0.83;;;;;;;;;;;;;LVB05;1;0;0.25;0.18;0.73;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;M-RWSDCN2-W;;M-RWSDC-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0.0443;1200;1026.08;0.86;;;;;;;;;;;;;LVB01;1;0;0.25;0.18;0.73;;;;;;;;;;;;;LWE01;1;0;0.8;0.8;1;Pc(s);g;
STD;LR15;M-RWSDCN3-W;;M-RWSDC-BULK;600;600;NOMINAL_LINE;EMP03;1;0;1080;998.2;0.92;;;;;;;;;;;;;LVB01;1;0;0.22;0.17;0.75;;;;;;;;;;;;;LWE01;1;0;0.4;0.4;1;Pc(s);g;
STD;LR15;M-RWSNCN1-W;;M-RWSNC-BULK;1000;1000;NOMINAL_LINE;TUP11B;1;0.1335;3600;3000.1;0.83;;;;;;;;;;;;;LVL03;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;M-RWSNCN2-W;;M-RWSNC-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0.0372;1200;1027.16;0.86;;;;;;;;;;;;;LVL03;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;M-SM01-KA;;M-SM-BULK;150;150;SECONDARY_LINE;MIP08;1;0;1500;1093.12;0.73;TUP03B;1;0.1432;1500;1093.12;0.73;;;;;;;LVL07;1;0;0.25;0.18;0.73;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;M-SM01-KA;;M-SM-BULK;200;200;NOMINAL_LINE;MIP08;1;0;1500;1093.12;0.73;TUP03B;1;0.1198;1500;1093.12;0.73;;;;;;;LVL12;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;M-SM01-KA;;M-SM-BULK;400;400;SECONDARY_LINE;MIP08;1;0;1500;1093.12;0.73;TUP03B;1;0.1185;1500;1093.12;0.73;;;;;;;LVL03;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;M-SSSC01-B;;M-SSSC-BULK;200;200;NOMINAL_LINE;MIP08;1;0;1200;824.35;0.69;TUP07B;1;0;1200;824.35;0.69;;;;;;;LVL12;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR01;M-WHPG-W40ML;;M-WHPG-BULK;200;200;NOMINAL_LINE;;;;;;;TUP09;1;0.2765;3600;1841.04;0.51;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR01;M-WHPG-W40ML;;M-WHPG-BULK;600;600;SECONDARY_LINE;;;;;;;TUP09;1;0.1245;3600;2850;0.79;;;;;;;LVB04;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;0.8;0.8;1;Pc(s);g;
STD;LR15;M-WSDGN1-W;;M-WSDG-BULK;200;200;NOMINAL_LINE;TUP11B;1;0.1463;3600;2052.48;0.57;;;;;;;;;;;;;LVL07;1;0;0.29;0.2;0.7;;;;;;;;;;;;;LWE02;1;0;1.11;1.11;1;Pc(s);g;
STD;LR15;M-WSDGN2-W;;M-WSDG-BULK;600;600;NOMINAL_LINE;JAP03;1;0.0872;1200;950.17;0.79;;;;;;;;;;;;;LVB01;1;0;0.29;0.2;0.7;;;;;;;;;;;;;LWE01;1;0;2.31;2.31;1;Pc(s);g;
STD;LR15;MA-LESM-W;;MA-LESM-BULK;1000;1000;NOMINAL_LINE;EMP07;1;0.0864;900;824.22;0.92;;;;;;;;;;;;;LVB01;1;0;0.27;0.21;0.79;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;MA-MSL-W;;MA-MSL-BULK;1000;1000;NOMINAL_LINE;EMP07;1;0.086;1200;1092.69;0.91;;;;;;;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MA-MTRWS-W;;MA-MTRWS-BULK;600;600;NOMINAL_LINE;EMP07;1;0.1048;1200;1069.96;0.89;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;MASK-CLV-EM;;MASK-CLV-BULK;30;30;SECONDARY_LINE;EMP05;1;0.2669;1080;740.58;0.69;;;;;;;;;;;;;LVL04;1;0;0.17;0.07;0.43;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MASK-CLV-EM;;MASK-CLV-BULK;240;240;NOMINAL_LINE;EMP05;1;0.0757;1080;969.83;0.9;;;;;;;;;;;;;LVB06;1;0;0.08;0.07;0.8;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;MASK-EEAL-W6GR;;MASK-EEAL-BULK;30;30;SECONDARY_LINE;EMP05;1;0.4042;1200;780.69;0.65;;;;;;;;;;;;;LVL04;1;0;0.11;0.06;0.53;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MASK-EEAL-W6GR;;MASK-EEAL-BULK;240;240;NOMINAL_LINE;EMP05;1;0.3336;1200;1064.25;0.89;;;;;;;;;;;;;LVB06;1;0;0.11;0.06;0.53;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR01;MASK-EEPC-W7GR;;MASK-EEPC-BULK;240;240;NOMINAL_LINE;;;;;;;EMP15;1;0.2104;600;547.43;0.91;;;;;;;LVB06;1;0;0.13;0.06;0.5;;;;;;;;;;;;;LWE01;1;0;0.86;0.86;1;Pc(s);g;
STD;LR15;MASK-EEVE-W7GR;;MASK-TVE-BULK;240;240;NOMINAL_LINE;EMP05;1;0.209;780;711.76;0.91;;;;;;;;;;;;;LVB06;1;0;0.14;0.07;0.47;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;MASK-EL-MO;;MASK-EL-BULK;240;240;NOMINAL_LINE;EMP05;1;0.1242;720;652.91;0.91;;;;;;;;;;;;;LVB06;1;0;0.1;0.08;0.77;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MASK-EXPMM-W;;MASK-EXPMM-BULK;400;400;NOMINAL_LINE;BLP02;1;0;1200;1054.44;0.88;EMP05B;1;0.1478;1200;1054.44;0.88;;;;;;;LVB06;1;0;0.1;0.07;0.71;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;MASK-SLA-EM5GR;;MASK-SLA-BULK;30;30;NOMINAL_LINE;EMP05;1;0.363;900;646.34;0.72;;;;;;;;;;;;;LVL04;1;0;0.1;0.08;0.77;;;;;;;;;;;;;LWE02;1;0;0.92;0.92;1;Pc(s);g;
STD;LR01;MASK-SMU-EM;;MASK-SMU-BULK;45;45;NOMINAL_LINE;;;;;;;EMP15;1;0.2452;1020;772.55;0.76;;;;;;;LVL05;1;0;0.17;0.11;0.67;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MB-COTR01-B;;MB-COTR-BULK;100;100;NOMINAL_LINE;EMP07;1;0.1846;720;372.41;0.52;;;;;;;;;;;;;LMX02;1;0;0.33;0.22;0.67;;;;;;;;;;;;;LWE01;1;0;1.33;1.33;1;Pc(s);g;
STD;LR15;MK-P1-P100;;MK--BULK;50.05;50.05;SECONDARY_LINE;EMP07;1;0;240;240;1;;;;;;;;;;;;;LMM01;1;0;0.33;0.22;0.67;;;;;;;;;;;;;LWE02;1;0;2;2;1;Pc(s);g;
STD;LR15;MK-P1-P100;;MK--BULK;100.1;100.1;NOMINAL_LINE;EMP07;1;0;240;240;1;;;;;;;;;;;;;LMM01;1;0;0.33;0.22;0.67;;;;;;;;;;;;;LWE01;1;0;2;2;1;Pc(s);g;
STD;LR15;MSS-P1C-P1;;MC-P-BULK;300;300;NOMINAL_LINE;EMP03;1;0.18;180;91.11;0.51;;;;;;;;;;;;;LVB01;1;0;0.25;0.18;0.73;;;;;;;;;;;;;LWE01;1;0;1.5;1.5;1;Pc(s);g;
STD;LR15;MSS-P1C-P1;;MC-P-BULK;600;600;SECONDARY_LINE;EMP03;1;0.0967;180;124.76;0.69;;;;;;;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1.5;1.5;1;Pc(s);g;
MULTIPLEBULK;LR15;MUR-DIS-EM50ML;;MUR-DISA-BULK;80;160;NOMINAL_LINE;BOP05;1;0;1500;687.53;0.46;;;;;;;;;;;;;LMX02;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;3;3;1;Pc(s);g;
MULTIPLEBULK;LR15;MUR-DIS-EM50ML;;MUR-DISB-BULK;80;160;NOMINAL_LINE;BOP05;2;0;1500;687.53;0.46;;;;;;;;;;;;;LMM01;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE02;1;0;3;3;1;Pc(s);g;
STD;LR15;MY-BPHREDT-KA;;BP-HREDT-BULK;200;200;NOMINAL_LINE;EMP17;1;0.222;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPHREDT-KA;;BP-HREDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.222;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPHREDT-KA;;BP-HREDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.222;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPHREDT-KA;;BP-HREDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.222;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPIWEDT-KA;;BP-IWEDT-BULK;200;200;NOMINAL_LINE;EMP17;1;0.2321;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPIWEDT-KA;;BP-IWEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2321;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPIWEDT-KA;;BP-IWEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2321;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPIWEDT-KA;;BP-IWEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2321;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPRHEDT-KA;;BP-RHEDT-BULK;200;200;NOMINAL_LINE;EMP17;1;0.2265;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPWSEDT-KA;;BP-WSEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2325;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPWSEDT-KA;;BP-WSEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2325;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPWSEDT-KA;;BP-WSEDT-BULK;200;200;SECONDARY_LINE;EMP17;1;0.2325;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-BPWSEDT-KA;;BP-WSEDT-BULK;200;200;NOMINAL_LINE;EMP17;1;0.2325;300;265.82;0.89;;;;;;;;;;;;;LHL02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-ECRRYAG-W;;EC-RRYAG-BULK;200;200;NOMINAL_LINE;MIP08;1;0;1080;975.48;0.9;TUP08B;1;0.244;1080;975.48;0.9;;;;;;;LVL07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-ECRWSB-W;;EC-RWSB-BULK;50;50;NOMINAL_LINE;TUP11B;1;0.2056;3900;1185.04;0.3;;;;;;;;;;;;;LVL05;1;0;0.4;0.22;0.56;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR04;MY-FBWMM04-EM;;F-BWMM04-BULK;30;30;NOMINAL_LINE;BOP10;1;0.4;1200;276.92;0.23;;;;;;;;;;;;;LVL04;1;0;0.13;0.1;0.76;LRM01;1;0;0.33;0.22;0.67;;;;;;;LWE02;1;0;1.2;1.2;1;Pc(s);g;
STD;LR15;MY-FMAIS-EM;;FM-AIS-BULK;120;120;NOMINAL_LINE;JAP03;1;0.13;840;487.2;0.58;;;;;;;;;;;;;LVB04;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.86;0.86;1;Pc(s);g;
STD;LR15;MY-FMCDS-W;;FM-CDS-BULK;120;120;SECONDARY_LINE;JAP03;1;0.13;1800;705.41;0.39;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-FMCDS-W;;FM-CDS-BULK;200;200;NOMINAL_LINE;JAP03;1;0.478;1800;705.41;0.39;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR02;MY-FSRLN2-W;;FS-RLN2-BULK;1000;1000;NOMINAL_LINE;MIP08;1;0;900;786.71;0.87;TUP05B;1;0.0625;3600;2284.26;0.63;;;;;;;LVB05;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR01;MY-FTLFT-W;;FT-LFT-BULK;1000;1000;SECONDARY_LINE;;;;;;;BOP09;1;0.031;1200;925.43;0.77;;;;;;;LHL01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;2;2;1;Pc(s);g;
STD;LR01;MY-FTLFT-W;;FT-LFT-BULK;3000;3000;NOMINAL_LINE;;;;;;;BOP09;1;0.015;1200;1045.25;0.87;;;;;;;LVL08;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.8;0.8;1;Pc(s);g;
STD;LR21;MY-FTRIHT-W;;FT-RIHT-BULK;1000;2000;NOMINAL_LINE;EMP02;1;0;720;644.31;0.89;BOP05B;1;0.0296;720;644.31;0.89;;;;;;;LPF01;1;0;0.74;0.43;0.57;;;;;;;LVB01A;1;0;0.67;0.4;0.6;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-FTRWSABHA-W;;FT-RWSABHA-BULK;1000;1000;NOMINAL_LINE;BOP05;1;0.0238;1200;891.72;0.74;;;;;;;;;;;;;LHL01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWBSN2-EM;;FW-BS-BULK;1000;1000;NOMINAL_LINE;MIP08;1;0;900;835.65;0.93;TUP10;1;0.0681;900;835.65;0.93;;;;;;;LVB02;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR02;MY-FWCDEWN2-W;;FW-CDEWN-BULK;1000;1000;NOMINAL_LINE;MIP08;1;0;900;835.81;0.93;TUP10;1;0.0064;900;835.81;0.93;;;;;;;LVB02;1;0;0.14;0.12;0.82;;;;;;;;;;;;;LWE01;1;0;0.5;0.5;1;Pc(s);g;
STD;LR02;MY-FWFW01-KA;;FW-FW01-BULK;600;600;NOMINAL_LINE;MAP01;1;0;600;515.91;0.86;TUP03B;1;0.0337;600;515.91;0.86;;;;;;;LVB05;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWLMGWN2-W;;FW-LMGW-BULK;1000;1000;SECONDARY_LINE;MIP08;1;0;900;830.95;0.92;TUP10;1;0.0975;900;830.95;0.92;;;;;;;LVB03;1;0;0.13;0.11;0.84;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWLMGWN2-W;;FW-LMGW-BULK;3000;3000;SECONDARY_LINE;MIP08;1;0;900;863.28;0.96;TUP10;1;0.0597;900;863.28;0.96;;;;;;;LVL08;1;0;0.11;0.1;0.86;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWLMGWN2-W;;FW-LMGW-BULK;3000;3000;SECONDARY_LINE;MIP08;1;0;900;863.28;0.96;TUP10;1;0.0597;900;863.28;0.96;;;;;;;LVL09;1;0;0.11;0.1;0.86;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWLMGWN2-W;;FW-LMGW-BULK;3000;3000;NOMINAL_LINE;MIP08;1;0;900;863.28;0.96;TUP10;1;0.0597;900;863.28;0.96;;;;;;;LVL10;1;0;0.11;0.1;0.86;;;;;;;;;;;;;LWE02;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWLWFN2-W;;FW-LWF-BULK;1000;1000;NOMINAL_LINE;MIP08;1;0;900;834.27;0.93;TUP10;1;0.048;900;834.27;0.93;;;;;;;LVB03;1;0;0.14;0.11;0.78;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWPCSAC-KA;;FW-PCSAC-BULK;600;600;NOMINAL_LINE;MAP01;1;0;600;515.78;0.86;TUP03B;1;0.0262;600;515.78;0.86;;;;;;;LVB01;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWPCSRB-KA;;FW-PCSRB-BULK;600;600;NOMINAL_LINE;MAP01;1;0;600;516.28;0.86;TUP03B;1;0.001;600;516.28;0.86;;;;;;;LVB04;1;0;0.17;0.13;0.8;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR02;MY-FWRRYAG-W;;FW-RRYAG-BULK;1000;1000;NOMINAL_LINE;MIP08;1;0;1080;918.1;0.85;TUP10;1;0.0537;1080;918.1;0.85;;;;;;;LVB01;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-MLDCN2-W;;M-LDCN-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0.1072;1800;1449.35;0.81;;;;;;;;;;;;;LVB01;1;0;0.22;0.14;0.64;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;MY-MLDGN1-W;;M-LDGN-BULK;200;200;NOMINAL_LINE;JAP03;1;0.0895;1800;952.57;0.53;;;;;;;;;;;;;LVB07;1;0;0.15;0.13;0.81;;;;;;;;;;;;;LWE02;1;0;0.5;0.5;1;Pc(s);g;
STD;LR15;MY-MLNCN2-W;;M-LNCN-BULK;1000;1000;NOMINAL_LINE;JAP03;1;0.0942;1800;1453.4;0.81;;;;;;;;;;;;;LVL03;1;0;0.22;0.14;0.64;;;;;;;;;;;;;LWE01;1;0;0.71;0.71;1;Pc(s);g;
STD;LR15;MY-MRHDGN1-W;;M-RHDG-BULK;150;150;NOMINAL_LINE;JAP03;1;0.1491;1800;668.58;0.37;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-MRHDGN1-W;;M-RHDG-BULK;1000;1000;SECONDARY_LINE;JAP03;1;0.0823;720;622.34;0.86;;;;;;;;;;;;;LVL03;1;0;0.17;0.13;0.75;;;;;;;;;;;;;LWE01;1;0;0.67;0.67;1;Pc(s);g;
STD;LR15;MY-MRHOVN1-W;;M-RHOVN-BULK;150;150;NOMINAL_LINE;JAP03;1;0.1104;720;437.03;0.61;;;;;;;;;;;;;LVB07;1;0;0.2;0.15;0.77;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-MRRYDCN2-W;;M-RRYDC-BULK;600;600;NOMINAL_LINE;JAP03;1;0.094;720;651.02;0.9;;;;;;;;;;;;;LVB01;1;0;0.2;0.14;0.71;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR15;MY-MRRYNCN2-W;;M-RRYNC-BULK;400;400;NOMINAL_LINE;JAP03;1;0.1412;720;651.71;0.91;;;;;;;;;;;;;LVL03;1;0;0.18;0.14;0.79;;;;;;;;;;;;;LWE01;1;0;1;1;1;Pc(s);g;
STD;LR02;MY-MSM01-KA;;M-SM-BULK;200;200;NOMINAL_LINE;MAP01;1;0;600;528.01;0.88;TUP03B;1;0.1353;600;528.01;0.88;;;;;;;LVL07;1;0;0.2;0.14;0.71;;;;;;;;;;;;;LWE02;1;0;1;1;1;Pc(s);g;
