"Product Korporat Code","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"L-IPMLMP10-W","DUS-MLMPFE10R0-IP","1.0","Pc(s)"
"","L-IPMLMP10-BULK","0.0055","kg"
"","STIC-BMLMPFE10R0-IP","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","BOTP-WIMLMPFER0-IP","1.0","Pc(s)"
"","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"L-IPMLMP14-W","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","DUS-MLMPFE14R0-IP","1.0","Pc(s)"
"","STIC-BMLMPFE14R0-IP","1.0","Pc(s)"
"","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","BOTP-WIMLMPFER0-IP","1.0","Pc(s)"
"","L-IPMLMP14-BULK","0.0055","kg"
"FW-PBCFLS50-W","KB-WLAMBDAR1-W","0.02777","Pc(s)"
"","TUBE-PBCFBS50-WPBL","1.0","Pc(s)"
"","FW-PBCFLS-BULK","0.05","kg"
"FW-PBCFLO50-W","KB-WLAMBDAR1-W","0.02777","Pc(s)"
"","FW-PBCFLO-BULK","0.05","kg"
"","TUBE-PBCFBOC50-WPBL","1.0","Pc(s)"
"CUS-CLPGCRA-W","CUS-CLPGCA-BULK","0.015","kg"
"","CONT-ICPGCR0-W","1.0","Pc(s)"
"","STIC-SCPGCR0-W","1.0","Pc(s)"
"","ISPO-CPGCR0-W","1.0","Pc(s)"
"","CONT-RCPGCR0-W","1.0","Pc(s)"
"","PUFF-CPGCR0-W","1.0","Pc(s)"
"","STIC-BRCPGC11CR0-W","1.0","Pc(s)"
"","DUS-RCPGCR0-W","1.0","Pc(s)"
"","POUC-CPGCR0-W","1.0","Pc(s)"
"","STIC-VRCPGC11CR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"CUS-CLPGCRB-W","STIC-SCPGCR0-W","1.0","Pc(s)"
"","ISPO-CPGCR0-W","1.0","Pc(s)"
"","PUFF-CPGCR0-W","1.0","Pc(s)"
"","CONT-RCPGCR0-W","1.0","Pc(s)"
"","CONT-ICPGCR0-W","1.0","Pc(s)"
"","CUS-CLPGCB-BULK","0.015","kg"
"","STIC-BRCPGC22NR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-VRCPGC22NR0-W","1.0","Pc(s)"
"","POUC-CPGCR0-W","1.0","Pc(s)"
"","DUS-RCPGCR0-W","1.0","Pc(s)"
"CUS-CLPGCRC-W","CUS-CLPGCC-BULK","0.015","kg"
"","CONT-RCPGCR0-W","1.0","Pc(s)"
"","CONT-ICPGCR0-W","1.0","Pc(s)"
"","POUC-CPGCR0-W","1.0","Pc(s)"
"","DUS-RCPGCR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-VRCPGC23WR0-W","1.0","Pc(s)"
"","STIC-BRCPGC23WR0-W","1.0","Pc(s)"
"","STIC-SCPGCR0-W","1.0","Pc(s)"
"","PUFF-CPGCR0-W","1.0","Pc(s)"
"","ISPO-CPGCR0-W","1.0","Pc(s)"
"CUS-CLPGCRD-W","ISPO-CPGCR0-W","1.0","Pc(s)"
"","CONT-RCPGCR0-W","1.0","Pc(s)"
"","STIC-SCPGCR0-W","1.0","Pc(s)"
"","CONT-ICPGCR0-W","1.0","Pc(s)"
"","CUS-CLPGCD-BULK","0.015","kg"
"","STIC-BRCPGC32NR0-W","1.0","Pc(s)"
"","PUFF-CPGCR0-W","1.0","Pc(s)"
"","STIC-VRCPGC32NR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","DUS-RCPGCR0-W","1.0","Pc(s)"
"","POUC-CPGCR0-W","1.0","Pc(s)"
"M-NFSLDC20-W","DUS-LDC20RLR1-W","1.0","Pc(s)"
"","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"","KB-WLS20R2-KMK125CF","0.02777","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"BBC-NFSLN15-W","DUS-LBBCN15C-WILD","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","KB-WBBC15-KMK150BF","0.02083","Pc(s)"
"","TUBE-NFSAPFC-W2L","1.0","Pc(s)"
"M-NFSPBNS20-W","KB-WLS20R2-KMK125CF","0.02777","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-PBMNS20R1-WILG","1.0","Pc(s)"
"","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"M-NFSCSDC9-W","KB-WALPHAR1-W","0.03333","Pc(s)"
"","POT-CTKHG10-W","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-CSBDC9-W","1.0","Pc(s)"
"SRM-NFSL8-W","KB-GKMK-W","0.01666","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","PAP-LSAR0-WPVC","1.0","Pc(s)"
"","PLAS-VCLSAR0-W","1.0","Pc(s)"
"","TUBE-LSAPINOR0-W","1.0","Pc(s)"
"M-NFSPB20-W","KB-WLS20R2-KMK125CF","0.02777","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-PBMS2820R1-WILG","1.0","Pc(s)"
"","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"M-NFSLNC20-W","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-LNC20RLR1-W","1.0","Pc(s)"
"","KB-WLS20R2-KMK125CF","0.02777","Pc(s)"
"CUS-IPE-W","CUS-IPE-BULK","0.011","kg"
"","CONT-ICSACR0-IP","1.0","Pc(s)"
"","ISPO-SACR0-IP","1.0","Pc(s)"
"","CONT-RSACR0-IP","1.0","Pc(s)"
"","STIC-SSACR0-IP","1.0","Pc(s)"
"","CONT-SACR0-IP","1.0","Pc(s)"
"","PUFF-SACR0-IP","1.0","Pc(s)"
"","STIC-BSAC43R0-IP","1.0","Pc(s)"
"","DUS-SACR0-IP","1.0","Pc(s)"
"","STIC-VSAC43R0-IP","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"P-BCSDCFW-W","KB-WIOTAR1-W","0.02083","Pc(s)"
"","SEAL-OTBNFSTL12-X","0.00303","Roll"
"","M-RWSDCN1-W","1.0","Pc(s)"
"","NFSS-CSFC3-W","1.0","Pc(s)"
"L-MLCM-OMG","DUS-MKLCCER0-OMG","1.0","Pc(s)"
"","BOTO-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","CAPA-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","STIC-BMKLCCE13R0-OMG","1.0","Pc(s)"
"","STIC-VMKLCCE13R0-OMG","1.0","Pc(s)"
"","KB-NEONR0-OMG","0.00694","Pc(s)"
"","L-MLCM-BULK","0.0035","kg"
"L-MLCN-OMG","STIC-VMKLCCE14R0-OMG","1.0","Pc(s)"
"","DUS-MKLCCER0-OMG","1.0","Pc(s)"
"","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","BOTO-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","CAPA-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","STIC-BMKLCCE14R0-OMG","1.0","Pc(s)"
"","KB-NEONR0-OMG","0.00694","Pc(s)"
"","L-MLCN-BULK","0.0035","kg"
"L-MLCO-OMG","STIC-BMKLCCE15R0-OMG","1.0","Pc(s)"
"","CAPA-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","BOTO-MKLCCEKIMR0-OMG","1.0","Pc(s)"
"","STIC-VMKLCCE15R0-OMG","1.0","Pc(s)"
"","L-MLCO-BULK","0.0035","kg"
"","KB-NEONR0-OMG","0.00694","Pc(s)"
"","DUS-MKLCCER0-OMG","1.0","Pc(s)"
"MY-FTAN1-EM","FT-AN1-EM","1.0","Pc(s)"
"","STIC-PAMR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.04","Pc(s)"
"L-NFSCUML01-W","DUS-CULML1R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-BR0-W","0.08333","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"L-NFSCUML05-W","DUS-CULML5R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"","IBOX-BR0-W","0.08333","Pc(s)"
"L-NFSCUML08-W","DUS-CULML8R1-W","1.0","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-BR0-W","0.08333","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"EL-NFSESL-W","KB-WELELR0-KMM125CF","0.00694","Pc(s)"
"","IBOX-12ELEL-WDNF","0.08333","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-ESLEL-WIM","1.0","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"F-NFSL02-W","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","PAP-LLF02BR1-W","1.0","Pc(s)"
"","TUBE-LLF02BR2-W","1.0","Pc(s)"
"F-NFSL03-W","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","PAP-LLF03IR1-W","1.0","Pc(s)"
"","TUBE-LLF03IR2-W","1.0","Pc(s)"
"BBC-NFSEN-W","TUBE-NFSAPFC-W2L","2.0","Pc(s)"
"","DUS-EBBCN15C-WILD","1.0","Pc(s)"
"","KB-WBBC15-KMK150BF","0.02083","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"BBC-NFSEL-W","KB-WBBC15-KMK150BF","0.02083","Pc(s)"
"","TUBE-NFSAPFC-W2L","2.0","Pc(s)"
"","DUS-LBBCL15C-WILD","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"F-L01VC-OMG","CAP-BCLFR0-OMG","1.0","Pc(s)"
"","STIC-FCLF13CIR0-OMG","1.0","Pc(s)"
"","F-L01-BULK","0.025","kg"
"","KB-XENONR0-OMG","0.02273","Pc(s)"
"","PLU-BCLFR0-OMG","1.0","Pc(s)"
"","PS-CLFR0-OMG","1.0","Pc(s)"
"","BOTO-CLFR0-OMG","1.0","Pc(s)"
"","STIC-BCLF13CIR0-OMG","1.0","Pc(s)"
"L-TMLC2-OMG","IBOX-RRPTMKLCR2-OMG","1.0","Pc(s)"
"","PART-IRRPTMKLCR1-OMG","1.0","Pc(s)"
"","L-TMLCC-OMG","1.0","Pc(s)"
"","L-TMLCA-OMG","1.0","Pc(s)"
"","L-TMLCH-OMG","1.0","Pc(s)"
"","L-TMLCB-OMG","1.0","Pc(s)"
"","L-TMLCK-OMG","1.0","Pc(s)"
"","KB-NEONR0-OMG","0.125","Pc(s)"
"","L-TMLCN-OMG","1.0","Pc(s)"
"","L-TMLCE-OMG","1.0","Pc(s)"
"","L-TMLCO-OMG","1.0","Pc(s)"
"","L-TMLCM-OMG","1.0","Pc(s)"
"","L-TMLCJ-OMG","1.0","Pc(s)"
"","L-TMLCG-OMG","1.0","Pc(s)"
"","L-TMLCL-OMG","1.0","Pc(s)"
"","L-TMLCI-OMG","1.0","Pc(s)"
"","L-TMLCF-OMG","1.0","Pc(s)"
"","L-TMLCD-OMG","1.0","Pc(s)"
"MY-MAN1-EM","M-AN1-EM","1.0","Pc(s)"
"","STIC-PAHR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.0277778","Pc(s)"
"L-CLADC01-W","L-CLADC01-BULK","0.0042","kg"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","CAPA-WCADLPR0-W","1.0","Pc(s)"
"","BOTP-CADLP00AJR0-W","1.0","Pc(s)"
"","STIC-BCADLP00R0-W","1.0","Pc(s)"
"","DUS-CADLP00R0-W","1.0","Pc(s)"
"","STIC-QCADLP00R0-W","1.0","Pc(s)"
"","IBOX-CADLPATWER0-W","0.08333","Pc(s)"
"L-CLADC05-W","IBOX-CADLPATWER0-W","0.08333","Pc(s)"
"","STIC-BCADLP16R0-W","1.0","Pc(s)"
"","BOTP-CADLP16KLR0-W","1.0","Pc(s)"
"","L-CLADC05-BULK","0.0042","kg"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","CAPA-WCADLPR0-W","1.0","Pc(s)"
"","DUS-CADLP16R0-W","1.0","Pc(s)"
"","STIC-QCADLP16R0-W","1.0","Pc(s)"
"M-MN1-OMG","PLAS-FPGM75-OMG","0.00017","Roll"
"","M-M-BULK","0.0075","kg"
"","SACH-PGM75-OMG","1.0","Pc(s)"
"","KB-BERYLR0-OMG","0.00833","Pc(s)"
"","CAP-SPGM75-OMG","1.0","Pc(s)"
"FW-FWN1-OMG","FW-FW-BULK","0.009","kg"
"","PLAS-FPGFW9-OMG","0.00017","Roll"
"","CAP-SPGFW9-OMG","1.0","Pc(s)"
"","SACH-PGFW9-OMG","1.0","Pc(s)"
"","KB-BERYLR0-OMG","0.08333","Pc(s)"
"BRO-RNBO-KA","DUS-NBHO30-K","1.0","Pc(s)"
"","KB-KAHFAR0-K","0.02083","Pc(s)"
"","BOTO-GNBOR0-K","1.0","Pc(s)"
"","STIC-PNBHO30-K","1.0","Pc(s)"
"","BRO-RNBO-BULK","0.03","kg"
"","PU-LM06MOD224B-ALUM","1.0","Pc(s)"
"SRM-RABS-KA","PU-LM06MOD224B-ALUM","1.0","Pc(s)"
"","KB-KAHFAR0-K","0.02083","Pc(s)"
"","BOTO-GABSR0-K","1.0","Pc(s)"
"","STIC-PABHS30-K","1.0","Pc(s)"
"","SRM-RABS-BULK","0.03","kg"
"","DUS-ABHS30-K","1.0","Pc(s)"
"TC-NFSRLLL02-W","IBOX-CR1-W","0.08333","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","KB-WBETAR1-W","0.00694","Pc(s)"
"","DUS-LPRL02R1-W","1.0","Pc(s)"
"","CONT-LBCRR0-WPPBP","1.0","Pc(s)"
"TC-NFSRLLL03-W","KB-WBETAR1-W","0.00694","Pc(s)"
"","CONT-LBCRR0-WPPBP","1.0","Pc(s)"
"","DUS-LPRL03R1-W","1.0","Pc(s)"
"","IBOX-CR1-W","0.08333","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"L-NLCXCA-EM","L-NLCXCA-BULK","0.0045","kg"
"","CAPA-PM11R0-E","1.0","Pc(s)"
"","BOTO-WPM11R0-E","1.0","Pc(s)"
"","STIC-BPM11R0-E","1.0","Pc(s)"
"","DUS-PM11R0-E","1.0","Pc(s)"
"","IBOX-12EB-WD31","0.16667","Pc(s)"
"","KB-ECR1-KMK125CF","0.01389","Pc(s)"
"FW-NFSBSACNE15-EM","FW-BSACNE-BULK","0.015","kg"
"","STIC-ECNFSBSAP15-E","1.0","Pc(s)"
"","TUBE-NFSBSAP15-E","1.0","Pc(s)"
"","IBOX-12EB-WD31","0.125","Pc(s)"
"","KB-ECR1-KMK125CF","0.01041","Pc(s)"
"FW-PBCFLO100-W","TUBE-PBCFBOC100-WPBL","1.0","Pc(s)"
"","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","FW-PBCFLO-BULK","0.1","kg"
"FW-PBCFLS100-W","KB-WT100R1-KMM125BF","0.03333","Pc(s)"
"","FW-PBCFLS-BULK","0.1","kg"
"","TUBE-PBCFBS100-WPBL","1.0","Pc(s)"
"L-PTGL1-MO","BOTO-WGLHTR0-MO","1.0","Pc(s)"
"","CAPA-GLHTR0-MO","1.0","Pc(s)"
"","L-PTG1-BULK","0.0045","kg"
"L-PTGL2-MO","CAPA-GLHTR0-MO","1.0","Pc(s)"
"","BOTO-WGLHTR0-MO","1.0","Pc(s)"
"","L-PTG2-BULK","0.0045","kg"
"HBW-RETBWBN2-W","HBW-ETBWB-BULK","0.4","kg"
"","POUC-SBWMYZRO-BD","1.0","Pc(s)"
"MY-RBESFBBLP-W","SHIF-ESFBBLP-WPP","1.0","Pc(s)"
"","CONT-ESFBBLP-WASBS","1.0","Pc(s)"
"","COVE-ESFBBLP-WASBS","1.0","Pc(s)"
"","B-ESFBBLP-BULK","0.008","kg"
"","STIC-BOTESFBBLP-WCNF","1.0","Pc(s)"
"","PUFF-ESFBBLP-WCC","1.0","Pc(s)"
"","DUS-ESFBBLP-WIMLD","1.0","Pc(s)"
"","KB-W200R1-W","0.01234","Pc(s)"
"","STIC-PAGR1-WM","1.0","Pc(s)"
"MY-RAASTG-W","STIC-PT2AASGR0-WM","1.0","Pc(s)"
"","A-SATG-W15ML","1.0","Pc(s)"
"","STIC-PT1AASGR1-WM","1.0","Pc(s)"
"","KB-W100BR2-KMM125BF","0.02381","Pc(s)"
"","DUS-ASATG15MR1-WM","1.0","Pc(s)"
"L-CLADC02-W","STIC-BCADLP13R0-W","1.0","Pc(s)"
"","IBOX-CADLPATWER0-W","0.08333","Pc(s)"
"","STIC-QCADLP13R0-W","1.0","Pc(s)"
"","DUS-CADLP13R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","CAPA-WCADLPR0-W","1.0","Pc(s)"
"","BOTP-CADLP13DLR0-W","1.0","Pc(s)"
"","L-CLADC02-BULK","0.0042","kg"
"P-RM-EM","SRM-AN1-EM","1.0","Pc(s)"
"","L-LLS01-EM","1.0","Pc(s)"
"","BOX-EPR22-E","1.0","Pc(s)"
"","KB-WPHR2-W","0.02222","Pc(s)"
"","PAP-SPC50R22-E","1.0","Pc(s)"
"","STIC-EPRM22-E","1.0","Pc(s)"
"P-RD-EM","STIC-ERRD22R2-E","1.0","Pc(s)"
"","LB-LMPB-EM","1.0","Pc(s)"
"","BOX-EPR22-E","1.0","Pc(s)"
"","KB-WPHR2-W","0.02222","Pc(s)"
"","L-LLS02-EM","1.0","Pc(s)"
"","L-NLCB-EM","1.0","Pc(s)"
"","PAP-SPC50R22-E","1.0","Pc(s)"
"P-RS-EM","SRM-BSS-EM","1.0","Pc(s)"
"","STIC-EPRS22-E","1.0","Pc(s)"
"","PAP-SPC50R22-E","1.0","Pc(s)"
"","BOX-EPR22-E","1.0","Pc(s)"
"","FT-BST-EM","1.0","Pc(s)"
"","KB-WPHR2-W","0.02222","Pc(s)"
"","SS-SBAT30-EM","1.0","Pc(s)"
"MY-PNFSBCSDCFW-W","SEAL-OTBNFSTL12-X","0.00303","Roll"
"","KB-GKMK-W","0.04166","Pc(s)"
"","MY-MRWSDCN2-W","1.0","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","NFSS-CSFC3-W","1.0","Pc(s)"
"MY-PRFRELF02-W","STIC-EYECWTSN-WM","1.0","Pc(s)"
"","STIC-BOELF02R1-WRL","2.0","Pc(s)"
"","CAP-PLBGELFR0-WRL","2.0","Pc(s)"
"","DUS-ELF02SPR1-WVG","2.0","Pc(s)"
"","STIC-PAELFR1-WM","2.0","Pc(s)"
"","PU-LBGELFR0-WRL","2.0","Pc(s)"
"","BOTO-GELFRLR0-W","2.0","Pc(s)"
"","BAL-BPR1D882B08-WT","4.0","Pc(s)"
"","DUS-ELF02TW-WM","1.0","Pc(s)"
"","F-RELF02-BULK","0.04","kg"
"","KB-W6040R2-W","0.07143","Pc(s)"
"MY-LCLCLS1-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-PAAR1-WM","1.0","Pc(s)"
"","L-CLCLS1-W","1.0","Pc(s)"
"MY-LCLCLS2-W","STIC-PAAR1-WM","1.0","Pc(s)"
"","L-CLCLS2-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLCLS3-W","STIC-PAAR1-WM","1.0","Pc(s)"
"","L-CLCLS3-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLCLS4-W","L-CLCLS4-W","1.0","Pc(s)"
"","STIC-PAAR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLCLS5-W","STIC-PAAR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","L-CLCLS5-W","1.0","Pc(s)"
"MY-LCLCLS6-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-PAAR1-WM","1.0","Pc(s)"
"","L-CLCLS6-W","1.0","Pc(s)"
"MY-LCLCLS7-W","STIC-PAAR1-WM","1.0","Pc(s)"
"","L-CLCLS7-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLCLS8-W","STIC-PAAR1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","L-CLCLS8-W","1.0","Pc(s)"
"MY-BOCOCBSC-W","STIC-PAGR1-WM","1.0","Pc(s)"
"","BO-COCBSC-W","1.0","Pc(s)"
"","KB-W100BR2-KMM125BF","0.00833","Pc(s)"
"MY-BOCOCBMM-W","KB-W100BR2-KMM125BF","0.00833","Pc(s)"
"","STIC-PAGR1-WM","1.0","Pc(s)"
"","BO-COCBMM-W","1.0","Pc(s)"
"MY-BOCOCBSP-W","BO-COCBSP-W","1.0","Pc(s)"
"","KB-W100BR2-KMM125BF","0.00833","Pc(s)"
"","STIC-PAGR1-WM","1.0","Pc(s)"
"P-LHRM-W","STIC-WLSR22-W","1.0","Pc(s)"
"","SRM-RLSAN2-W","1.0","Pc(s)"
"","M-LDCN1-W","1.0","Pc(s)"
"","FW-LMGWN1-W","1.0","Pc(s)"
"","BOX-WSR22-W","1.0","Pc(s)"
"","FMI-LGT-W","1.0","Pc(s)"
"","FS-RLN2-W","1.0","Pc(s)"
"","LEAF-WR22-W","1.0","Pc(s)"
"","KB-PBCR1-W","0.25","Pc(s)"
"","PAP-SPWC70R22-W","1.0","Pc(s)"
"P-AHRKBJ-W","A-PFC-W60ML","1.0","Pc(s)"
"","KB-PBCR1-W","0.25","Pc(s)"
"","STIC-WSCKBR22-W","1.0","Pc(s)"
"","SRM-ASRM-W","1.0","Pc(s)"
"","PAP-SPWC70R22-W","1.0","Pc(s)"
"","LEAF-WR22-W","1.0","Pc(s)"
"","BOX-WSR22-W","1.0","Pc(s)"
"","A-SATG-W15ML","1.0","Pc(s)"
"P-EXR-W","BOX-WDR22-W","1.0","Pc(s)"
"","PAP-SPWC70R22-W","1.0","Pc(s)"
"","GWP-RDF22-W","1.0","Pc(s)"
"","L-EMC13-W4GR","1.0","Pc(s)"
"","LEAF-WR22-W","1.0","Pc(s)"
"","TC-RE02-W","1.0","Pc(s)"
"","STIC-WESR22-W","1.0","Pc(s)"
"","KB-PBCR1-W","0.25","Pc(s)"
"P-CLR-W","TWC-CLFTD-W","1.0","Pc(s)"
"","KB-PBCR1-W","0.25","Pc(s)"
"","LEAF-WR22-W","1.0","Pc(s)"
"","PAP-SPWC70R22-W","1.0","Pc(s)"
"","EB-REPBR-W","1.0","Pc(s)"
"","GWP-RDF22-W","1.0","Pc(s)"
"","BOX-WDR22-W","1.0","Pc(s)"
"","L-SLWCH-W","1.0","Pc(s)"
"","STIC-WCSR22-W","1.0","Pc(s)"
"MY-FWCFW100-W","KB-WT100R1-KMM125BF","0.05","Pc(s)"
"","FW-CFW-W","1.0","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"SRM-AGTE-W100ML","PLU-HRIT100R0-W","1.0","Pc(s)"
"","BOTO-RYTER1-WPET","1.0","Pc(s)"
"","SRM-AGTE-BULK","0.1","kg"
"","PART-DRYTER0-WI","1.0","Pc(s)"
"","CAP-FROZZ100R0-W","1.0","Pc(s)"
"","KB-WKAPPAR0-KMK150","0.08333","Pc(s)"
"","DUS-RYTER3-WICVG","1.0","Pc(s)"
"HSP-P1N1G1S-P450","PLU-BL200NAT-LDPE","1.0","Pc(s)"
"","HSP-N1G1S-BULK","0.45","kg"
"","CAP-BL200NAT-PP","1.0","Pc(s)"
"","BOTP-HSNASH450R2-P","1.0","Pc(s)"
"","KB-P450R1211-KMM125B","0.08333","Pc(s)"
"","STIC-PSHSNASHH4-81SV","1.0","Pc(s)"
"MY-CUSCLCA-W","CUS-CLPGCA-W","1.0","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-CUSCLCB-W","CUS-CLPGCB-W","1.0","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-CUSCLCC-W","CUS-CLPGCC-W","1.0","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-CUSCLCD-W","CUS-CLPGCD-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"MY-CUSCLCE-W","STIC-PALLCR1-WM","1.0","Pc(s)"
"","CUS-CLPGCE-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-CUSCLCH-W","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","CUS-CLPGCH-W","1.0","Pc(s)"
"MY-LCLADC01-W","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","L-CLADC01-W","1.0","Pc(s)"
"MY-LCLADC02-W","L-CLADC02-W","1.0","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLADC03-W","L-CLADC03-W","1.0","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LCLADC04-W","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","L-CLADC04-W","1.0","Pc(s)"
"MY-LCLADC05-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","L-CLADC05-W","1.0","Pc(s)"
"MY-LCLADC06-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","L-CLADC06-W","1.0","Pc(s)"
"MY-SRMRLSAN2-W","STIC-PAEBR1-WM","1.0","Pc(s)"
"","SRM-RLSAN2-W","1.0","Pc(s)"
"MY-MLDCN1-W","STIC-PABR1-WM","1.0","Pc(s)"
"","M-LDCN1-W","1.0","Pc(s)"
"MY-FWLMGWN1-W","FW-LMGWN1-W","1.0","Pc(s)"
"","STIC-PAGR1-WM","1.0","Pc(s)"
"L-IPMC01-W3G","CAPC-IMCL1R0-WSM","1.0","Pc(s)"
"","CONT-IMCL1R0-WSM","1.0","Pc(s)"
"","KB-WEPSIR1-W","0.00521","Pc(s)"
