date_correction,snfg,fg_name,matter_code,matter,qty_real,qty_theoretical,bulk_loss,reject_retur,sisa_bulk,overfill,loading_unloading_loss,loss,brand,coitem,target,note,line,netto,netto_min,product_status,product_type,timestamp
2022-06-10,L-CSGC102-MO/H0007,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,S,SEMISOLID,0.54,0.62,0.08,0.0,0.023,0.09,-0.033,DOWNSTREAM LOSS,MAKE OVER,L-CSGC102-MO,,,LIP14,0.003512,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-20,L-CSGC102-MO/H0008,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,S,SEMISOLID,0.54,0.62,0.08,0.0,0.066,0.05,-0.036,DOWNSTREAM LOSS,MAKE OVER,L-CSGC102-MO,,,LIP14,0.00328,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CSGC102-MO/H0009,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,S,SEMISOLID,0.54,0.62,0.08,0,0,-0.01,0.09,DOWNSTREAM LOSS,MAKE OVER,L-CSGC102-MO,,,LIP06,0.002938,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CSGC102-MO/H0010,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,S,SEMISOLID,0.5,0.59,0.09,0.0,0.031,0.0,0.059,DOWNSTREAM LOSS,MAKE OVER,L-CSGC102-MO,,,LIP10,0.003022,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-10,L-CSGC103-MO/H0005,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,S,SEMISOLID,0.54,0.63,0.09,0.0,0.038,0.1,-0.048,DOWNSTREAM LOSS,MAKE OVER,L-CSGC103-MO,,,LIP14,0.003538,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-13,L-CSGC103-MO/H0006,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,S,SEMISOLID,0.5,0.64,0.14,0.0,0.017,0.01,0.113,DOWNSTREAM LOSS,MAKE OVER,L-CSGC103-MO,,,LIP10,0.003082,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CSGC103-MO/H0007,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,S,SEMISOLID,0.54,0.6,0.06,0,0,0.05,0.01,DOWNSTREAM LOSS,MAKE OVER,L-CSGC103-MO,,,LIP10,0.003284,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CSGC103-MO/H0008,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,S,SEMISOLID,0.54,0.63,0.09,0,0,0.02,0.07,DOWNSTREAM LOSS,MAKE OVER,L-CSGC103-MO,,,LIP10,0.003096,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CSGC103-MO/H0009,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,S,SEMISOLID,0.54,0.65,0.11,0.0,0.024,0.01,0.076,DOWNSTREAM LOSS,MAKE OVER,L-CSGC103-MO,,,LIP10,0.003072,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CSGC104-MO/H0006,MAKE OVER COLOR STICK GLOSS CRAYON 104 CHLOE 3 G,S,SEMISOLID,0.54,0.65,0.11,0,0,0.01,0.1,DOWNSTREAM LOSS,MAKE OVER,L-CSGC104-MO,,,LIP10,0.003078,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CSGC105-MO/H0003,MAKE OVER COLOR STICK GLOSS CRAYON 105 JOLENE 3 G,S,SEMISOLID,0.54,0.64,0.1,0,0,0.04,0.06,DOWNSTREAM LOSS,MAKE OVER,L-CSGC105-MO,,,LIP10,0.003196,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CSGC105-MO/H0004,MAKE OVER COLOR STICK GLOSS CRAYON 105 JOLENE 3 G,S,SEMISOLID,0.5,0.64,0.14,0,0,0.02,0.12,DOWNSTREAM LOSS,MAKE OVER,L-CSGC105-MO,,,LIP10,0.003118,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-23,L-CSGC105-MO/H0005,MAKE OVER COLOR STICK GLOSS CRAYON 105 JOLENE 3 G,S,SEMISOLID,0.54,0.65,0.11,0,0,0.03,0.08,DOWNSTREAM LOSS,MAKE OVER,L-CSGC105-MO,,,LIP06,0.003168,0.003,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-03,L-CUM01-W/H0005,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,S,SEMISOLID,16.39,19.42,3.03,0.0,0.295,2.16,0.575,DOWNSTREAM LOSS,WARDAH,L-CUM01-W,,,ALP03,0.004074,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CUM01-W/H0008,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,S,SEMISOLID,15.98,19.39,3.41,0.0,0.435,0.07,2.905,DOWNSTREAM LOSS,WARDAH,L-CUM01-W,,,ALP03,0.003616,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-28,L-CUM02-W/H0006,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 02 SUMMER PEACH 3.6 G,S,SEMISOLID,16.76,19.59,2.83,0.0,0.305,1.42,1.105,DOWNSTREAM LOSS,WARDAH,L-CUM02-W,,,LIP12,0.003906,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CUM03-W/H0005,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 03 CARAMEL NUDE 3.6 G,S,SEMISOLID,16.84,19.47,2.63,0.0,0.201,2.22,0.209,DOWNSTREAM LOSS,WARDAH,L-CUM03-W,,,LIP12,0.004074,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CUM03-W/H0006,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 03 CARAMEL NUDE 3.6 G,S,SEMISOLID,16.59,19.29,2.7,0.0,0.926,1.07,0.704,DOWNSTREAM LOSS,WARDAH,L-CUM03-W,,,LIP12,0.003832,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-03,L-CUM04-W/H0007,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 04 MOCCA BROWN 3.6 G,S,SEMISOLID,16.46,19.41,2.95,0.0,0.263,1.54,1.147,DOWNSTREAM LOSS,WARDAH,L-CUM04-W,,,ALP03,0.003936,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-07,L-CUM04-W/H0008,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 04 MOCCA BROWN 3.6 G,S,SEMISOLID,16.46,19.28,2.82,0.0,0.26,2.3,0.26,DOWNSTREAM LOSS,WARDAH,L-CUM04-W,,,LIP12,0.004102,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-10,L-CUM04-W/H0009,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 04 MOCCA BROWN 3.6 G,S,SEMISOLID,16.1,19.31,3.21,0.0,0.386,2.44,0.384,DOWNSTREAM LOSS,WARDAH,L-CUM04-W,,,LIP12,0.004146,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-07,L-CUM06-W/H0005,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 06 PUNCH FUCHSIA 3.6 G,S,SEMISOLID,16.84,19.48,2.64,0.0,0.103,1.82,0.717,DOWNSTREAM LOSS,WARDAH,L-CUM06-W,,,LIP08,0.00399,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-08,L-CUM06-W/H0006,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 06 PUNCH FUCHSIA 3.6 G,S,SEMISOLID,16.98,19.46,2.48,0.0,0.257,2.69,-0.467,DOWNSTREAM LOSS,WARDAH,L-CUM06-W,,,LIP12,0.00417,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CUM06-W/H0007,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 06 PUNCH FUCHSIA 3.6 G,S,SEMISOLID,7.78,9.46,1.68,0.0,0.369,0.82,0.491,DOWNSTREAM LOSS,WARDAH,L-CUM06-W,,,LIP12,0.00398,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-08,L-CUM07-W/H0008,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 07 CRIMSON RED 3.6 G,S,SEMISOLID,16.76,19.39,2.63,0.0,0.198,1.67,0.762,DOWNSTREAM LOSS,WARDAH,L-CUM07-W,,,LIP08,0.003958,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-09,L-CUM07-W/H0009,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 07 CRIMSON RED 3.6 G,S,SEMISOLID,16.8,19.53,2.73,0.0,0.271,0.78,1.679,DOWNSTREAM LOSS,WARDAH,L-CUM07-W,,,LIP12,0.003766,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CUM07-W/H0010,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 07 CRIMSON RED 3.6 G,S,SEMISOLID,16.59,19.35,2.76,0.0,0.353,2.04,0.367,DOWNSTREAM LOSS,WARDAH,L-CUM07-W,,,LIP12,0.004042,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CUM07-W/H0011,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 07 CRIMSON RED 3.6 G,S,SEMISOLID,16.8,19.35,2.55,0.0,0.142,0.75,1.658,DOWNSTREAM LOSS,WARDAH,L-CUM07-W,,,LIP12,0.00376,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-02,L-CUM08-W/H0012,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 08 WOODSY BROWN 3.6 G,S,SEMISOLID,16.79,19.51,2.72,0.0,0.373,2.15,0.197,DOWNSTREAM LOSS,WARDAH,L-CUM08-W,,,ALP03,0.00406,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-08,L-CUMKORA-W/H0003,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 09 ROMANTIC NAMSAN 3.6 G,S,SEMISOLID,15.88,19.09,3.21,0.0,0.401,1.95,0.859,DOWNSTREAM LOSS,WARDAH,L-CUMKORA-W,,,ALP03,0.004042,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-09,L-CUMKORA-W/H0004,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 09 ROMANTIC NAMSAN 3.6 G,S,SEMISOLID,15.68,19.44,3.76,0.0,0.466,2.26,1.034,DOWNSTREAM LOSS,WARDAH,L-CUMKORA-W,,,ALP03,0.00412,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-02,L-CUMKORB-W/H0017,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 10 STUNNING SEOUL 3.6 G,S,SEMISOLID,16.16,19.18,3.02,0.0,0.252,1.16,1.608,DOWNSTREAM LOSS,WARDAH,L-CUMKORB-W,,,ALP03,0.003858,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-09,L-CUMKORB-W/H0018,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 10 STUNNING SEOUL 3.6 G,S,SEMISOLID,16.28,19.32,3.04,0.0,0.111,1.51,1.419,DOWNSTREAM LOSS,WARDAH,L-CUMKORB-W,,,ALP03,0.003934,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-24,L-CUMKORB-W/H0022,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 10 STUNNING SEOUL 3.6 G,S,SEMISOLID,16.86,19.12,2.26,0.0,0.088,1.07,1.102,DOWNSTREAM LOSS,WARDAH,L-CUMKORB-W,,,ALP03,0.003828,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-25,L-CUMKORB-W/H0023,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 10 STUNNING SEOUL 3.6 G,S,SEMISOLID,16.25,19.67,3.42,0.0,0.07,0.18,3.17,DOWNSTREAM LOSS,WARDAH,L-CUMKORB-W,,,ALP03,0.00364,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CUMKORB-W/H0024,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 10 STUNNING SEOUL 3.6 G,S,SEMISOLID,15.72,19.44,3.72,0.0,0.223,1.18,2.317,DOWNSTREAM LOSS,WARDAH,L-CUMKORB-W,,,ALP03,0.00387,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-06,L-CUMKORC-W/H0010,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 11 SUNKISSED JEJU 3.6 G,S,SEMISOLID,15.84,19.63,3.79,0.0,0.472,2.83,0.488,DOWNSTREAM LOSS,WARDAH,L-CUMKORC-W,,,ALP03,0.004244,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-10,L-CUMKORC-W/H0011,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 11 SUNKISSED JEJU 3.6 G,S,SEMISOLID,15.67,19.46,3.79,0.0,0.156,2.64,0.994,DOWNSTREAM LOSS,WARDAH,L-CUMKORC-W,,,ALP03,0.004206,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-22,L-CUMKORC-W/H0013,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 11 SUNKISSED JEJU 3.6 G,S,SEMISOLID,14.43,14.43,0.0,0.0,0.045,2.68,-2.725,DOWNSTREAM LOSS,WARDAH,L-CUMKORC-W,,,LIP10,0.004202,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-06,L-CUMKORD-W/H0006,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 12 AUTUMN NAMI 3.6 G,S,SEMISOLID,16.12,19.47,3.35,0.0,0.335,0.6,2.415,DOWNSTREAM LOSS,WARDAH,L-CUMKORD-W,,,ALP03,0.003734,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-22,L-CUMKORD-W/H0010,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 12 AUTUMN NAMI 3.6 G,S,SEMISOLID,15.72,19.42,3.7,0.0,0.268,0.1,3.332,DOWNSTREAM LOSS,WARDAH,L-CUMKORD-W,,,ALP03,0.003622,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-23,L-CUMKORD-W/H0011,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 12 AUTUMN NAMI 3.6 G,S,SEMISOLID,16.88,19.7,2.82,0.0,0.324,0.13,2.366,DOWNSTREAM LOSS,WARDAH,L-CUMKORD-W,,,ALP03,0.003628,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-07,L-CUMKORE-W/H0009,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 13 UPBEAT HONGDAE 3.6 G,S,SEMISOLID,16.55,19.34,2.79,0.0,0.236,1.35,1.204,DOWNSTREAM LOSS,WARDAH,L-CUMKORE-W,,,ALP03,0.003894,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-08,L-CUMKORE-W/H0010,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 13 UPBEAT HONGDAE 3.6 G,S,SEMISOLID,17.11,19.68,2.57,0.0,0.427,1.52,0.623,DOWNSTREAM LOSS,WARDAH,L-CUMKORE-W,,,ALP03,0.00392,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-21,L-CUMKORE-W/H0013,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 13 UPBEAT HONGDAE 3.6 G,S,SEMISOLID,16.88,19.51,2.63,0.0,0.073,0.55,2.007,DOWNSTREAM LOSS,WARDAH,L-CUMKORE-W,,,ALP03,0.003718,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CUMKORE-W/H0014,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 13 UPBEAT HONGDAE 3.6 G,S,SEMISOLID,16.35,19.15,2.8,0.0,0.295,1.93,0.575,DOWNSTREAM LOSS,WARDAH,L-CUMKORE-W,,,ALP03,0.004024,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CUMKORE-W/H0015,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 13 UPBEAT HONGDAE 3.6 G,S,SEMISOLID,16.46,19.49,3.03,0.0,0.246,2.04,0.744,DOWNSTREAM LOSS,WARDAH,L-CUMKORE-W,,,ALP03,0.004046,0.0036,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CUSH01-EM/H0002,EMINA LIP CUSHION 01. LET IT PEACH 9 G,S,SEMISOLID,13.0,14.14,1.14,0.07,0.286,0.21,0.574,DOWNSTREAM LOSS,EMINA,L-CUSH01-EM,,,LIP11,0.009142,0.009,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-17,L-CUSH02-EM/H0005,EMINA LIP CUSHION 02. BE CHERRY 9 G,S,SEMISOLID,13.0,14.17,1.17,0.0,0.43,0.19,0.55,DOWNSTREAM LOSS,EMINA,L-CUSH02-EM,,,LIP11,0.009134,0.009,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CUSH03-EM/H0004,EMINA LIP CUSHION 03. GET BERRY 9 G,S,SEMISOLID,12.83,13.59,0.76,0,0,0.97,-0.21,DOWNSTREAM LOSS,EMINA,L-CUSH03-EM,,,LIP11,0.00968,0.009,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-20,L-CUSH04-EM/H0008,EMINA LIP CUSHION 04. SAY CORAL 9 G,S,SEMISOLID,13.0,13.93,0.93,0.0,0.022,0.4,0.508,DOWNSTREAM LOSS,EMINA,L-CUSH04-EM,,,LIP11,0.009278,0.009,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-10,L-CVM01-W/H0006,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 01 BROWN DREAMER 4 G,S,SEMISOLID,40.9,43.34,2.44,0.0,0.07,1.45,0.92,DOWNSTREAM LOSS,WARDAH,L-CVM01-W,,,LIP18,0.004142,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-02,L-CVM010-W/H0006,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 10 LIVELY CORAL 4 G,S,SEMISOLID,40.09,43.99,3.9,0.0,0.197,1.2,2.503,DOWNSTREAM LOSS,WARDAH,L-CVM010-W,,,LIP18,0.00412,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-22,L-CVM010-W/H0007,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 10 LIVELY CORAL 4 G,S,SEMISOLID,80.67,87.84,7.17,0.0,0.194,2.63,4.346,DOWNSTREAM LOSS,WARDAH,L-CVM010-W,,,LIP18,0.00413,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-08,L-CVM011-W/H0012,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,S,SEMISOLID,12.77,13.91,1.14,0.0,0.214,0.75,0.176,DOWNSTREAM LOSS,WARDAH,L-CVM011-W,,,LIP18,0.004234,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-14,L-CVM011-W/H0013,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,S,SEMISOLID,12.77,14.44,1.67,0.0,0.879,0.36,0.431,DOWNSTREAM LOSS,WARDAH,L-CVM011-W,,,LIP18,0.004112,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-28,L-CVM011-W/H0014,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,S,SEMISOLID,12.29,14.07,1.78,0,0,0.36,1.42,DOWNSTREAM LOSS,WARDAH,L-CVM011-W,,,LIP18,0.004116,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-06,L-CVM012-W/H0015,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 12 CHIC TERRACOTTA 4 G,S,SEMISOLID,40.9,43.7,2.8,0.0,0.503,1.15,1.147,DOWNSTREAM LOSS,WARDAH,L-CVM012-W,,,LIP18,0.004112,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-14,L-CVM012-W/H0016,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 12 CHIC TERRACOTTA 4 G,S,SEMISOLID,12.77,14.0,1.23,0,0,0.36,0.87,DOWNSTREAM LOSS,WARDAH,L-CVM012-W,,,LIP18,0.004112,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-14,L-CVM012-W/H0017,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 12 CHIC TERRACOTTA 4 G,S,SEMISOLID,12.77,14.48,1.71,0.0,1.085,0.41,0.215,DOWNSTREAM LOSS,WARDAH,L-CVM012-W,,,LIP18,0.004128,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CVM012-W/H0018,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 12 CHIC TERRACOTTA 4 G,S,SEMISOLID,40.23,43.22,2.99,0,0,1.07,1.92,DOWNSTREAM LOSS,WARDAH,L-CVM012-W,,,LIP18,0.004106,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-27,L-CVM013-W/H0017,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 13 SWEET CINNAMON 4 G,S,SEMISOLID,12.3,14.21,1.91,0.0,0.512,0.36,1.038,DOWNSTREAM LOSS,WARDAH,L-CVM013-W,,,LIP18,0.004116,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-30,L-CVM013-W/H0018,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 13 SWEET CINNAMON 4 G,S,SEMISOLID,39.89,43.44,3.55,0.0,0.1,2.71,0.74,DOWNSTREAM LOSS,WARDAH,L-CVM013-W,,,LIP18,0.004272,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-09,L-CVM014-W/H0007,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 14 DAINTY CARAMEL 4 G,S,SEMISOLID,9.34,14.19,4.85,0.0,4.287,0.27,0.293,DOWNSTREAM LOSS,WARDAH,L-CVM014-W,,,LIP18,0.004116,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-29,L-CVM014-W/H0010,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 14 DAINTY CARAMEL 4 G,S,SEMISOLID,40.26,43.16,2.9,0.0,0.246,1.31,1.344,DOWNSTREAM LOSS,WARDAH,L-CVM014-W,,,LIP18,0.00413,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-02,L-CVM02-W/H0006,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 02 JOYFUL ORANGE 4 G,S,SEMISOLID,40.9,43.49,2.59,0.0,0.619,1.23,0.741,DOWNSTREAM LOSS,WARDAH,L-CVM02-W,,,LIP18,0.00412,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-23,L-CVM02-W/H0007,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 02 JOYFUL ORANGE 4 G,S,SEMISOLID,39.53,43.73,4.2,0.0,0.38,1.44,2.38,DOWNSTREAM LOSS,WARDAH,L-CVM02-W,,,LIP18,0.004146,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-03,L-CVM03-W/H0005,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 03 ROSE BALLERINA 4 G,S,SEMISOLID,40.9,44.09,3.19,0.0,0.266,1.41,1.514,DOWNSTREAM LOSS,WARDAH,L-CVM03-W,,,LIP18,0.004138,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-17,L-CVM03-W/H0006,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 03 ROSE BALLERINA 4 G,S,SEMISOLID,12.77,14.1,1.33,0.0,0.323,0.37,0.637,DOWNSTREAM LOSS,WARDAH,L-CVM03-W,,,LIP18,0.004116,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-11,L-CVM04-W/H0009,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,S,SEMISOLID,40.9,43.63,2.73,0.0,0.28,1.05,1.4,DOWNSTREAM LOSS,WARDAH,L-CVM04-W,,,LIP18,0.004102,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-07,L-CVM05-W/H0010,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,S,SEMISOLID,40.9,43.48,2.58,0.0,0.771,1.23,0.579,DOWNSTREAM LOSS,WARDAH,L-CVM05-W,,,LIP18,0.00412,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-11,L-CVM05-W/H0011,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,S,SEMISOLID,12.77,14.16,1.39,0.0,0.56,0.34,0.49,DOWNSTREAM LOSS,WARDAH,L-CVM05-W,,,LIP18,0.004108,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-20,L-CVM05-W/H0012,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,S,SEMISOLID,40.68,43.49,2.81,0,0,1.34,1.47,DOWNSTREAM LOSS,WARDAH,L-CVM05-W,,,LIP18,0.004132,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-23,L-CVM05-W/H0013,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,S,SEMISOLID,40.9,43.52,2.62,0.0,0.921,2.27,-0.571,DOWNSTREAM LOSS,WARDAH,L-CVM05-W,,,LIP18,0.004222,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-13,L-CVM06-W/H0005,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 06 FUCHSIA LOVER 4 G,S,SEMISOLID,12.77,14.33,1.56,0.0,1.126,0.34,0.094,DOWNSTREAM LOSS,WARDAH,L-CVM06-W,,,LIP18,0.004106,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-17,L-CVM06-W/H0006,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 06 FUCHSIA LOVER 4 G,S,SEMISOLID,12.77,14.23,1.46,0.0,1.039,0.41,0.011,DOWNSTREAM LOSS,WARDAH,L-CVM06-W,,,LIP18,0.00413,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-28,L-CVM06-W/H0007,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 06 FUCHSIA LOVER 4 G,S,SEMISOLID,12.48,13.93,1.45,0.0,0.476,0.35,0.624,DOWNSTREAM LOSS,WARDAH,L-CVM06-W,,,LIP18,0.004112,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-09,L-CVM07-W/H0009,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 07 RED PIONEER 4 G,S,SEMISOLID,12.77,14.51,1.74,0,0,0.45,1.29,DOWNSTREAM LOSS,WARDAH,L-CVM07-W,,,SAP01,0.00414,0.004,EXISTING,LAUNCH,2022-07-19 07:05
2022-06-28,L-CVM07-W/H0010,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 07 RED PIONEER 4 G,S,SEMISOLID,12.77,14.13,1.36,0.0,0.674,0.52,0.166,DOWNSTREAM LOSS,WARDAH,L-CVM07-W,,,LIP18,0.004162,0.004,EXISTING,LAUNCH,2022-07-19 07:05
