"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"4244","MO-M-RWSDC-BULK/I0014","M-RWSDCN2-W/I0007","M-RWSDCN2-W/I0007","NDC","JADWAL BARU","1","2023-03-04 22:23:16+07","2023-03-02","2023-03-06","Wardah Crystal Secret Brightening Day Cream 30 g","Next Process","Done","M-RWSDCN2-W","CJ03A",""
"4245","MO-HT-G1-BULK/I0039","HT-P1G1-P450/I0012","HT-P1G1-P450/I0012","NDC","JADWAL BARU","1","2023-03-04 22:17:27+07","2023-03-03","2023-03-06","Hair Tonic Normal to Oily Hair (Green), 450 ml","Next Process","Done","HT-P1G1-P450","CJ04A",""
"4246","MO-HT-G1-BULK/I0035","HT-P1G1-P2/I0013","HT-P1G1-P2/I0013","NDC","JADWAL BARU","1","2023-03-04 21:24:11+07","2023-03-02","2023-03-06","Hair Tonic Normal to Oily Hair (Green), 2 L","Next Process","Done","HT-P1G1-P2","CJ03A",""
"4247","MO-FT-BST-BULK/I0008","FT-BST-EM/I0007","FT-BST-EM/I0007","NDC","JADWAL BARU","1","2023-03-04 21:24:11+07","2023-03-01","2023-03-04","Emina Bright Stuff Face Toner 100 ml","Next Process","Done","FT-BST-EM","CJ02A",""
"4248","MO-REM-RBSMW-BULK/I0006","REM-RBSMWN1-EM/I0005","REM-RBSMWN1-EM/I0005","NDC","JADWAL BARU","1","2023-03-04 21:24:11+07","2023-03-02","2023-03-03","Emina Bright Stuff Micellar Water 100 ml","Next Process","Done","REM-RBSMWN1-EM","CJ03A",""
"4249","MO-HT-G-BULK/I0018","HT-P1G-P450/I0007","HT-P1G-P450/I0007","NDC","JADWAL BARU","1","2023-03-04 21:24:11+07","2023-03-02","2023-03-04","Hair Tonic Ginseng, 450 ml","Next Process","Done","HT-P1G-P450","CJ03A",""
"4250","-","LB-LMPB-EM/BSI0002","LB-LMPB-EM/BSI0002","NDC","JADWAL BARU","1","2023-03-04 20:50:54+07","2023-02-27","2023-03-10","Emina Lip Mask 9 gr (Blister Version)","Next Process","Done","LB-LMPB-EM","(not set)",""
"4251","MO-L-CVM04-BULK/I0008","L-CVM04-W/I0008","L-CVM04-W/I0008","NDC","JADWAL BARU","1","2023-03-04 20:50:54+07","2023-02-28","2023-03-06","Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g","Next Process","Done","L-CVM04-W","CJ03A",""
"4252","MO-B-W1T3LFP01-BULK/I0015","B-W3ELFP01-W30G/I0015","B-W3ELFP01-W30G/I0015","NDC","JADWAL BARU","1","2023-03-04 20:05:44+07","2023-03-01","2023-03-04","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP01-W30G","CJ03A",""
"4253","MO-BO-COCBSP-BULK/I0012","BO-COCBSP-W/I0012","BO-COCBSP-W/I0012","NDC","JADWAL BARU","1","2023-03-04 20:05:28+07","2023-03-01","2023-03-04","Wardah Colorfit Cream Blush 03 SUMMER PEACH 3 g","Next Process","Done","BO-COCBSP-W","CJ02C",""
"4254","MO-TC-R3LLF02-BULK/I0051","TC-R3LLF02-W/I0028","TC-R3LLF02-W/I0028","NDC","JADWAL BARU","1","2023-03-04 20:05:28+07","2023-03-01","2023-03-04","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","CJ03B",""
"4255","MO-FW-NSHTC-BULK/I0002","FW-NSHTC-W/I0002","FW-NSHTC-W/I0002","KEMAS_1","FILLING","2","2023-03-04 18:12:00+07","2023-03-02","2023-03-07","Wardah Head to Toe Cleanser 40 ml","Next Process","(not set)","FW-NSHTC-W","CJ03A",""
"4256","MO-L-CHC12-BULK/I0005","L-CHC12-MO/I0005","L-CHC12-MO/I0005","NDC","JADWAL BARU","1","2023-03-04 17:43:27+07","2023-02-28","2023-03-06","MAKE OVER Color Hypnose Creamy Lipmatte 12 Magnet 4.3 g","Next Process","Done","L-CHC12-MO","CJ03A",""
"4257","MO-L-IPMMS02-BULK/I0007","L-IPMMS02-W3.5G/I0007","L-IPMMS02-W3.5G/I0007","NDC","JADWAL BARU","1","2023-03-04 17:43:27+07","2023-02-28","2023-03-06","Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","Next Process","Done","L-IPMMS02-W3.5G","CJ03A",""
"4258","MO-L-SLWCH-BULK/I0012","L-SLWCH-W/I0012","L-SLWCH-W/I0012","NDC","JADWAL BARU","1","2023-03-04 17:37:09+07","2023-02-28","2023-03-04","Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g","Next Process","Done","L-SLWCH-W","CJ02A",""
"4259","MO-WARN-TOTSB-BULK/LI0012","WARN-TOTSB-BULK/LI0012","WARN-TOTSB-BULK/LI0012","QC BULK","MASUK SPESIFIKASI","1","2023-03-04 17:09:26+07","2023-03-03","2023-03-04","Pasta warna Titan OTS B Bulk","Next Process","Done","WARN-TOTSB-BULK","CJ04A",""
"4260","MO-PRM-RRIPSP-BULK/I0004","PRM-RRIPSP-W/I0004","PRM-RRIPSP-W/I0004","NDC","JADWAL BARU","1","2023-03-04 16:55:00+07","2023-03-03","2023-03-04","Instaperfect Blur Mattifying Primer 20 ml","Next Process","Done","PRM-RRIPSP-W","CJ04A",""
"4261","MO-WARN-LSMTITA-BULK/I0003","WARN-LSMTITA-BULK/I0003","WARN-LSMTITA-BULK/I0003","QC BULK","MASUK SPESIFIKASI","1","2023-03-04 16:53:05+07","2023-03-03","2023-03-05","Monokrom LSM Titan","Next Process","Done","WARN-LSMTITA-BULK","CJ03A",""
"4262","MO-L-HSLWI-BULK/I0008","L-HSLWI-MO/I0008","L-HSLWI-MO/I0008","NDC","JADWAL BARU","1","2023-03-04 16:34:16+07","2023-02-27","2023-03-06","Make Over Hydrastay Smooth Lip Whip C09 Admire 6.5 g","Next Process","Done","L-HSLWI-MO","CJ03A",""
"4263","MO-M-PSWC-BULK/I0002","M-PSWC-MO/I0002","M-PSWC-MO/I0002","NDC","JADWAL BARU","1","2023-03-04 16:02:43+07","2023-03-01","2023-03-04","MAKE OVER Powerskin Water Charge Moisturizer 42 ml","Next Process","Done","M-PSWC-MO","CJ03A",""
"4264","MO-CUS-CLPGCC-BULK/I0004","CUS-CLPGCC-W/I0003","CUS-CLPGCC-W/I0003","NDC","JADWAL BARU","1","2023-03-04 16:02:43+07","2023-03-01","2023-03-06","Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory 15 g","Next Process","Done","CUS-CLPGCC-W","CJ02A",""
"4265","MO-B-BSLP-BULK/I0067","B-BSLP-EM/I0067","B-BSLP-EM/I0067","NDC","JADWAL BARU","1","2023-03-04 15:36:09+07","2023-03-02","2023-03-04","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CJ03A",""
"4266","MO-WARN-LSMCOSG-BULK/I0001","WARN-LSMCOSG-BULK/I0001","WARN-LSMCOSG-BULK/I0001","QC BULK","MASUK SPESIFIKASI","1","2023-03-04 14:40:23+07","2023-03-03","2023-03-05","Monokrom LSM Cosmetic Green","Next Process","Done","WARN-LSMCOSG-BULK","CJ04A",""
"4267","MO-L-MLCJ-BULK/I0013","L-MLCJ-OMG/I0013","L-MLCJ-OMG/I0013","NDC","JADWAL BARU","1","2023-03-04 14:36:50+07","2023-03-02","2023-03-04","OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","Next Process","Done","L-MLCJ-OMG","CJ02A",""
"4268","MO-L-SLWCF-BULK/I0010","L-SLWCF-W/I0010","L-SLWCF-W/I0010","NDC","JADWAL BARU","1","2023-03-04 14:19:46+07","2023-02-27","2023-03-04","Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g","Next Process","Done","L-SLWCF-W","CJ01A",""
"4269","MO-B-R3L04N-BULK/I0010","B-R3L04N-W/I0010","B-R3L04N-W/I0010","NDC","JADWAL BARU","1","2023-03-04 14:19:28+07","2023-02-27","2023-03-04","Wardah Lightening Matte Powder 04 Natural 20 g","Next Process","Done","B-R3L04N-W","CJ02A",""
"4270","","SS-UVSDSPB-W/I0037","SS-UVSDSPB-W/I0037","NDC","JADWAL BARU","1","2023-03-04 14:15:52+07","2023-02-28","2023-03-06","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","(not set)",""
"4271","MO-FW-PCSAC-BULK/I0119","FW-PCSAC-KA/I0120","FW-PCSAC-KA/I0120","NDC","JADWAL BARU","1","2023-03-04 14:15:52+07","2023-03-03","2023-03-15","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ03C",""
"4272","MO-BBC-LL-BULK/I0005","BBC-LL-W15ML/I0004","BBC-LL-W15ML/I0004","NDC","JADWAL BARU","1","2023-03-04 14:15:52+07","2023-03-01","2023-03-04","Wardah Lightening BB Cream Light 15 ml (pc(s))","Next Process","Done","BBC-LL-W15ML","CJ03A",""
"4273","MO-S-USS-BULK/I0024","S-USSEC-W/I0024","S-USSEC-W/I0024","NDC","JADWAL BARU","1","2023-03-04 14:15:52+07","2023-03-02","2023-03-06","Wardah Hairfall Treatment Shampoo 170 ml","Next Process","Done","S-USSEC-W","CJ03B",""
"4274","MO-L-CHC10-BULK/I0005","L-CHC10-MO/I0005","L-CHC10-MO/I0005","NDC","JADWAL BARU","1","2023-03-04 13:51:32+07","2023-02-27","2023-03-03","MAKE OVER Color Hypnose Creamy Lipmatte 10 Bewitched 4.3 g","Next Process","Done","L-CHC10-MO","CJ03A",""
"4275","MO-L-IPMMS01-BULK/I0006","L-IPMMS01-W3.5G/I0006","L-IPMMS01-W3.5G/I0006","NDC","JADWAL BARU","1","2023-03-04 13:51:32+07","2023-02-28","2023-03-06","Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g","Next Process","Done","L-IPMMS01-W3.5G","CJ03A",""
"4276","MO-M-LDCN-BULK/I0022","MY-MLDCN2-W/I0004","MY-MLDCN2-W/I0004","NDC","JADWAL BARU","1","2023-03-04 13:51:00+07","2023-02-23","2023-03-04","Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g","Next Process","Done","MY-MLDCN2-W","CJ02A",""
"4277","MO-L-LLS02-BULK/I0003","L-LLS02-EM/I0003","L-LLS02-EM/I0003","NDC","JADWAL BARU","1","2023-03-04 13:34:43+07","2023-02-28","2023-03-04","Emina Watercolor Lip Serum 02 Mist 2 g","Next Process","Done","L-LLS02-EM","CJ02A",""
"4278","MO-TC-R3LLF02-BULK/I0050","TC-R3LLF02-W/I0027","TC-R3LLF02-W/I0027","NDC","JADWAL BARU","1","2023-03-04 13:34:43+07","2023-03-01","2023-03-04","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","CJ03A",""
"4279","MO-BO-COCBSP-BULK/I0011","BO-COCBSP-W/I0011","BO-COCBSP-W/I0011","NDC","JADWAL BARU","1","2023-03-04 13:34:43+07","2023-03-01","2023-03-04","Wardah Colorfit Cream Blush 03 SUMMER PEACH 3 g","Next Process","Done","BO-COCBSP-W","CJ02B",""
"4280","MO-CUS-R2EFC03-BULK/I0004","CUS-R2EFC03-W/I0002","CUS-R2EFC03-W/I0002","NDC","JADWAL BARU","1","2023-03-04 11:34:42+07","2023-03-01","2023-03-04","Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","Next Process","Done","CUS-R2EFC03-W","CJ02A",""
"4281","MO-M-LDCN-BULK/I0023","M-LDCN1-W/I0011","M-LDCN1-W/I0011","NDC","JADWAL BARU","1","2023-03-04 11:34:41+07","2023-03-02","2023-03-06","Wardah Lightening Day Cream Advanced Niacinamide 20 mL","Next Process","Done","M-LDCN1-W","CJ03A",""
"4282","MO-FW-FW01-BULK/I0041","FW-FW01-KA/I0042","FW-FW01-KA/I0042","NDC","JADWAL BARU","1","2023-03-04 11:34:41+07","2023-03-02","2023-03-15","Kahf Gentle Exfoliating Face Scrub 100 ml","Next Process","Done","FW-FW01-KA","CJ03B",""
"4283","MO-M-RRYNC-BULK/I0013","M-RRYNCN2-W/I0008","M-RRYNCN2-W/I0008","NDC","JADWAL BARU","1","2023-03-04 11:34:23+07","2023-03-02","2023-03-06","Wardah Renew You Night Cream 30 g (Pc(s))","Next Process","Done","M-RRYNCN2-W","CJ03A",""
"4284","MO-FT-FT-BULK/I0026","FT-FT-OMG/I0026","FT-FT-OMG/I0026","NDC","JADWAL BARU","1","2023-03-04 11:14:52+07","2023-03-02","2023-03-03","OMG OH MY GLOW Peach Glowing Toner 100 ml","Next Process","Done","FT-FT-OMG","CJ03A",""
"4285","MO-TC-R3LLF06-BULK/I0009","TC-R3LLF06-W/I0003","TC-R3LLF06-W/I0003","NDC","JADWAL BARU","1","2023-03-04 10:39:08+07","2023-02-28","2023-03-04","Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g","Next Process","Done","TC-R3LLF06-W","CJ02A",""
"4286","MO-B-DMCP03-BULK/I0006","B-DMCP03-EM/I0006","B-DMCP03-EM/I0006","NDC","JADWAL BARU","1","2023-03-04 10:39:08+07","2023-02-28","2023-03-04","Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","B-DMCP03-EM","CJ01A",""
"4287","MO-TC-R3LLF04-BULK/I0026","TC-RR3LLF04-W/I0012","TC-RR3LLF04-W/I0012","NDC","JADWAL BARU","1","2023-03-04 10:37:48+07","2023-03-01","2023-03-04","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-RR3LLF04-W","CJ01A",""
"4288","MO-S-USS-BULK/I0023","S-USSEC-W/I0023","S-USSEC-W/I0023","NDC","JADWAL BARU","1","2023-03-04 10:21:26+07","2023-03-01","2023-03-04","Wardah Hairfall Treatment Shampoo 170 ml","Next Process","Done","S-USSEC-W","CJ03A",""
"4289","MO-FT-LFT-BULK/I0041","FT-LFT-W/I0029","FT-LFT-W/I0029","NDC","JADWAL BARU","1","2023-03-04 10:21:26+07","2023-03-02","2023-03-06","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CJ02B",""
"4290","MO-L-REMO21-BULK/I0002","L-REMO21-W/I0002","L-REMO21-W/I0002","NDC","JADWAL BARU","1","2023-03-04 09:17:32+07","2023-02-25","2023-03-04","Wardah Exclusive Moist Lipstick 21 Orchid Pink 3.5 g","Next Process","Done","L-REMO21-W","BJ27A",""
"4291","MO-BO-CLPPTVB-BULK/I0003","BO-CLPPTVB-EM3.5GR/I0003","BO-CLPPTVB-RP-EM3,5G/I0003","NDC","JADWAL BARU","1","2023-03-04 09:17:32+07","2023-02-28","2023-03-06","Emina Cheek Lit Pressed Blush Violet Berry 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPTVB-EM3.5GR","BJ28A",""
"4292","MO-F-HGFW33-BULK/I0004","F-HGFW33-MO/I0004","F-HGFW33-MO/I0004","NDC","JADWAL BARU","1","2023-03-04 08:47:10+07","2023-03-01","2023-03-04","MAKE OVER Hydrastay Glow Fluid Foundation W33 Honey Beige 35 ml","Next Process","Done","F-HGFW33-MO","CJ01A",""
"4293","MO-BP-HREDT-BULK/I0007","BP-HREDT-KA/I0006","BP-HREDT-KA/I0006","NDC","JADWAL BARU","1","2023-03-04 08:47:10+07","2023-03-01","2023-03-04","Kahf Humbling Forest Eau de Toilette 35 ml","Next Process","Done","BP-HREDT-KA","CJ01A",""
"4294","MO-FW-CD-BULK/I0017","FW-CD-W100ML/I0009","FW-CD-W100ML/I0009","NDC","JADWAL BARU","1","2023-03-04 08:10:36+07","2023-02-20","2023-03-08","Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","Next Process","Done","FW-CD-W100ML","CJ03A",""
"4295","MO-SRM-CAB-BULK/I0005","SRM-CAB-W/I0003","SRM-CAB-W/I0003","NDC","JADWAL BARU","1","2023-03-04 07:40:57+07","2023-03-01","2023-03-04","Crystallure Supreme Activating Booster Essence 30 ml","Next Process","Done","SRM-CAB-W","CJ01A",""
"4296","MO-FW-LWF-BULK/I0055","FW-LWFN2-W/I0031","FW-LWFN2-W/I0031","NDC","JADWAL BARU","1","2023-03-04 07:40:57+07","2023-02-20","2023-03-08","Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","FW-LWFN2-W","CJ03A",""
"4297","MO-FW-FW01-BULK/I0040","FW-FW01-KA/I0040","FW-FW01-KA/I0040","NDC","JADWAL BARU","1","2023-03-04 07:40:57+07","2023-02-20","2023-03-08","Kahf Gentle Exfoliating Face Scrub 100 ml","Next Process","Done","FW-FW01-KA","CJ03A",""
"4298","MO-L-PTMC03-BULK/I0003","L-PTMC03-MO/I0003","L-PTMC03-MO/I0003","NDC","JADWAL BARU","1","2023-03-04 07:40:38+07","2023-02-28","2023-03-04","MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g","Next Process","Done","L-PTMC03-MO","CJ02A",""
"4299","MO-L-CUMKORE-BULK/I0010","L-CUMKORE-W/I0010","L-CUMKORE-W/I0010","NDC","JADWAL BARU","1","2023-03-04 07:36:55+07","2023-02-27","2023-03-03","Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g","Next Process","Done","L-CUMKORE-W","CJ02A",""
"4300","MO-LB-STSPC-BULK/I0013","LB-STSPC-EM/I0013","LB-STSPC-EM/I0013","NDC","JADWAL BARU","1","2023-03-04 07:32:45+07","2023-02-28","2023-03-03","Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g","Next Process","Done","LB-STSPC-EM","CJ02A",""
"4301","MO-B-CLCLPD-BULK/I0004","B-CLCLPD-W/I0004","B-CLCLPD-W/I0004","NDC","JADWAL BARU","1","2023-03-04 07:32:45+07","2023-02-28","2023-03-04","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","Next Process","Done","B-CLCLPD-W","CJ02A",""
"4302","MO-L-RGS01-BULK/I0001","L-RGS01-EM/I0001","L-RGS01-EM/I0001","NDC","JADWAL BARU","1","2023-03-04 07:21:55+07","2023-02-28","2023-03-04","Emina Glossy Stain 01 Autumn Bell 3 g","Next Process","Done","L-RGS01-EM","CJ01A",""
"4303","MO-L-CVM03-BULK/I0005","L-CVM03-W/I0005","L-CVM03-W/I0005","NDC","JADWAL BARU","1","2023-03-04 06:00:45+07","2023-02-28","2023-03-03","Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g","Next Process","Done","L-CVM03-W","CJ02A",""
"4304","MO-LT-CR05-BULK/I0003","LT-CR05-EM/I0003","LT-CR05-EM/I0003","NDC","JADWAL BARU","1","2023-03-04 06:00:45+07","2023-02-28","2023-03-04","Emina Creamytint 05 Cherry Soda 3.6 g","Next Process","Done","LT-CR05-EM","CJ02A",""
"4305","MO-LB-LM-BULK/I0005","LB-LMPB-EM/I0005","LB-LMPB-EM/I0005","NDC","JADWAL BARU","1","2023-03-04 06:00:44+07","2023-02-22","2023-03-03","Emina Lip Mask 9 gr (Blister Version)","Next Process","Done","LB-LMPB-EM","BJ25A",""
"4306","MO-BO-COCBSP-BULK/I0010","BO-COCBSP-W/I0010","BO-COCBSP-W/I0010","NDC","JADWAL BARU","1","2023-03-04 06:00:44+07","2023-02-28","2023-03-04","Wardah Colorfit Cream Blush 03 SUMMER PEACH 3 g","Next Process","Done","BO-COCBSP-W","CJ02A",""
"4307","MO-FA-CLFLMHCP-BULK/I0006","FA-CLFLMHCP-W/I0006","FA-CLFLMHCP-W/I0006/01/01","KEMAS_1","PRESS","1","2023-03-04 04:55:00+07","2023-03-01","2023-03-04","Wardah Colorfit Highlight Contour Palette 01 Light","Next Process","(not set)","FA-CLFLMHCP-W","CJ02A",""
"4308","MO-B-PT05-BULK/I0005","B-PT05-MO35G/I0005","B-PT05-MO35G/I0005","NDC","JADWAL BARU","1","2023-03-04 04:47:05+07","2023-02-27","2023-03-04","MAKE OVER Silky Smooth Translucent Powder 05 Snow 35 g (Pc(s))","Next Process","Done","B-PT05-MO35G","CJ02A",""
"4309","MO-ES-PMEO-BULK/I0006","ES-PRPBK-EM3.3GR/I0003","ES-PRPBK-EM3.3GR/I0003/03/01","NDC","JADWAL BARU","1","2023-03-04 04:44:36+07","2023-02-25","2023-03-03","Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","Next Process","Done","ES-PRPBK-EM3.3GR","BJ27A",""
"4310","MO-B-ESFBBLP-BULK/I0009","B-SFLP-EM8G/I0005","B-SFLP-EM8G/I0005","NDC","JADWAL BARU","1","2023-03-04 04:44:22+07","2023-02-27","2023-03-04","Emina Sebum Fighter Loose Powder 8 g","Next Process","Done","B-SFLP-EM8G","CJ02A",""
"4311","MO-FT-LFT-BULK/I0040","FT-LFT-W/I0028","FT-LFT-W/I0028","NDC","JADWAL BARU","1","2023-03-04 04:08:39+07","2023-03-02","2023-03-06","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CJ02A",""
"4312","MO-S-CSPB01-BULK/I0002","S-CSPB01-B/I0002","S-CSPB01-B/I0002","NDC","JADWAL BARU","1","2023-03-04 03:40:37+07","2023-03-01","2023-03-03","Beyondly Pomebright Collagen Serum 20 ml","Next Process","Done","S-CSPB01-B","CJ02A",""
"4313","MO-BO-CLPPPML-BULK/I0008","BO-CLPPPML-EM3.5GR/I0008","BO-CLPPPML-RP-EM3,5G/I0008","NDC","JADWAL BARU","1","2023-03-04 03:37:51+07","2023-02-27","2023-03-06","Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPPML-EM3.5GR","BJ28A",""
"4314","MO-F-CLCMB-BULK/I0005","F-CLCMB-W/I0005","F-CLCMB-W/I0005","NDC","JADWAL BARU","1","2023-03-04 01:49:12+07","2023-02-20","2023-03-04","Wardah Colorfit Matte Foundation 22N Light Ivory 25 ml","Next Process","Done","F-CLCMB-W","CJ01A",""
"4315","MO-BO-E02-W-BULK/I0012","BO-E02-W/I0012","BO-E02-W-RP-W6,5GR/I0012","NDC","JADWAL BARU","1","2023-03-04 01:40:15+07","2023-02-27","2023-03-06","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","BJ28B",""
"4316","MO-TC-R3LEC04-BULK/I0008","TC-RR3LEC04-W/I0005","TC-RR3LEC04-W/I0005","NDC","JADWAL BARU","1","2023-03-04 01:40:15+07","2023-02-28","2023-03-04","Wardah Refill Lightening Powder Foundation Extra Cover 04 Natural 10 g","Next Process","Done","TC-RR3LEC04-W","CJ02A",""
"4317","MO-B-BSLP-BULK/I0066","B-BSLP-EM/I0066","B-BSLP-EM/I0066","NDC","JADWAL BARU","1","2023-03-04 01:39:53+07","2023-03-01","2023-03-04","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CJ02A",""
"4318","MO-L-IMC012-BULK/I0007","L-IMC012-MO6,5G/I0007","L-IMC012-MO6,5G/I0007","NDC","JADWAL BARU","1","2023-03-04 01:24:29+07","2023-02-27","2023-03-03","MAKE OVER Intense Matte Lip Cream 012 Couture 6,5 g (Pc(s))","Next Process","Done","L-IMC012-MO6,5G","CJ02A",""
"4319","MO-L-HSLWH-BULK/I0006","L-HSLWH-MO/I0006","L-HSLWH-MO/I0006","NDC","JADWAL BARU","1","2023-03-04 01:24:28+07","2023-02-28","2023-03-03","Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g","Next Process","Done","L-HSLWH-MO","CJ02A",""
"4320","MO-TC-W1C1-BULK/I0012","TC-W3RELLB1-W12G/I0008","TC-W3RELLB1-W12G/I0008","NDC","JADWAL BARU","1","2023-03-04 00:37:34+07","2023-03-01","2023-03-03","Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","Next Process","Done","TC-W3RELLB1-W12G","CJ02A",""
"4321","MO-REM-SBMW-BULK/I0027","REM-SBMW-W240ML/I0015","REM-SBMW-W240ML/I0015","NDC","JADWAL BARU","1","2023-03-04 00:07:59+07","2023-03-01","2023-03-03","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","CJ03A",""
"4322","MO-B-PT04-BULK/I0006","B-PT04-MO35G/I0006","B-PT04-MO35G/I0006","NDC","JADWAL BARU","1","2023-03-03 23:53:53+07","2023-03-01","2023-03-03","MAKE OVER Silky Smooth Translucent Powder 04 Toffee 35 g (Pc(s))","Next Process","Done","B-PT04-MO35G","CJ02A",""
"4323","MO-BO-COCBMM-BULK/I0008","BO-COCBMM-W/I0008","BO-COCBMM-W/I0008","NDC","JADWAL BARU","1","2023-03-03 23:44:10+07","2023-02-28","2023-03-03","Wardah Colorfit Cream Blush 02 MERRY MAUVE 3 g","Next Process","Done","BO-COCBMM-W","CJ01A",""
"4324","MO-TC-R3LEC02-BULK/I0012","TC-RR3LEC02-W/I0006","TC-RR3LEC02-W/I0006","NDC","JADWAL BARU","1","2023-03-03 23:44:10+07","2023-02-28","2023-03-03","Wardah Refill Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-RR3LEC02-W","CJ01A",""
"4325","MO-L-CVM02-BULK/I0007","L-CVM02-W/I0007","L-CVM02-W/I0007","NDC","JADWAL BARU","1","2023-03-03 23:44:10+07","2023-02-27","2023-03-02","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g","Next Process","Done","L-CVM02-W","CJ01A",""
"4326","MO-HT-Y1-BULK/I0007","HT-P1Y1-P200/I0003","HT-P1Y1-P200/I0003","NDC","JADWAL BARU","1","2023-03-03 23:41:08+07","2023-03-02","2023-03-04","Hair Tonic Normal Hair (Yellow), 200 ml","Next Process","Done","HT-P1Y1-P200","CJ02A",""
"4327","MO-SRM-AN-BULK/I0002","SRM-AN1-OMG/I0002","SRM-AN1-OMG/I0002","NDC","JADWAL BARU","1","2023-03-03 22:46:08+07","2023-02-20","2023-03-03","OMG Oh My Glow Mugwort Acne Serum 20 ml","Next Process","Done","SRM-AN1-OMG","BJ21A",""
"4328","MO-L-MLCC-BULK/I0021","L-MLCC-OMG/I0021","L-MLCC-OMG/I0021","NDC","JADWAL BARU","1","2023-03-03 22:46:08+07","2023-03-02","2023-03-03","OMG OH MY GLAM Matte Kiss Lip Cream 03 Flame 3.5 g","Next Process","Done","L-MLCC-OMG","CJ02A",""
"4329","MO-FT-LFT-BULK/I0039","FT-LFT-W/I0027","FT-LFT-W/I0027","NDC","JADWAL BARU","1","2023-03-03 22:21:24+07","2023-02-28","2023-03-04","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CJ01B",""
"4330","MO-FM-NDTOC-BULK/I0003","FM-NDTOC-W/I0003","FM-NDTOC-W/I0003","NDC","JADWAL BARU","1","2023-03-03 22:10:43+07","2023-02-28","2023-03-03","Wardah Nature Daily Tea Tree Oil Control Clay Capsule Mask 10 ml","Next Process","Done","FM-NDTOC-W","CJ01A",""
"4331","MO-FW-PCSAC-BULK/I0103","FW-PCSAC-KA/I0104","FW-PCSAC-KA/I0104","NDC","JADWAL BARU","1","2023-03-03 22:10:43+07","2023-03-03","2023-03-15","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ03B",""
"4332","(not set)","FW-LMGWN2-W/I0011","FW-LMGWN2-W/I0011","NDC","JADWAL BARU","1","2023-03-03 22:10:43+07","2023-03-01","2023-03-04","Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","FW-LMGWN2-W","(not set)",""
