"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"4333","MO-BBC-LL-BULK/I0006","BBC-LL-W30ML/I0002","BBC-LL-W30ML/I0002","NDC","JADWAL BARU","1","2023-03-03 22:10:43+07","2023-03-01","2023-03-04","Wardah Lightening BB Cream Light 30 ml (Pc(s))","Next Process","Done","BBC-LL-W30ML","CJ02B",""
"4334","MO-BBC-LL-BULK/I0004","BBC-LL-W15ML/I0003","BBC-LL-W15ML/I0003","NDC","JADWAL BARU","1","2023-03-03 22:10:43+07","2023-02-28","2023-03-03","Wardah Lightening BB Cream Light 15 ml (pc(s))","Next Process","Done","BBC-LL-W15ML","CJ02A",""
"4335","MO-L-CM03-BULK/I0009","L-CM03-EM5.5GR/I0009","L-CM03-EM5.5GR/I0009","NDC","JADWAL BARU","1","2023-03-03 21:58:52+07","2023-02-28","2023-03-03","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","Next Process","Done","L-CM03-EM5.5GR","CJ02B",""
"4336","MO-FT-FT-BULK/I0025","FT-FT-OMG/I0025","FT-FT-OMG/I0025","NDC","JADWAL BARU","1","2023-03-03 21:41:57+07","2023-03-01","2023-03-03","OMG OH MY GLOW Peach Glowing Toner 100 ml","Next Process","Done","FT-FT-OMG","CJ01A",""
"4337","MO-HT-G1-BULK/I0038","HT-P1G1-P200/I0013","HT-P1G1-P200/I0013","NDC","JADWAL BARU","1","2023-03-03 21:26:17+07","2023-03-01","2023-03-03","Hair Tonic Normal to Oily Hair (Green), 200 ml","Next Process","Done","HT-P1G1-P200","CJ02A",""
"4338","MO-CUS-DM05-BULK/I0002","CUS-DM05-EM/I0002","CUS-DM05-EM/I0002","NDC","JADWAL BARU","1","2023-03-03 21:26:17+07","2023-02-28","2023-03-03","Emina Daily Matte Cushion W03 Caramel 15 g","Next Process","Done","CUS-DM05-EM","CJ01A",""
"4339","MO-FW-BS-BULK/I0037","FW-BS-EM50ML/I0019","FW-BS-EM50ML/I0019","NDC","JADWAL BARU","1","2023-03-03 21:26:17+07","2023-02-13","2023-03-08","Emina Bright Stuff Face Wash 50 ml","Next Process","Done","FW-BS-EM50ML","CJ03A",""
"4340","MO-PRM-PR-BULK/I0012","PRM-PR-EM20ML/I0012","PRM-PR-EM20ML/I0012","NDC","JADWAL BARU","1","2023-03-03 21:26:17+07","2023-03-02","2023-03-04","Emina Pore Ranger 20 ml (Pc(s))","Next Process","Done","PRM-PR-EM20ML","CJ03A",""
"4341","MO-L-CHC03-BULK/I0008","L-CHC03-MO/I0008","L-CHC03-MO/I0008","NDC","JADWAL BARU","1","2023-03-03 21:09:47+07","2023-02-27","2023-03-03","MAKE OVER Color Hypnose Creamy Lipmatte 03 Allure 4.3 g","Next Process","Done","L-CHC03-MO","CJ02A",""
"4342","MO-BO-MMB05-BULK/I0009","BO-MMB05-MO/I0009","BO-MMB05-MO/I0009","NDC","JADWAL BARU","1","2023-03-03 21:09:47+07","2023-02-27","2023-03-03","MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","Next Process","Done","BO-MMB05-MO","CJ02A",""
"4343","MO-L-CM03-BULK/I0008","L-CM03-EM5.5GR/I0008","L-CM03-EM5.5GR/I0008","NDC","JADWAL BARU","1","2023-03-03 20:49:33+07","2023-02-27","2023-03-03","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","Next Process","Done","L-CM03-EM5.5GR","CJ02A",""
"4344","MO-FW-MCF-BULK/I0003","FW-MCF-W60ML/I0002","FW-MCF-W60ML/I0002","NDC","JADWAL BARU","1","2023-03-03 20:28:52+07","2023-02-20","2023-03-08","Wardah Nature Daily Mineral+ Clarifying Facial Foam 60 ml","Next Process","Done","FW-MCF-W60ML","CJ02A",""
"4345","MO-B-DMCP02-BULK/I0013","B-DMCP02-EM/I0013","B-DMCP02-EM/I0013","NDC","JADWAL BARU","1","2023-03-03 20:15:52+07","2023-02-28","2023-03-02","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","CJ01A",""
"4346","MO-TC-W1C3-BULK/I0017","TC-W3RELI3-W12G/I0014","TC-W3RELI3-W12G/I0014","NDC","JADWAL BARU","1","2023-03-03 20:15:39+07","2023-02-27","2023-03-03","Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","Next Process","Done","TC-W3RELI3-W12G","CJ01A",""
"4347","MO-L-R2EMC07-BULK/I0001","L-R2EMC07-W/I0001","L-R2EMC07-W/I0001","NDC","JADWAL BARU","1","2023-03-03 20:04:16+07","2023-02-27","2023-03-03","Wardah Exclusive Matte Lip Cream 07 Hello, Ruby 4 gr","Next Process","Done","L-R2EMC07-W","BJ28A",""
"4348","MO-L-IMC016-BULK/I0006","L-IMC016-MO6,5G/I0006","L-IMC016-MO6,5G/I0006","NDC","JADWAL BARU","1","2023-03-03 20:04:01+07","2023-02-27","2023-03-03","MAKE OVER Intense Matte Lip Cream 016 Pixie 6,5 g (Pc(s))","Next Process","Done","L-IMC016-MO6,5G","CJ01A",""
"4349","MO-ES-TQ-BULK/I0003","ES-TMFT-MO6G/I0001","ES-TMFT-MO6G/I0001/01/01","NDC","JADWAL BARU","1","2023-03-03 19:11:51+07","2023-02-27","2023-03-02","MAKE OVER Trivia Eye Shadow Magical Fairy Tale 6 g (Pc(s))","Next Process","Done","ES-TMFT-MO6G","BJ28A",""
"4350","MO-ES-G-BULK/I0009","ES-TMFT-MO6G/I0001","ES-TMFT-MO6G/I0001/02/01","NDC","JADWAL BARU","1","2023-03-03 19:11:51+07","2023-03-01","2023-03-02","MAKE OVER Trivia Eye Shadow Magical Fairy Tale 6 g (Pc(s))","Next Process","Done","ES-TMFT-MO6G","(not set)",""
"4351","MO-ES-ST-MO-BULK/I0003","ES-TMFT-MO6G/I0001","ES-TMFT-MO6G/I0001/03/01","NDC","JADWAL BARU","1","2023-03-03 19:11:51+07","2023-02-27","2023-03-02","MAKE OVER Trivia Eye Shadow Magical Fairy Tale 6 g (Pc(s))","Next Process","Done","ES-TMFT-MO6G","CJ01A",""
"4352","MO-BO-CLPPB-BULK/I0004","BO-CLPPB-EM3.5GR/I0004","BO-CLPPB-RP-EM3,5GR/I0004","NDC","JADWAL BARU","1","2023-03-03 17:59:31+07","2023-02-27","2023-03-03","Emina Cheek Lit Pressed Blush Bittersweet 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPB-EM3.5GR","BJ27A",""
"4353","MO-TC-R3LEC04-BULK/I0007","TC-R3LEC04-W/I0003","TC-R3LEC04-W/I0003","NDC","JADWAL BARU","1","2023-03-03 16:40:31+07","2023-02-28","2023-03-03","Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","Next Process","Done","TC-R3LEC04-W","CJ01A",""
"4354","MO-ES-CLPPB-01-BULK/I0003","ES-CLPPB-W/I0003","ES-CLPPB-W/I0003/01/01","NDC","JADWAL BARU","1","2023-03-03 16:40:31+07","2023-02-24","2023-03-03","Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 6 g","Next Process","Done","ES-CLPPB-W","BJ24A",""
"4355","MO-TWC-CLFTB-BULK/I0023","TWC-CLFTB-W/I0012","TWC-CLFTB-W/I0012","NDC","JADWAL BARU","1","2023-03-03 16:40:31+07","2023-02-27","2023-03-03","Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g","Next Process","Done","TWC-CLFTB-W","CJ01A",""
"4356","MO-L-CVM011-BULK/I0005","L-CVM011-W/I0005","L-CVM011-W/I0005","NDC","JADWAL BARU","1","2023-03-03 16:40:31+07","2023-02-25","2023-03-02","Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g","Next Process","Done","L-CVM011-W","BJ27A",""
"4357","MO-B-R3L02B-BULK/I0013","B-R3L02B-W/I0013","B-R3L02B-W/I0013","NDC","JADWAL BARU","1","2023-03-03 16:40:04+07","2023-02-27","2023-03-04","Wardah Lightening Matte Powder 02 Beige 20 g","Next Process","Done","B-R3L02B-W","CJ02A",""
"4358","MO-M-LNCN-BULK/I0013","M-LNCN1-W/I0005","M-LNCN1-W/I0005","NDC","JADWAL BARU","1","2023-03-03 16:39:46+07","2023-03-01","2023-03-04","Wardah Lightening Night Cream Advanced Niacinamide 20 mL","Next Process","Done","M-LNCN1-W","CJ02A",""
"4359","MO-S-USS-BULK/I0022","S-USSEC-W/I0022","S-USSEC-W/I0022","NDC","JADWAL BARU","1","2023-03-03 16:39:46+07","2023-03-01","2023-03-03","Wardah Hairfall Treatment Shampoo 170 ml","Next Process","Done","S-USSEC-W","CJ02A",""
"4360","MO-REM-SBMW-BULK/I0026","REM-SBMW-W240ML/I0014","REM-SBMW-W240ML/I0014","NDC","JADWAL BARU","1","2023-03-03 16:39:46+07","2023-03-01","2023-03-02","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","CJ02A",""
"4361","MO-TC-PMW12-BULK/I0007","TC-PMW12-MO/I0007","TC-PMW12-MO/I0007","NDC","JADWAL BARU","1","2023-03-03 15:48:13+07","2023-03-01","2023-03-03","MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","Next Process","Done","TC-PMW12-MO","CJ03A",""
"4362","MO-CUS-R2EFC01-BULK/I0003","CUS-R2EFC01-W/I0001","CUS-R2EFC01-W/I0001","NDC","JADWAL BARU","1","2023-03-03 15:48:00+07","2023-02-28","2023-03-03","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g","Next Process","Done","CUS-R2EFC01-W","BJ28A",""
"4363","MO-HBW-ETBWC-BULK/I0006","HBW-ETBWCN2-W/I0003","HBW-ETBWCN2-W/I0003","NDC","JADWAL BARU","1","2023-03-03 15:48:00+07","2023-02-28","2023-03-03","Earth Love Life Bulgarian Rose &amp; East Nusa Vanilla Body Wash 450 ml","Next Process","Done","HBW-ETBWCN2-W","CJ01A",""
"4364","MO-FW-PCSAC-BULK/I0102","FW-PCSAC-KA/I0103","FW-PCSAC-KA/I0103","NDC","JADWAL BARU","1","2023-03-03 15:48:00+07","2023-03-03","2023-03-15","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ03A",""
"4365","MO-B-R3L01LB-BULK/I0016","B-R3L01LB-W/I0016","B-R3L01LB-W/I0016","NDC","JADWAL BARU","1","2023-03-03 15:34:27+07","2023-02-27","2023-03-03","Wardah Lightening Matte Powder 01 Light Beige 20 g","Next Process","Done","B-R3L01LB-W","CJ01A",""
"4366","(not set)","MY-LCVM09-W/I0005","MY-LCVM09-W/I0005","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-02","2023-03-03","Malaysia Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g","Next Process","Done","MY-LCVM09-W","(not set)",""
"4367","(not set)","MY-LCVM13-W/I0005","MY-LCVM13-W/I0005","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-03","Malaysia Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g","Next Process","Done","MY-LCVM13-W","(not set)",""
"4368","(not set)","MY-SRMRWSPTEN4-W/I0002","MY-SRMRWSPTEN4-W/I0002","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-03","Malaysia Wardah Crystal Secret Pure Treatment Essence 30 ml","Next Process","Done","MY-SRMRWSPTEN4-W","(not set)",""
"4369","(not set)","MY-TWCCLFTA-W/I0004","MY-TWCCLFTA-W/I0004","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-03","Malaysia Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","Next Process","Done","MY-TWCCLFTA-W","(not set)",""
"4370","(not set)","MY-FACLFMDHCP-W/I0003","MY-FACLFMDHCP-W/I0003","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-06","Malaysia Wardah Colorfit Highlight Contour Palette 02 Medium","Next Process","Done","MY-FACLFMDHCP-W","(not set)",""
"4371","(not set)","MY-ECRRYAG-W/I0004","MY-ECRRYAG-W/I0004","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-06","Malaysia Wardah Renew You Eye Cream 10 g (Pc(s))","Next Process","Done","MY-ECRRYAG-W","(not set)",""
"4372","(not set)","MY-MBSTUC-EM/I0007","MY-MBSTUC-EM/I0007","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-06","Malaysia Emina Bright Stuff Tone Up Cream 20 ml","Next Process","Done","MY-MBSTUC-EM","(not set)",""
"4373","(not set)","MY-TWCCLFTC-W/I0007","MY-TWCCLFTC-W/I0007","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-02","2023-03-03","Malaysia Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","Next Process","Done","MY-TWCCLFTC-W","(not set)",""
"4374","(not set)","MY-LLLS01-EM/I0004","MY-LLLS01-EM/I0004","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-06","Malaysia Emina Watercolor Lip Serum 01 Dawn 2 g","Next Process","Done","MY-LLLS01-EM","(not set)",""
"4375","(not set)","MY-RLBEVFSG-W/I0003","MY-RLBEVFSG-W/I0003","NDC","JADWAL BARU","1","2023-03-03 15:01:45+07","2023-03-03","2023-03-06","Malaysia Wardah Everyday Fruity Sheer Lip Balm Grape 4 g","Next Process","Done","MY-RLBEVFSG-W","(not set)",""
"4376","MO-HBW-NSR-BULK/I0002","HBW-NSR-KA/I0002","HBW-NSR-KA/I0002","KEMAS_1","FILLING","1","2023-03-03 14:57:00+07","2023-02-27","2023-03-08","Kahf Refreshing Hair and Body Wash 100 ml","Next Process","(not set)","HBW-NSR-KA","CJ02A",""
"4377","MO-TC-PMN10-BULK/I0010","TC-PMN10-MO12G/I0010","TC-PMN10-MO12G/I0010","NDC","JADWAL BARU","1","2023-03-03 14:39:40+07","2023-02-27","2023-03-03","MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","Next Process","Done","TC-PMN10-MO12G","CJ02A",""
"4378","MO-L-PGTC-BULK/I0005","L-PGTC-MO/I0005","L-PGTC-MO/I0005","NDC","JADWAL BARU","1","2023-03-03 14:39:28+07","2023-02-28","2023-03-03","MAKE OVER Powerstay Glossy Lip Top Coat 6.2 g","Next Process","Done","L-PGTC-MO","CJ02A",""
"4379","MO-TC-R3LLF05-BULK/I0013","TC-RR3LLF05-W/I0008","TC-RR3LLF05-W/I0008","NDC","JADWAL BARU","1","2023-03-03 14:20:31+07","2023-03-01","2023-03-03","Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g","Next Process","Done","TC-RR3LLF05-W","CJ01A",""
"4380","","MY-REMCDAMG-W/I0001","MY-REMCDAMG-W/I0001","KEMAS_2","PACKING","1","2023-03-03 14:11:00+07","2023-03-03","2023-03-06","Malaysia Wardah Crystallure Supreme Double Action Micellar Gel 150 ml","Next Process","(not set)","MY-REMCDAMG-W","(not set)",""
"4381","MO-FW-RPBCFLO-BULK/I0029","FW-RPBCFLO100-W/I0020","FW-RPBCFLO100-W/I0020","NDC","JADWAL BARU","1","2023-03-03 14:05:18+07","2023-02-13","2023-03-08","Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","Next Process","Done","FW-RPBCFLO100-W","CJ02B",""
"4382","MO-ES-OF-BULK/I0010","ES-TGE-MO6G/I0011","ES-TGE-MO6G/I0011/02/01","NDC","JADWAL BARU","1","2023-03-03 13:54:33+07","2023-02-25","2023-03-03","MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))","Next Process","Done","ES-TGE-MO6G","BJ27A",""
"4383","MO-ES-CH-BULK/I0010","ES-TGE-MO6G/I0011","ES-TGE-MO6G/I0011/01/01","NDC","JADWAL BARU","1","2023-03-03 13:54:33+07","2023-02-25","2023-03-03","MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))","Next Process","Done","ES-TGE-MO6G","BJ27A",""
"4384","MO-ES-G-BULK/I0012","ES-TGE-MO6G/I0011","ES-TGE-MO6G/I0011/03/01","NDC","JADWAL BARU","1","2023-03-03 13:54:33+07","2023-02-28","2023-03-03","MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))","Next Process","Done","ES-TGE-MO6G","CJ01A",""
"4385","MO-L-IMC011-BULK/I0011","L-IMC011-MO6,5G/I0011","L-IMC011-MO6,5G/I0011","NDC","JADWAL BARU","1","2023-03-03 13:54:33+07","2023-02-27","2023-03-03","MAKE OVER Intense Matte Lip Cream 011 Pompous 6,5 g (Pc(s))","Next Process","Done","L-IMC011-MO6,5G","CJ01A",""
"4386","MO-BO-E02-W-BULK/I0011","BO-E02-W/I0011","BO-E02-W-RP-W6,5GR/I0011","NDC","JADWAL BARU","1","2023-03-03 13:36:40+07","2023-02-27","2023-03-03","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","BJ28A",""
"4387","MO-L-SMULMB-BULK/I0001","L-SMULMB-EM/I0001","L-SMULMB-EM/I0001","NDC","JADWAL BARU","1","2023-03-03 13:36:40+07","2023-02-26","2023-03-02","Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g","Next Process","Done","L-SMULMB-EM","BJ28A",""
"4388","MO-TWC-CLFTD-BULK/I0021","TWC-CLFTD-W/I0016","TWC-CLFTD-W/I0016","NDC","JADWAL BARU","1","2023-03-03 13:36:39+07","2023-02-27","2023-03-03","Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","Next Process","Done","TWC-CLFTD-W","BJ28B",""
"4389","MO-L-CUMKORA-BULK/I0006","L-CUMKORA-W/I0006","L-CUMKORA-W/I0006","NDC","JADWAL BARU","1","2023-03-03 13:34:46+07","2023-02-27","2023-03-03","Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g","Next Process","Done","L-CUMKORA-W","CJ01A",""
"4390","MO-HBW-ETBWD-BULK/I0002","HBW-ETBWDN2-W/I0001","HBW-ETBWDN2-W/I0001","NDC","JADWAL BARU","1","2023-03-03 13:25:12+07","2023-02-21","2023-03-02","Earth Love Life Spanish Lavender &amp; Javanese Rice Milk Body Wash 450 ml","Next Process","Done","HBW-ETBWDN2-W","BJ22A",""
"4391","MO-HBL-ETBMA-BULK/I0003","HBL-ETBMAN2-W/I0003","HBL-ETBMAN2-W/I0003","NDC","JADWAL BARU","1","2023-03-03 11:39:52+07","2023-03-01","2023-03-03","Earth Love Life East Balinese Bamboo &amp; Oriental Mint Body Lotion Serum 250 ml","Next Process","Done","HBL-ETBMAN2-W","CJ01B",""
"4392","MO-FW-PCSAC-BULK/I0101","FW-PCSAC-KA/I0102","FW-PCSAC-KA/I0102","NDC","JADWAL BARU","1","2023-03-03 11:39:52+07","2023-03-03","2023-03-15","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CJ02B",""
"4393","MO-WARN-RED3ASTDMS-BULK/I0017","WARN-RED3ASTDMS-BULK/I0017","WARN-RED3ASTDMS-BULK/I0017","QC BULK","MASUK SPESIFIKASI","1","2023-03-03 11:38:20+07","2023-03-01","2023-03-04","Monokrom Serbuk Warna Merah 3 AS","Next Process","Done","WARN-RED3ASTDMS-BULK","CJ03A",""
"4394","MO-REM-LOIMWB-BULK/I0019","MY-REMLOIMWN2-W/I0012","MY-REMLOIMWN2-W/I0012/02/01","NDC","JADWAL BARU","1","2023-03-03 11:05:44+07","2023-03-01","2023-03-03","Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml","Next Process","Done","MY-REMLOIMWN2-W","CJ01B",""
"4395","MO-REM-LOIMW-BULK/I0019","MY-REMLOIMWN2-W/I0012","MY-REMLOIMWN2-W/I0012/01/01","NDC","JADWAL BARU","1","2023-03-03 11:05:44+07","2023-03-01","2023-03-03","Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml","Next Process","Done","MY-REMLOIMWN2-W","CJ02B",""
"4396","MO-FW-CDEWN-BULK/I0010","MY-FWCDEWN2-W/I0005","MY-FWCDEWN2-W/I0005","NDC","JADWAL BARU","1","2023-03-03 11:04:28+07","2023-02-22","2023-03-08","Malaysia Wardah C-Defense Energizing Whip Foam 100 ml","Next Process","Done","MY-FWCDEWN2-W","CJ01A",""
"4397","MO-REM-LOIMW-BULK/I0018","MY-REMLOIMWN2-W/I0011","MY-REMLOIMWN2-W/I0011/01/01","NDC","JADWAL BARU","1","2023-03-03 11:04:28+07","2023-02-28","2023-03-03","Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml","Next Process","Done","MY-REMLOIMWN2-W","CJ02A",""
"4398","MO-REM-LOIMWB-BULK/I0018","MY-REMLOIMWN2-W/I0011","MY-REMLOIMWN2-W/I0011/02/01","NDC","JADWAL BARU","1","2023-03-03 11:04:28+07","2023-02-28","2023-03-03","Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml","Next Process","Done","MY-REMLOIMWN2-W","CJ01A",""
"4399","MO-S-SPARLAV-BULK/I0002","S-P1SRL-P450/I0002","S-P1SRL-P450/I0002","NDC","JADWAL BARU","1","2023-03-03 10:44:40+07","2023-02-28","2023-03-03","Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))","Next Process","Done","S-P1SRL-P450","CJ01A",""
"4400","MO-LT-MPSR-BULK/I0001","LT-MPSR-EM5.5ML/I0001","LT-MPSR-EM5.5ML/I0001","NDC","JADWAL BARU","1","2023-03-03 10:44:40+07","2023-02-28","2023-03-03","Emina Magic Potion 01 Scarlet 5.5 ml","Next Process","Done","LT-MPSR-EM5.5ML","CJ01A",""
"4401","MO-F-PTCMCW33-BULK/I0006","F-PTCMCW33-MO/I0006","F-PTCMCW33-MO/I0006","NDC","JADWAL BARU","1","2023-03-03 10:43:54+07","2023-02-28","2023-03-03","MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g","Next Process","Done","F-PTCMCW33-MO","CJ01C",""
"4402","MO-F-PTCMCW33-BULK/I0005","F-PTCMCW33-MO/I0005","F-PTCMCW33-MO/I0005","NDC","JADWAL BARU","1","2023-03-03 10:43:54+07","2023-02-27","2023-03-03","MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g","Next Process","Done","F-PTCMCW33-MO","CJ01B",""
"4403","MO-SS-UVSDS-BULK/I0039","SS-UVSDSPB-W/I0027","SS-UVSDSPB-W/I0027","NDC","JADWAL BARU","1","2023-03-03 10:43:34+07","2023-02-13","2023-03-08","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","CJ01B",""
"4404","MO-LB-EVFSS-BULK/I0020","LB-EVFSS-W4G/I0020","LB-EVFSS-W4G/I0020","NDC","JADWAL BARU","1","2023-03-03 10:29:41+07","2023-02-28","2023-03-03","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","Next Process","Done","LB-EVFSS-W4G","CJ02A",""
"4405","MO-B-BSLP-BULK/I0065","B-BSLP-EM/I0065","B-BSLP-EM/I0065","NDC","JADWAL BARU","1","2023-03-03 10:29:41+07","2023-02-28","2023-03-03","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CJ01A",""
"4406","MO-TC-PMW21-BULK/I0006","TC-PMW21-MO/I0006","TC-PMW21-MO/I0006","NDC","JADWAL BARU","1","2023-03-03 10:21:14+07","2023-02-21","2023-03-03","MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g","Next Process","Done","TC-PMW21-MO","CJ02A",""
"4407","MO-M-RHDG-BULK/I0011","M-RHDGN2-W/I0002","M-RHDGN2-W/I0002","NDC","JADWAL BARU","1","2023-03-03 10:18:31+07","2023-03-01","2023-03-04","Wardah Hydra Rose Dewy Aqua Day Gel 17 ml","Next Process","Done","M-RHDGN2-W","CJ02A",""
"4408","MO-FM-MCC-BULK/I0004","FM-MCC-W60ML/I0004","FM-MCC-W60ML/I0004","NDC","JADWAL BARU","1","2023-03-03 10:18:31+07","2023-02-20","2023-03-08","Wardah Nature Daily Mineral+ Clarifying Clay Mask 60 ml","Next Process","Done","FM-MCC-W60ML","CJ02A",""
"4409","MO-M-RRYNC-BULK/I0012","M-RRYNCN2-W/I0007","M-RRYNCN2-W/I0007","NDC","JADWAL BARU","1","2023-03-03 10:18:31+07","2023-03-01","2023-03-04","Wardah Renew You Night Cream 30 g (Pc(s))","Next Process","Done","M-RRYNCN2-W","CJ02A",""
"4410","MO-L-MLCG-BULK/I0009","L-MLCG-OMG/I0009","L-MLCG-OMG/I0009","NDC","JADWAL BARU","1","2023-03-03 10:16:44+07","2023-03-02","2023-03-03","OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g","Next Process","Done","L-MLCG-OMG","CJ02A",""
"4411","MO-L-EMC09-BULK/I0006","L-EMC09DP-W/I0006","L-EMC09DP-W/I0006","NDC","JADWAL BARU","1","2023-03-03 10:13:19+07","2023-02-27","2023-03-02","Wardah Exclusive Matte Lip Cream 09 Mauve On ! 4g","Next Process","Done","L-EMC09DP-W","BJ27A",""
"4412","(not set)","MY-FLLF01-W/I0007","MY-FLLF01-W/I0007","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister)","Next Process","Done","MY-FLLF01-W","(not set)",""
"4413","(not set)","MY-CONLBBL01-W/I0009","MY-CONLBBL01-W/I0009","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Lightening Liquid Concealer 01 Light 7 g (Blister)","Next Process","Done","MY-CONLBBL01-W","(not set)",""
"4414","(not set)","MY-CONLBBL02-W/I0008","MY-CONLBBL02-W/I0008","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister)","Next Process","Done","MY-CONLBBL02-W","(not set)",""
"4415","(not set)","MY-LLLS02-EM/I0002","MY-LLLS02-EM/I0002","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Emina Watercolor Lip Serum 02 Mist 2 g","Next Process","Done","MY-LLLS02-EM","(not set)",""
"4416","(not set)","MY-CUSCLCD-W/I0007","MY-CUSCLCD-W/I0007","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige","Next Process","Done","MY-CUSCLCD-W","(not set)",""
"4417","(not set)","MY-CUSCLCG-W/I0004","MY-CUSCLCG-W/I0004","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand","Next Process","Done","MY-CUSCLCG-W","(not set)",""
"4418","(not set)","MY-RBBCLNN2-W/I0003","MY-RBBCLNN2-W/I0003","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Lightening BB Cream Natural 15 ml","Next Process","Done","MY-RBBCLNN2-W","(not set)",""
"4419","(not set)","MY-RBOA-W/I0007","MY-RBOA-W/I0007","NDC","JADWAL BARU","1","2023-03-03 10:12:42+07","2023-03-02","2023-03-03","Malaysia Wardah Blush On A 4 g","Next Process","Done","MY-RBOA-W","(not set)",""
